b21	b10	a01	a12	syl
l	t	u	i	false
l	t	u	l	false
l	t	u	n	false
l	t	u	n	true
l	t	u	o	false
l	t	u	r	false
l	t	u	s	false
l	t	u	z	false
l	t	u	ț	false
l	t	â	c	false
l	t	â	n	false
l	t	î	n	false
l	t	î	n	true
l	t	ă	-	false
l	t	ă	a	false
l	t	ă	d	false
l	t	ă	g	false
l	t	ă	i	false
l	t	ă	l	false
l	t	ă	m	false
l	t	ă	n	false
l	t	ă	r	false
l	t	ă	s	false
l	t	ă	t	false
l	t	ă	u	false
l	t	ă	ț	false
l	u	a	-	false
l	u	a	-	true
l	u	a	b	false
l	u	a	b	true
l	u	a	i	true
l	u	a	j	true
l	u	a	m	true
l	u	a	n	false
l	u	a	n	true
l	u	a	r	false
l	u	a	r	true
l	u	a	s	true
l	u	a	t	false
l	u	a	t	true
l	u	a	u	true
l	u	a	ș	true
l	u	a	ț	false
l	u	a	ț	true
l	u	b	-	false
l	u	b	a	true
l	u	b	b	false
l	u	b	e	true
l	u	b	i	false
l	u	b	i	true
l	u	b	m	false
l	u	b	r	true
l	u	b	u	true
l	u	b	ă	true
l	u	c	-	false
l	u	c	a	true
l	u	c	b	false
l	u	c	c	false
l	u	c	e	true
l	u	c	i	false
l	u	c	i	true
l	u	c	o	true
l	u	c	r	true
l	u	c	t	false
l	u	c	u	true
l	u	c	ă	true
l	u	c	ș	false
l	u	d	-	false
l	u	d	a	true
l	u	d	d	false
l	u	d	e	true
l	u	d	i	true
l	u	d	l	true
l	u	d	o	true
l	u	d	r	true
l	u	d	w	false
l	u	d	â	true
l	u	d	ă	true
l	u	e	-	false
l	u	e	a	true
l	u	e	n	false
l	u	e	n	true
l	u	e	s	true
l	u	e	t	false
l	u	e	t	true
l	u	e	z	false
l	u	e	z	true
l	u	f	-	false
l	u	f	a	true
l	u	f	e	true
l	u	f	i	false
l	u	f	i	true
l	u	f	t	false
l	u	f	u	true
l	u	f	â	true
l	u	f	ă	true
l	u	g	-	false
l	u	g	a	true
l	u	g	e	true
l	u	g	h	true
l	u	g	i	false
l	u	g	i	true
l	u	g	o	true
l	u	g	u	true
l	u	g	ă	true
l	u	i	-	false
l	u	i	-	true
l	u	i	a	false
l	u	i	a	true
l	u	i	b	false
l	u	i	c	false
l	u	i	c	true
l	u	i	d	false
l	u	i	d	true
l	u	i	e	true
l	u	i	f	false
l	u	i	f	true
l	u	i	g	false
l	u	i	i	true
l	u	i	l	false
l	u	i	m	false
l	u	i	m	true
l	u	i	n	false
l	u	i	n	true
l	u	i	o	false
l	u	i	p	false
l	u	i	p	true
l	u	i	r	false
l	u	i	r	true
l	u	i	s	false
l	u	i	s	true
l	u	i	t	false
l	u	i	t	true
l	u	i	u	false
l	u	i	u	true
l	u	i	v	false
l	u	i	z	true
l	u	i	ș	false
l	u	i	ș	true
l	u	i	ț	true
l	u	j	-	false
l	u	j	a	true
l	u	j	b	false
l	u	j	e	true
l	u	j	i	false
l	u	j	i	true
l	u	j	n	false
l	u	l	-	false
l	u	l	a	true
l	u	l	b	false
l	u	l	c	false
l	u	l	d	false
l	u	l	e	true
l	u	l	f	false
l	u	l	i	true
l	u	l	l	false
l	u	l	m	false
l	u	l	o	true
l	u	l	p	false
l	u	l	r	false
l	u	l	u	true
l	u	l	ă	true
l	u	m	-	false
l	u	m	a	true
l	u	m	b	false
l	u	m	c	false
l	u	m	e	true
l	u	m	i	false
l	u	m	i	true
l	u	m	n	false
l	u	m	o	true
l	u	m	p	false
l	u	m	u	true
l	u	m	â	true
l	u	m	ă	true
l	u	n	-	false
l	u	n	a	true
l	u	n	c	false
l	u	n	e	true
l	u	n	g	false
l	u	n	i	false
l	u	n	i	true
l	u	n	o	true
l	u	n	t	false
l	u	n	u	true
l	u	n	ă	true
l	u	o	f	true
l	u	o	m	true
l	u	o	r	true
l	u	p	-	false
l	u	p	a	true
l	u	p	d	false
l	u	p	e	true
l	u	p	i	false
l	u	p	i	true
l	u	p	o	true
l	u	p	t	false
l	u	p	u	true
l	u	p	â	true
l	u	p	ă	true
l	u	p	ț	false
l	u	r	-	false
l	u	r	a	true
l	u	r	e	true
l	u	r	g	false
l	u	r	i	false
l	u	r	i	true
l	u	r	o	true
l	u	r	u	true
l	u	r	â	true
l	u	r	ă	true
l	u	s	-	false
l	u	s	a	true
l	u	s	c	false
l	u	s	e	true
l	u	s	i	true
l	u	s	o	true
l	u	s	p	false
l	u	s	r	false
l	u	s	t	false
l	u	s	t	true
l	u	s	u	true
l	u	s	v	false
l	u	s	â	true
l	u	s	ă	true
l	u	t	-	false
l	u	t	a	true
l	u	t	e	true
l	u	t	h	false
l	u	t	h	true
l	u	t	i	true
l	u	t	o	true
l	u	t	r	true
l	u	t	u	true
l	u	t	â	true
l	u	t	ă	true
l	u	u	-	true
l	u	u	l	true
l	u	u	r	true
l	u	v	i	true
l	u	x	-	false
l	u	x	a	true
l	u	x	e	true
l	u	x	f	false
l	u	x	i	true
l	u	x	m	false
l	u	x	o	true
l	u	x	u	true
l	u	x	â	true
l	u	x	ă	true
l	u	z	-	false
l	u	z	a	true
l	u	z	e	true
l	u	z	i	false
l	u	z	i	true
l	u	z	o	true
l	u	z	u	true
l	u	z	â	true
l	u	z	ă	true
l	u	â	n	false
l	u	â	n	true
l	u	ă	-	false
l	u	ă	-	true
l	u	ă	m	false
l	u	ă	m	true
l	u	ă	r	false
l	u	ă	r	true
l	u	ș	-	false
l	u	ș	a	true
l	u	ș	c	false
l	u	ș	e	true
l	u	ș	i	false
l	u	ș	i	true
l	u	ș	n	false
l	u	ș	o	true
l	u	ș	t	false
l	u	ș	u	true
l	u	ș	â	true
l	u	ș	î	false
l	u	ș	ă	true
l	u	ț	-	false
l	u	ț	a	true
l	u	ț	d	false
l	u	ț	e	true
l	u	ț	i	false
l	u	ț	i	true
l	u	ț	u	true
l	u	ț	ă	true
l	v	a	-	false
l	v	a	b	false
l	v	a	c	false
l	v	a	d	false
l	v	a	g	false
l	v	a	i	false
l	v	a	l	false
l	v	a	m	false
l	v	a	n	false
l	v	a	r	false
l	v	a	s	false
l	v	a	t	false
l	v	a	u	false
l	v	a	ș	false
l	v	a	ț	false
l	v	c	o	false
l	v	c	o	true
l	v	e	-	false
l	v	e	a	false
l	v	e	d	false
l	v	e	g	false
l	v	e	i	false
l	v	e	l	false
l	v	e	n	false
l	v	e	o	false
l	v	e	r	false
l	v	e	s	false
l	v	e	t	false
l	v	e	z	false
l	v	e	ș	false
l	v	e	ț	false
l	v	g	a	false
l	v	g	a	true
l	v	i	-	false
l	v	i	a	false
l	v	i	c	false
l	v	i	e	false
l	v	i	f	false
l	v	i	g	false
l	v	i	i	false
l	v	i	l	false
l	v	i	m	false
l	v	i	n	false
l	v	i	o	false
l	v	i	p	false
l	v	i	r	false
l	v	i	s	false
l	v	i	t	false
l	v	i	ș	false
l	v	i	ț	false
l	v	o	a	false
l	v	o	b	false
l	v	o	i	false
l	v	o	l	false
l	v	o	m	false
l	v	o	r	false
l	v	o	s	false
l	v	o	t	false
l	v	o	x	false
l	v	r	ă	false
l	v	u	l	false
l	v	u	r	false
l	v	â	i	false
l	v	â	n	false
l	v	â	r	false
l	v	ă	-	false
l	v	ă	m	false
l	v	ă	n	false
l	v	ă	r	false
l	v	ă	t	false
l	y	u	l	true
l	z	a	-	false
l	z	a	c	false
l	z	a	i	false
l	z	a	m	false
l	z	a	n	false
l	z	a	r	false
l	z	a	s	false
l	z	a	t	false
l	z	a	u	false
l	z	a	ș	false
l	z	a	ț	false
l	z	e	a	false
l	z	e	l	false
l	z	e	s	false
l	z	e	v	false
l	z	e	z	false
l	z	e	ș	false
l	z	i	-	false
l	z	i	f	false
l	z	i	i	false
l	z	i	l	false
l	z	i	m	false
l	z	i	n	false
l	z	i	r	false
l	z	i	s	false
l	z	i	t	false
l	z	i	ș	false
l	z	i	ț	false
l	z	o	a	false
l	z	o	s	false
l	z	o	ș	false
l	z	u	l	false
l	z	â	n	false
l	z	ă	-	false
l	z	ă	m	false
l	z	ă	r	false
l	â	c	-	false
l	â	c	i	false
l	â	c	i	true
l	â	c	u	true
l	â	i	-	false
l	â	i	-	true
l	â	i	a	true
l	â	i	e	true
l	â	i	i	true
l	â	i	l	true
l	â	i	m	true
l	â	i	n	true
l	â	i	r	true
l	â	i	s	true
l	â	i	t	true
l	â	i	ș	true
l	â	i	ț	true
l	â	m	-	false
l	â	m	b	false
l	â	m	u	true
l	â	n	a	true
l	â	n	c	false
l	â	n	d	false
l	â	n	e	true
l	â	n	g	false
l	â	n	i	false
l	â	n	i	true
l	â	n	o	true
l	â	n	s	false
l	â	n	t	false
l	â	n	z	false
l	â	n	â	true
l	â	n	ă	true
l	â	n	ș	false
l	â	n	ț	false
l	â	u	-	false
l	â	u	l	true
l	ă	a	-	true
l	ă	a	l	true
l	ă	b	e	true
l	ă	b	i	true
l	ă	b	o	true
l	ă	b	u	true
l	ă	b	ă	true
l	ă	c	a	true
l	ă	c	e	true
l	ă	c	i	false
l	ă	c	i	true
l	ă	c	o	true
l	ă	c	r	true
l	ă	c	u	true
l	ă	c	â	true
l	ă	c	ă	true
l	ă	d	e	true
l	ă	d	i	true
l	ă	d	o	true
l	ă	d	u	true
l	ă	d	ă	true
l	ă	f	ă	true
l	ă	g	e	true
l	ă	g	i	false
l	ă	g	i	true
l	ă	g	o	true
l	ă	g	r	true
l	ă	g	u	true
l	ă	i	-	false
l	ă	i	-	true
l	ă	i	a	true
l	ă	i	b	false
l	ă	i	c	true
l	ă	i	e	true
l	ă	i	i	true
l	ă	i	l	true
l	ă	i	m	true
l	ă	i	n	false
l	ă	i	n	true
l	ă	i	o	true
l	ă	i	r	true
l	ă	i	s	true
l	ă	i	t	false
l	ă	i	t	true
l	ă	i	ș	true
l	ă	i	ț	true
l	ă	j	e	true
l	ă	j	g	false
l	ă	j	i	false
l	ă	j	i	true
l	ă	l	a	true
l	ă	l	i	true
l	ă	l	u	true
l	ă	l	â	true
l	ă	l	ă	true
l	ă	m	-	false
l	ă	m	a	true
l	ă	m	b	false
l	ă	m	e	true
l	ă	m	i	true
l	ă	m	o	true
l	ă	m	p	false
l	ă	m	u	true
l	ă	m	â	true
l	ă	m	ă	true
l	ă	n	a	true
l	ă	n	c	false
l	ă	n	e	true
l	ă	n	g	false
l	ă	n	i	false
l	ă	n	i	true
l	ă	n	o	true
l	ă	n	t	false
l	ă	n	u	true
l	ă	n	ă	true
l	ă	n	ț	false
l	ă	n	ț	true
l	ă	o	r	true
l	ă	p	a	true
l	ă	p	c	false
l	ă	p	i	true
l	ă	p	t	false
l	ă	p	u	true
l	ă	p	â	true
l	ă	p	ă	true
l	ă	r	a	true
l	ă	r	e	true
l	ă	r	g	false
l	ă	r	i	false
l	ă	r	i	true
l	ă	r	m	false
l	ă	r	m	true
l	ă	r	o	true
l	ă	r	â	true
l	ă	r	ă	true
l	ă	s	a	true
l	ă	s	c	false
l	ă	s	e	true
l	ă	s	m	false
l	ă	s	n	false
l	ă	s	t	false
l	ă	s	u	true
l	ă	s	â	true
l	ă	s	ă	true
l	ă	t	a	true
l	ă	t	c	false
l	ă	t	e	true
l	ă	t	i	true
l	ă	t	o	true
l	ă	t	r	true
l	ă	t	u	true
l	ă	t	ă	true
l	ă	u	-	false
l	ă	u	a	true
l	ă	u	c	true
l	ă	u	d	true
l	ă	u	l	false
l	ă	u	l	true
l	ă	u	n	true
l	ă	u	r	true
l	ă	u	t	true
l	ă	u	z	true
l	ă	v	a	true
l	ă	v	e	true
l	ă	v	i	false
l	ă	v	i	true
l	ă	v	o	true
l	ă	v	r	true
l	ă	v	ă	true
l	ă	z	a	true
l	ă	z	e	true
l	ă	z	i	false
l	ă	z	i	true
l	ă	z	u	true
l	ă	z	â	true
l	ă	z	ă	true
l	ă	ș	e	true
l	ă	ș	i	true
l	ă	ș	l	false
l	ă	ș	t	false
l	ă	ț	e	true
l	ă	ț	i	false
l	ă	ț	i	true
l	ă	ț	o	true
l	ș	a	r	false
l	ș	e	f	false
l	ș	e	v	false
l	ș	i	-	false
l	ș	i	ț	false
l	ș	p	a	false
l	ș	u	g	false
l	ț	a	-	false
l	ț	a	i	false
l	ț	a	m	false
l	ț	a	n	false
l	ț	a	r	false
l	ț	a	s	false
l	ț	a	t	false
l	ț	a	u	false
l	ț	a	v	false
l	ț	a	ș	false
l	ț	a	ț	false
l	ț	e	-	false
l	ț	e	a	false
l	ț	e	i	false
l	ț	e	l	false
l	ț	e	n	false
l	ț	e	s	false
l	ț	e	z	false
l	ț	e	ș	false
l	ț	i	-	false
l	ț	i	f	false
l	ț	i	g	false
l	ț	i	i	false
l	ț	i	l	false
l	ț	i	m	false
l	ț	i	n	false
l	ț	i	r	false
l	ț	i	s	false
l	ț	i	t	false
l	ț	i	u	false
l	ț	i	ș	false
l	ț	i	ț	false
l	ț	o	a	false
l	ț	o	s	false
l	ț	o	ș	false
l	ț	u	i	false
l	ț	u	l	false
l	ț	u	m	false
l	ț	u	n	false
l	ț	u	r	false
l	ț	â	i	false
l	ț	â	n	false
l	ț	ă	-	false
l	ț	ă	m	false
l	ț	ă	r	false
l	ț	ă	t	false
m	a	a	p	true
m	a	a	r	true
m	a	b	i	true
m	a	b	r	true
m	a	c	-	false
m	a	c	a	true
m	a	c	c	false
m	a	c	e	true
m	a	c	f	false
m	a	c	h	false
m	a	c	h	true
m	a	c	i	false
m	a	c	i	true
m	a	c	l	true
m	a	c	m	false
m	a	c	o	true
m	a	c	r	true
m	a	c	t	false
m	a	c	u	true
m	a	c	â	true
m	a	c	ă	true
m	a	c	ș	false
m	a	d	-	false
m	a	d	a	true
m	a	d	e	true
m	a	d	i	true
m	a	d	l	true
m	a	d	m	false
m	a	d	o	true
m	a	d	r	true
m	a	d	u	true
m	a	d	ă	true
m	a	e	s	true
m	a	e	ș	true
m	a	f	i	true
m	a	f	o	true
m	a	f	r	true
m	a	g	-	false
m	a	g	a	true
m	a	g	d	false
m	a	g	e	true
m	a	g	h	true
m	a	g	i	false
m	a	g	i	true
m	a	g	l	true
m	a	g	m	false
m	a	g	n	false
m	a	g	o	true
m	a	g	r	true
m	a	g	u	true
m	a	g	ă	true
m	a	h	a	true
m	a	h	d	false
m	a	h	i	true
m	a	h	m	false
m	a	h	o	true
m	a	h	t	false
m	a	h	z	false
m	a	h	ă	true
m	a	i	-	false
m	a	i	a	false
m	a	i	a	true
m	a	i	c	false
m	a	i	d	false
m	a	i	e	true
m	a	i	i	true
m	a	i	l	false
m	a	i	l	true
m	a	i	m	false
m	a	i	n	false
m	a	i	n	true
m	a	i	o	true
m	a	i	p	false
m	a	i	s	false
m	a	i	t	false
m	a	i	u	true
m	a	i	v	false
m	a	i	z	true
m	a	i	î	false
m	a	i	ș	false
m	a	j	-	false
m	a	j	a	true
m	a	j	e	true
m	a	j	i	false
m	a	j	i	true
m	a	j	o	true
m	a	j	u	true
m	a	j	ă	true
m	a	k	e	true
m	a	l	-	false
m	a	l	a	false
m	a	l	a	true
m	a	l	b	false
m	a	l	c	false
m	a	l	d	false
m	a	l	e	true
m	a	l	f	false
m	a	l	g	false
m	a	l	i	false
m	a	l	i	true
m	a	l	m	false
m	a	l	n	false
m	a	l	o	false
m	a	l	o	true
m	a	l	p	false
m	a	l	t	false
m	a	l	u	true
m	a	l	v	false
m	a	l	â	true
m	a	l	ă	true
m	a	l	ț	false
m	a	m	-	false
m	a	m	a	true
m	a	m	b	false
m	a	m	e	true
m	a	m	i	false
m	a	m	i	true
m	a	m	o	true
m	a	m	u	true
m	a	m	ă	true
m	a	n	-	false
m	a	n	a	true
m	a	n	c	false
m	a	n	d	false
m	a	n	e	true
m	a	n	f	false
m	a	n	g	false
m	a	n	i	false
m	a	n	i	true
m	a	n	j	false
m	a	n	l	false
m	a	n	o	false
m	a	n	o	true
m	a	n	s	false
m	a	n	t	false
m	a	n	u	true
m	a	n	z	false
m	a	n	â	true
m	a	n	ă	true
m	a	n	ș	false
m	a	n	ț	false
m	a	o	i	true
m	a	o	r	true
m	a	p	a	true
m	a	p	e	true
m	a	p	t	false
m	a	p	ă	true
m	a	q	u	true
m	a	r	-	false
m	a	r	a	true
m	a	r	c	false
m	a	r	d	false
m	a	r	e	true
m	a	r	f	false
m	a	r	g	false
m	a	r	h	false
m	a	r	i	false
m	a	r	i	true
m	a	r	j	false
m	a	r	k	false
m	a	r	m	false
m	a	r	n	false
m	a	r	o	true
m	a	r	s	false
m	a	r	t	false
m	a	r	u	true
m	a	r	x	false
m	a	r	â	true
m	a	r	ă	true
m	a	r	ș	false
m	a	r	ț	false
m	a	s	-	false
m	a	s	a	true
m	a	s	b	false
m	a	s	c	false
m	a	s	c	true
m	a	s	e	true
m	a	s	i	true
m	a	s	l	false
m	a	s	o	true
m	a	s	s	false
m	a	s	t	false
m	a	s	u	true
m	a	s	â	true
m	a	s	ă	true
m	a	t	-	false
m	a	t	a	false
m	a	t	a	true
m	a	t	c	false
m	a	t	e	false
m	a	t	e	true
m	a	t	i	false
m	a	t	i	true
m	a	t	l	true
m	a	t	o	false
m	a	t	o	true
m	a	t	r	false
m	a	t	r	true
m	a	t	u	false
m	a	t	u	true
m	a	t	â	true
m	a	t	ă	true
m	a	u	-	false
m	a	u	a	true
m	a	u	l	true
m	a	u	r	true
m	a	u	s	false
m	a	u	s	true
m	a	u	t	false
m	a	v	e	true
m	a	v	o	true
m	a	v	r	true
m	a	x	-	false
m	a	x	e	true
m	a	x	i	true
m	a	x	u	true
m	a	z	-	false
m	a	z	a	true
m	a	z	d	false
m	a	z	e	true
m	a	z	i	false
m	a	z	i	true
m	a	z	l	false
m	a	z	o	true
m	a	z	u	true
m	a	z	ă	true
m	a	ș	-	false
m	a	ș	a	true
m	a	ș	c	false
m	a	ș	e	true
m	a	ș	i	false
m	a	ș	i	true
m	a	ș	t	false
m	a	ș	u	true
m	a	ș	â	true
m	a	ș	ă	true
m	a	ț	-	false
m	a	ț	e	true
m	a	ț	i	false
m	a	ț	i	true
m	a	ț	u	true
m	a	ț	ă	true
m	b	a	-	false
m	b	a	a	false
m	b	a	b	false
m	b	a	c	false
m	b	a	d	false
m	b	a	g	false
m	b	a	i	false
m	b	a	j	false
m	b	a	l	false
m	b	a	l	true
m	b	a	m	false
m	b	a	n	false
m	b	a	o	false
m	b	a	p	false
m	b	a	r	false
m	b	a	r	true
m	b	a	s	false
m	b	a	t	false
m	b	a	u	false
m	b	a	v	false
m	b	a	z	false
m	b	a	ș	false
m	b	a	ț	false
m	b	e	-	false
m	b	e	a	false
m	b	e	c	false
m	b	e	i	false
m	b	e	l	false
m	b	e	n	false
m	b	e	r	false
m	b	e	s	false
m	b	e	t	false
m	b	e	u	false
m	b	e	z	false
m	b	e	ș	false
m	b	e	ț	false
m	b	i	-	false
m	b	i	a	false
m	b	i	b	false
m	b	i	c	false
m	b	i	d	false
m	b	i	e	false
m	b	i	f	false
m	b	i	g	false
m	b	i	i	false
m	b	i	l	false
m	b	i	m	false
m	b	i	n	false
m	b	i	o	false
m	b	i	r	false
m	b	i	s	false
m	b	i	t	false
m	b	i	u	false
m	b	i	v	false
m	b	i	ș	false
m	b	i	ț	false
m	b	l	a	false
m	b	l	e	false
m	b	l	i	false
m	b	l	o	false
m	b	l	u	false
m	b	l	â	false
m	b	l	ă	false
m	b	m	e	false
m	b	m	e	true
m	b	o	-	false
m	b	o	a	false
m	b	o	b	false
m	b	o	c	false
m	b	o	d	false
m	b	o	e	false
m	b	o	f	false
m	b	o	g	false
m	b	o	i	false
m	b	o	l	false
m	b	o	n	false
m	b	o	p	false
m	b	o	r	false
m	b	o	s	false
m	b	o	t	false
m	b	o	u	false
m	b	o	v	false
m	b	o	z	false
m	b	o	ș	false
m	b	r	a	false
m	b	r	e	false
m	b	r	i	false
m	b	r	o	false
m	b	r	u	false
m	b	r	â	false
m	b	r	ă	false
m	b	u	c	false
m	b	u	f	false
m	b	u	i	false
m	b	u	j	false
m	b	u	l	false
m	b	u	m	false
m	b	u	n	false
m	b	u	r	false
m	b	u	s	false
m	b	u	t	false
m	b	u	z	false
m	b	u	ș	false
m	b	u	ț	false
m	b	y	x	false
m	b	â	c	false
m	b	â	n	false
m	b	â	r	false
m	b	ă	-	false
m	b	ă	c	false
m	b	ă	d	false
m	b	ă	i	false
m	b	ă	l	false
m	b	ă	m	false
m	b	ă	n	false
m	b	ă	r	false
m	b	ă	t	false
m	b	ă	ț	false
m	c	a	-	false
m	c	a	n	false
m	c	a	r	false
m	c	e	-	false
m	c	e	a	false
m	c	e	i	false
m	c	e	l	false
m	c	h	e	false
m	c	i	-	false
m	c	i	d	false
m	c	i	i	false
m	c	i	l	false
m	c	i	s	false
m	c	i	z	false
m	c	i	ș	false
m	c	ă	-	false
m	d	a	-	false
m	d	a	t	false
m	d	e	-	false
m	d	e	f	false
m	d	u	c	false
m	d	u	m	false
m	e	a	-	false
m	e	a	b	false
m	e	a	b	true
m	e	a	d	false
m	e	a	g	false
m	e	a	i	false
m	e	a	l	false
m	e	a	m	false
m	e	a	m	true
m	e	a	n	false
m	e	a	n	true
m	e	a	r	false
m	e	a	s	false
m	e	a	t	false
m	e	a	t	true
m	e	a	u	false
m	e	a	z	false
m	e	a	ț	false
m	e	c	-	false
m	e	c	a	true
m	e	c	e	true
m	e	c	h	true
m	e	c	i	false
m	e	c	i	true
m	e	c	o	true
m	e	c	t	false
m	e	c	u	true
m	e	c	â	true
m	e	c	ă	true
m	e	d	-	false
m	e	d	a	true
m	e	d	e	true
m	e	d	i	true
m	e	d	o	true
m	e	d	r	true
m	e	d	u	true
m	e	d	ă	true
m	e	e	-	true
m	e	e	a	true
m	e	e	i	true
m	e	e	l	true
m	e	e	n	true
m	e	f	a	true
m	e	f	i	true
m	e	f	o	true
m	e	g	-	false
m	e	g	a	true
m	e	g	e	true
m	e	g	h	true
m	e	g	i	false
m	e	g	i	true
m	e	g	l	true
m	e	g	o	false
m	e	g	o	true
m	e	g	u	true
m	e	g	â	true
m	e	g	ă	true
m	e	h	a	true
m	e	h	e	true
m	e	h	m	false
m	e	h	t	false
m	e	h	ă	true
m	e	i	-	false
m	e	i	-	true
m	e	i	a	true
m	e	i	c	false
m	e	i	c	true
m	e	i	d	false
m	e	i	e	true
m	e	i	i	true
m	e	i	l	true
m	e	i	m	false
m	e	i	n	false
m	e	i	n	true
m	e	i	o	true
m	e	i	p	false
m	e	i	s	false
m	e	i	t	false
m	e	i	u	true
m	e	i	ș	true
m	e	j	d	false
m	e	l	-	false
m	e	l	a	true
m	e	l	c	false
m	e	l	e	true
m	e	l	i	false
m	e	l	i	true
m	e	l	m	false
m	e	l	n	false
m	e	l	o	true
m	e	l	u	true
m	e	l	â	true
m	e	l	ă	true
m	e	l	ș	false
m	e	m	-	false
m	e	m	a	true
m	e	m	b	false
m	e	m	e	true
m	e	m	o	true
m	e	m	u	true
m	e	m	ă	true
m	e	n	-	false
m	e	n	a	true
m	e	n	c	false
m	e	n	d	false
m	e	n	e	true
m	e	n	g	false
m	e	n	h	false
m	e	n	i	false
m	e	n	i	true
m	e	n	m	false
m	e	n	o	true
m	e	n	s	false
m	e	n	t	false
m	e	n	u	true
m	e	n	v	false
m	e	n	z	false
m	e	n	â	true
m	e	n	ă	true
m	e	n	ș	false
m	e	n	ț	false
m	e	o	a	true
m	e	o	i	true
m	e	o	m	true
m	e	o	p	true
m	e	o	s	true
m	e	o	t	true
m	e	o	z	true
m	e	o	ț	true
m	e	p	a	true
m	e	p	l	true
m	e	p	r	true
m	e	r	-	false
m	e	r	a	true
m	e	r	c	false
m	e	r	d	false
m	e	r	e	true
m	e	r	g	false
m	e	r	i	false
m	e	r	i	true
m	e	r	k	false
m	e	r	l	false
m	e	r	n	false
m	e	r	o	true
m	e	r	s	false
m	e	r	t	false
m	e	r	u	true
m	e	r	z	false
m	e	r	â	true
m	e	r	ă	true
m	e	r	ș	false
m	e	r	ț	false
m	e	s	-	false
m	e	s	a	true
m	e	s	c	false
m	e	s	e	true
m	e	s	i	true
m	e	s	m	false
m	e	s	n	false
m	e	s	o	true
m	e	s	t	false
m	e	s	u	true
m	e	s	ă	true
m	e	t	-	false
m	e	t	a	false
m	e	t	a	true
m	e	t	e	false
m	e	t	e	true
m	e	t	i	true
m	e	t	o	false
m	e	t	o	true
m	e	t	r	true
m	e	t	u	true
m	e	t	â	true
m	e	t	ă	true
m	e	u	-	false
m	e	u	l	true
m	e	u	r	true
m	e	x	i	true
m	e	z	-	false
m	e	z	a	false
m	e	z	a	true
m	e	z	d	false
m	e	z	e	false
m	e	z	e	true
m	e	z	i	false
m	e	z	i	true
m	e	z	o	true
m	e	z	u	true
m	e	z	z	false
m	e	z	ă	true
m	e	ș	-	false
m	e	ș	a	true
m	e	ș	b	false
m	e	ș	e	true
m	e	ș	i	false
m	e	ș	i	true
m	e	ș	o	true
m	e	ș	t	false
m	e	ș	u	true
m	e	ș	â	true
m	e	ș	ă	true
m	e	ț	-	false
m	e	ț	e	true
m	e	ț	i	false
m	e	ț	i	true
m	e	ț	u	true
m	e	ț	â	true
m	f	a	-	false
m	f	a	d	false
m	f	a	d	true
m	f	a	i	false
m	f	a	l	false
m	f	a	m	false
m	f	a	n	false
m	f	a	n	true
m	f	a	r	false
m	f	a	s	false
m	f	a	t	false
m	f	a	u	false
m	f	a	z	false
m	f	a	ș	false
m	f	a	ț	false
m	f	e	-	false
m	f	e	a	false
m	f	e	i	false
m	f	e	l	false
m	f	e	n	false
m	f	e	r	false
m	f	e	t	false
m	f	i	-	false
m	f	i	a	false
m	f	i	b	false
m	f	i	c	false
m	f	i	d	false
m	f	i	g	false
m	f	i	i	false
m	f	i	l	false
m	f	i	m	false
m	f	i	n	false
m	f	i	o	false
m	f	i	p	false
m	f	i	r	false
m	f	i	t	false
m	f	i	z	false
m	f	l	a	false
m	f	l	e	false
m	f	l	i	false
m	f	l	u	false
m	f	l	â	false
m	f	l	ă	false
m	f	o	b	false
m	f	o	c	false
m	f	o	g	false
m	f	o	i	false
m	f	o	m	false
m	f	o	n	false
m	f	o	p	false
m	f	o	r	false
m	f	o	t	false
m	f	o	z	false
m	f	r	a	false
m	f	r	e	false
m	f	u	l	false
m	f	u	r	false
m	f	â	n	false
m	f	ă	-	false
m	f	ă	m	false
m	f	ă	r	false
m	f	ă	t	false
m	g	a	r	false
m	g	i	i	false
m	g	i	u	false
m	g	l	o	false
m	h	a	m	false
m	h	a	r	false
m	h	i	d	false
m	i	a	-	false
m	i	a	-	true
m	i	a	b	false
m	i	a	b	true
m	i	a	c	false
m	i	a	c	true
m	i	a	d	true
m	i	a	g	true
m	i	a	i	true
m	i	a	l	false
m	i	a	l	true
m	i	a	m	true
m	i	a	n	false
m	i	a	n	true
m	i	a	r	false
m	i	a	r	true
m	i	a	s	false
m	i	a	s	true
m	i	a	t	true
m	i	a	u	false
m	i	a	u	true
m	i	a	x	true
m	i	a	z	false
m	i	a	z	true
m	i	a	ș	false
m	i	a	ș	true
m	i	a	ț	true
m	i	b	a	true
m	i	b	e	true
m	i	b	i	true
m	i	b	u	true
m	i	b	ă	true
m	i	c	-	false
m	i	c	a	true
m	i	c	b	false
m	i	c	e	true
m	i	c	h	true
m	i	c	i	false
m	i	c	i	true
m	i	c	l	true
m	i	c	n	false
m	i	c	o	true
m	i	c	r	false
m	i	c	r	true
m	i	c	s	false
m	i	c	t	false
m	i	c	u	true
m	i	c	â	true
m	i	c	ă	true
m	i	c	ș	false
m	i	c	ț	false
m	i	d	-	false
m	i	d	a	true
m	i	d	e	true
m	i	d	i	true
m	i	d	o	true
m	i	d	r	true
m	i	d	u	true
m	i	d	â	true
m	i	d	ă	true
m	i	e	-	false
m	i	e	-	true
m	i	e	d	false
m	i	e	i	false
m	i	e	i	true
m	i	e	l	false
