b43	b32	b21	b10	syl
l	m	i	s	true
l	m	i	t	false
l	m	i	u	false
l	m	i	u	true
l	m	i	z	false
l	m	i	ș	false
l	m	i	ș	true
l	m	i	ț	false
l	m	o	a	true
l	m	o	d	false
l	m	o	g	false
l	m	o	l	false
l	m	o	m	false
l	m	o	n	false
l	m	o	p	false
l	m	o	r	false
l	m	o	r	true
l	m	o	s	false
l	m	o	s	true
l	m	o	t	false
l	m	o	ș	false
l	m	p	a	false
l	m	p	a	true
l	m	u	c	false
l	m	u	d	false
l	m	u	i	false
l	m	u	i	true
l	m	u	l	false
l	m	u	r	false
l	m	u	ț	false
l	m	â	n	false
l	m	ă	c	false
l	m	ă	j	false
l	m	ă	r	false
l	m	ă	ș	false
l	n	a	v	false
l	n	e	a	false
l	n	e	a	true
l	n	e	b	false
l	n	e	g	false
l	n	e	l	false
l	n	e	o	true
l	n	e	r	false
l	n	e	s	false
l	n	e	ș	false
l	n	e	ș	true
l	n	i	c	false
l	n	i	e	false
l	n	i	i	true
l	n	i	n	false
l	n	i	o	false
l	n	i	r	false
l	n	i	s	false
l	n	i	t	false
l	n	i	ș	false
l	n	i	ț	false
l	n	o	g	false
l	n	u	l	false
l	n	u	t	false
l	n	ă	v	false
l	o	a	b	false
l	o	a	c	false
l	o	a	d	false
l	o	a	g	false
l	o	a	i	false
l	o	a	i	true
l	o	a	l	true
l	o	a	m	false
l	o	a	m	true
l	o	a	n	false
l	o	a	n	true
l	o	a	p	false
l	o	a	r	false
l	o	a	s	false
l	o	a	s	true
l	o	a	t	false
l	o	a	v	false
l	o	a	z	false
l	o	a	ș	false
l	o	b	a	false
l	o	b	a	true
l	o	b	b	false
l	o	b	d	false
l	o	b	e	false
l	o	b	e	true
l	o	b	i	false
l	o	b	i	true
l	o	b	l	false
l	o	b	o	false
l	o	b	o	true
l	o	b	r	false
l	o	b	u	false
l	o	b	u	true
l	o	b	y	false
l	o	b	â	false
l	o	b	ă	false
l	o	b	ă	true
l	o	c	a	false
l	o	c	a	true
l	o	c	d	false
l	o	c	e	false
l	o	c	e	true
l	o	c	h	false
l	o	c	i	false
l	o	c	i	true
l	o	c	k	false
l	o	c	m	false
l	o	c	n	false
l	o	c	o	false
l	o	c	o	true
l	o	c	r	false
l	o	c	s	false
l	o	c	t	false
l	o	c	u	false
l	o	c	u	true
l	o	c	v	false
l	o	c	â	false
l	o	c	ă	false
l	o	c	ă	true
l	o	c	ș	false
l	o	c	ț	false
l	o	d	a	false
l	o	d	a	true
l	o	d	b	false
l	o	d	e	false
l	o	d	e	true
l	o	d	i	false
l	o	d	i	true
l	o	d	o	false
l	o	d	o	true
l	o	d	r	false
l	o	d	u	false
l	o	d	u	true
l	o	d	â	false
l	o	d	ă	false
l	o	d	ă	true
l	o	e	d	false
l	o	e	l	false
l	o	e	n	false
l	o	e	n	true
l	o	e	r	true
l	o	f	a	false
l	o	f	a	true
l	o	f	e	false
l	o	f	i	false
l	o	f	i	true
l	o	f	o	false
l	o	f	o	true
l	o	f	r	false
l	o	f	t	false
l	o	g	a	false
l	o	g	a	true
l	o	g	e	false
l	o	g	e	true
l	o	g	g	false
l	o	g	h	false
l	o	g	i	false
l	o	g	i	true
l	o	g	l	false
l	o	g	o	false
l	o	g	o	true
l	o	g	r	false
l	o	g	u	false
l	o	g	u	true
l	o	g	â	false
l	o	g	ă	false
l	o	g	ă	true
l	o	h	e	false
l	o	h	e	true
l	o	h	i	false
l	o	h	i	true
l	o	h	o	true
l	o	h	t	false
l	o	h	u	false
l	o	h	u	true
l	o	i	a	false
l	o	i	a	true
l	o	i	c	false
l	o	i	d	false
l	o	i	e	false
l	o	i	e	true
l	o	i	l	false
l	o	i	n	false
l	o	i	n	true
l	o	i	o	false
l	o	i	r	false
l	o	i	s	false
l	o	i	s	true
l	o	i	t	false
l	o	i	u	false
l	o	i	u	true
l	o	i	z	false
l	o	i	ș	false
l	o	i	ș	true
l	o	i	ț	false
l	o	j	e	false
l	o	j	e	true
l	o	j	i	false
l	o	j	i	true
l	o	j	n	false
l	o	j	o	false
l	o	l	a	true
l	o	l	i	false
l	o	l	i	true
l	o	l	o	false
l	o	l	o	true
l	o	l	u	false
l	o	l	u	true
l	o	l	â	false
l	o	l	â	true
l	o	m	a	false
l	o	m	a	true
l	o	m	b	false
l	o	m	b	true
l	o	m	e	false
l	o	m	e	true
l	o	m	f	false
l	o	m	i	false
l	o	m	i	true
l	o	m	n	false
l	o	m	o	false
l	o	m	o	true
l	o	m	u	false
l	o	m	u	true
l	o	m	â	false
l	o	m	ă	false
l	o	n	a	false
l	o	n	a	true
l	o	n	c	false
l	o	n	d	false
l	o	n	e	false
l	o	n	e	true
l	o	n	g	false
l	o	n	i	false
l	o	n	i	true
l	o	n	j	false
l	o	n	l	false
l	o	n	o	false
l	o	n	o	true
l	o	n	s	false
l	o	n	t	false
l	o	n	u	false
l	o	n	u	true
l	o	n	z	false
l	o	n	â	false
l	o	n	ă	false
l	o	n	ă	true
l	o	n	ț	false
l	o	o	h	false
l	o	o	h	true
l	o	p	a	false
l	o	p	a	true
l	o	p	e	false
l	o	p	e	true
l	o	p	i	false
l	o	p	i	true
l	o	p	l	false
l	o	p	o	false
l	o	p	o	true
l	o	p	r	false
l	o	p	s	false
l	o	p	t	false
l	o	p	u	false
l	o	p	u	true
l	o	p	â	false
l	o	p	ă	false
l	o	p	ă	true
l	o	r	a	false
l	o	r	a	true
l	o	r	b	false
l	o	r	c	false
l	o	r	d	false
l	o	r	e	false
l	o	r	e	true
l	o	r	f	false
l	o	r	g	false
l	o	r	h	false
l	o	r	i	false
l	o	r	i	true
l	o	r	k	false
l	o	r	l	false
l	o	r	m	false
l	o	r	n	false
l	o	r	o	false
l	o	r	o	true
l	o	r	p	false
l	o	r	r	false
l	o	r	s	false
l	o	r	t	false
l	o	r	u	false
l	o	r	u	true
l	o	r	v	false
l	o	r	z	false
l	o	r	â	false
l	o	r	ă	false
l	o	r	ă	true
l	o	r	ș	false
l	o	r	ț	false
l	o	s	a	false
l	o	s	a	true
l	o	s	c	false
l	o	s	e	false
l	o	s	e	true
l	o	s	f	false
l	o	s	i	false
l	o	s	i	true
l	o	s	o	false
l	o	s	o	true
l	o	s	p	false
l	o	s	t	false
l	o	s	u	false
l	o	s	u	true
l	o	s	â	false
l	o	s	ă	false
l	o	s	ă	true
l	o	t	a	false
l	o	t	a	true
l	o	t	c	false
l	o	t	e	false
l	o	t	e	true
l	o	t	i	false
l	o	t	i	true
l	o	t	o	false
l	o	t	o	true
l	o	t	r	false
l	o	t	u	false
l	o	t	u	true
l	o	t	â	false
l	o	t	ă	false
l	o	t	ă	true
l	o	u	a	false
l	o	u	a	true
l	o	u	l	false
l	o	u	r	false
l	o	u	â	false
l	o	v	a	false
l	o	v	a	true
l	o	v	e	false
l	o	v	e	true
l	o	v	i	false
l	o	v	i	true
l	o	v	n	false
l	o	v	o	false
l	o	v	u	false
l	o	v	u	true
l	o	v	ă	true
l	o	w	a	false
l	o	w	a	true
l	o	w	u	false
l	o	w	u	true
l	o	x	a	false
l	o	x	a	true
l	o	x	e	false
l	o	x	e	true
l	o	x	i	false
l	o	x	i	true
l	o	x	o	true
l	o	x	u	false
l	o	x	u	true
l	o	x	â	false
l	o	x	ă	false
l	o	x	ă	true
l	o	y	u	false
l	o	y	u	true
l	o	z	a	false
l	o	z	a	true
l	o	z	e	false
l	o	z	e	true
l	o	z	i	false
l	o	z	i	true
l	o	z	o	false
l	o	z	o	true
l	o	z	u	false
l	o	z	u	true
l	o	z	â	false
l	o	z	ă	false
l	o	z	ă	true
l	o	ș	a	false
l	o	ș	a	true
l	o	ș	c	false
l	o	ș	e	false
l	o	ș	e	true
l	o	ș	i	false
l	o	ș	i	true
l	o	ș	n	false
l	o	ș	t	false
l	o	ș	u	false
l	o	ș	u	true
l	o	ș	â	false
l	o	ș	ă	false
l	o	ș	ă	true
l	o	ț	a	false
l	o	ț	a	true
l	o	ț	i	false
l	o	ț	i	true
l	o	ț	u	false
l	o	ț	u	true
l	p	a	b	false
l	p	a	c	false
l	p	a	g	false
l	p	a	n	false
l	p	a	r	false
l	p	a	s	false
l	p	a	t	false
l	p	a	v	false
l	p	a	ș	false
l	p	a	ț	false
l	p	e	a	false
l	p	e	a	true
l	p	e	b	false
l	p	e	d	false
l	p	e	l	false
l	p	e	n	false
l	p	e	n	true
l	p	e	s	false
l	p	e	s	true
l	p	e	t	false
l	p	e	z	false
l	p	e	ș	false
l	p	e	ș	true
l	p	i	c	false
l	p	i	d	false
l	p	i	e	false
l	p	i	f	false
l	p	i	g	false
l	p	i	i	true
l	p	i	l	false
l	p	i	n	false
l	p	i	n	true
l	p	i	o	false
l	p	i	o	true
l	p	i	s	false
l	p	i	t	false
l	p	i	z	false
l	p	i	ș	false
l	p	i	ț	false
l	p	l	a	false
l	p	o	a	false
l	p	o	a	true
l	p	o	c	false
l	p	o	d	false
l	p	o	i	false
l	p	o	i	true
l	p	o	p	false
l	p	o	r	false
l	p	o	r	true
l	p	o	s	false
l	p	o	s	true
l	p	o	z	false
l	p	o	ș	false
l	p	r	o	true
l	p	t	a	false
l	p	t	a	true
l	p	t	e	false
l	p	t	e	true
l	p	t	o	false
l	p	t	o	true
l	p	t	u	false
l	p	t	u	true
l	p	t	â	false
l	p	t	ă	false
l	p	t	ă	true
l	p	u	i	false
l	p	u	i	true
l	p	u	l	false
l	p	u	r	false
l	p	u	t	false
l	p	u	z	false
l	p	u	ș	false
l	p	u	ț	false
l	p	â	i	false
l	p	â	i	true
l	p	â	n	false
l	p	ă	d	false
l	p	ă	i	false
l	p	ă	i	true
l	p	ă	l	false
l	p	ă	m	false
l	p	ă	r	false
l	p	ă	s	false
l	p	ă	u	true
l	p	ă	ș	false
l	r	a	c	false
l	r	a	d	false
l	r	e	s	true
l	r	o	c	false
l	r	o	d	false
l	r	o	ș	false
l	r	u	s	false
l	r	â	z	false
l	s	a	c	false
l	s	a	l	false
l	s	a	m	false
l	s	a	n	false
l	s	a	n	true
l	s	a	r	false
l	s	a	s	false
l	s	a	t	false
l	s	a	ș	false
l	s	a	ț	false
l	s	e	a	true
l	s	e	c	false
l	s	e	r	false
l	s	e	s	false
l	s	e	t	false
l	s	e	z	false
l	s	e	ș	false
l	s	i	e	false
l	s	i	f	false
l	s	i	i	true
l	s	i	m	false
l	s	i	n	false
l	s	i	o	false
l	s	i	o	true
l	s	i	t	false
l	s	i	u	false
l	s	i	u	true
l	s	i	v	false
l	s	o	a	true
l	s	o	c	false
l	s	o	g	false
l	s	o	i	false
l	s	o	i	true
l	s	o	m	false
l	s	o	n	false
l	s	o	n	true
l	s	o	r	false
l	s	o	t	false
l	s	p	ă	true
l	s	t	e	false
l	s	t	e	true
l	s	t	i	true
l	s	t	o	true
l	s	t	r	false
l	s	u	l	false
l	s	u	r	false
l	s	â	n	false
l	s	ă	l	true
l	s	ă	m	false
l	s	ă	r	false
l	t	a	b	false
l	t	a	c	false
l	t	a	g	false
l	t	a	i	false
l	t	a	i	true
l	t	a	j	false
l	t	a	m	false
l	t	a	m	true
l	t	a	n	false
l	t	a	n	true
l	t	a	p	false
l	t	a	r	false
l	t	a	s	false
l	t	a	t	false
l	t	a	z	false
l	t	a	ș	false
l	t	a	ț	false
l	t	c	a	true
l	t	c	e	true
l	t	c	i	true
l	t	c	u	false
l	t	c	â	false
l	t	e	a	false
l	t	e	a	true
l	t	e	c	false
l	t	e	i	false
l	t	e	i	true
l	t	e	l	false
l	t	e	n	false
l	t	e	n	true
l	t	e	o	false
l	t	e	r	false
l	t	e	r	true
l	t	e	s	false
l	t	e	s	true
l	t	e	u	false
l	t	e	u	true
l	t	e	z	false
l	t	e	ș	false
l	t	e	ș	true
l	t	e	ț	false
l	t	f	e	false
l	t	h	e	false
l	t	h	e	true
l	t	h	o	false
l	t	h	u	true
l	t	i	a	true
l	t	i	c	false
l	t	i	d	false
l	t	i	e	false
l	t	i	e	true
l	t	i	f	false
l	t	i	g	false
l	t	i	j	false
l	t	i	l	false
l	t	i	m	false
l	t	i	m	true
l	t	i	n	false
l	t	i	o	false
l	t	i	o	true
l	t	i	p	false
l	t	i	r	false
l	t	i	s	false
l	t	i	s	true
l	t	i	t	false
l	t	i	u	false
l	t	i	u	true
l	t	i	v	false
l	t	i	z	false
l	t	i	ș	false
l	t	i	ș	true
l	t	i	ț	false
l	t	m	e	true
l	t	m	i	false
l	t	o	a	true
l	t	o	c	false
l	t	o	g	false
l	t	o	i	false
l	t	o	i	true
l	t	o	l	false
l	t	o	m	false
l	t	o	n	false
l	t	o	r	false
l	t	o	s	false
l	t	o	s	true
l	t	o	u	false
l	t	o	u	true
l	t	o	z	false
l	t	o	ș	false
l	t	p	u	true
l	t	r	a	false
l	t	r	a	true
l	t	r	e	false
l	t	r	e	true
l	t	r	o	false
l	t	r	o	true
l	t	r	u	false
l	t	r	u	true
l	t	r	â	false
l	t	r	ă	false
l	t	r	ă	true
l	t	u	a	false
l	t	u	a	true
l	t	u	c	false
l	t	u	i	false
l	t	u	i	true
l	t	u	l	false
l	t	u	n	true
l	t	u	o	false
l	t	u	r	false
l	t	u	r	true
l	t	u	s	false
l	t	u	z	false
l	t	u	ț	false
l	t	â	c	false
l	t	â	n	false
l	t	î	n	true
l	t	ă	d	false
l	t	ă	g	false
l	t	ă	i	false
l	t	ă	l	false
l	t	ă	n	false
l	t	ă	r	false
l	t	ă	s	false
l	t	ă	t	false
l	t	ă	u	false
l	t	ă	u	true
l	t	ă	ț	false
l	u	a	b	false
l	u	a	j	false
l	u	a	n	false
l	u	a	n	true
l	u	a	r	false
l	u	a	s	false
l	u	a	t	false
l	u	a	ș	false
l	u	a	ț	false
l	u	b	a	false
l	u	b	a	true
l	u	b	b	false
l	u	b	e	false
l	u	b	e	true
l	u	b	i	false
l	u	b	i	true
l	u	b	m	false
l	u	b	r	false
l	u	b	u	false
l	u	b	u	true
l	u	b	ă	true
l	u	c	a	false
l	u	c	a	true
l	u	c	b	false
l	u	c	c	false
l	u	c	e	false
l	u	c	e	true
l	u	c	i	false
l	u	c	i	true
l	u	c	o	false
l	u	c	o	true
l	u	c	r	false
l	u	c	t	false
l	u	c	u	false
l	u	c	u	true
l	u	c	ă	true
l	u	c	ș	false
l	u	d	a	false
l	u	d	a	true
l	u	d	d	false
l	u	d	e	false
l	u	d	e	true
l	u	d	i	false
l	u	d	i	true
l	u	d	l	false
l	u	d	o	false
l	u	d	o	true
l	u	d	r	false
l	u	d	w	false
l	u	d	â	false
l	u	d	ă	false
l	u	d	ă	true
l	u	e	a	true
l	u	e	n	false
l	u	e	n	true
l	u	e	s	false
l	u	e	t	false
l	u	e	z	false
l	u	f	a	false
l	u	f	a	true
l	u	f	e	false
l	u	f	e	true
l	u	f	i	false
l	u	f	i	true
l	u	f	t	false
l	u	f	u	false
l	u	f	u	true
l	u	f	â	false
l	u	f	ă	false
l	u	g	a	false
l	u	g	a	true
l	u	g	e	false
l	u	g	e	true
l	u	g	h	false
l	u	g	i	false
l	u	g	i	true
l	u	g	o	false
l	u	g	o	true
l	u	g	u	false
l	u	g	u	true
l	u	g	ă	false
l	u	g	ă	true
l	u	i	a	false
l	u	i	a	true
l	u	i	b	false
l	u	i	c	false
l	u	i	d	false
l	u	i	e	false
l	u	i	e	true
l	u	i	f	false
l	u	i	g	false
l	u	i	l	false
l	u	i	m	false
l	u	i	n	false
l	u	i	n	true
l	u	i	o	true
l	u	i	p	false
l	u	i	r	false
l	u	i	s	false
l	u	i	t	false
l	u	i	u	false
l	u	i	u	true
l	u	i	v	false
l	u	i	z	false
l	u	i	ș	false
l	u	i	ț	false
l	u	j	a	false
l	u	j	a	true
l	u	j	b	false
l	u	j	e	false
l	u	j	e	true
l	u	j	i	false
l	u	j	i	true
l	u	j	n	false
l	u	l	a	false
l	u	l	a	true
l	u	l	b	false
l	u	l	c	false
l	u	l	d	false
l	u	l	e	false
l	u	l	e	true
l	u	l	f	false
l	u	l	i	true
l	u	l	l	false
l	u	l	m	false
l	u	l	o	true
l	u	l	p	false
l	u	l	r	false
l	u	l	u	false
l	u	l	u	true
l	u	m	a	false
l	u	m	a	true
l	u	m	b	false
l	u	m	c	false
l	u	m	e	false
l	u	m	e	true
l	u	m	i	false
l	u	m	i	true
l	u	m	n	false
l	u	m	o	false
l	u	m	o	true
l	u	m	p	false
l	u	m	u	false
l	u	m	u	true
l	u	m	â	false
l	u	m	â	true
l	u	m	ă	false
l	u	n	a	false
l	u	n	a	true
l	u	n	c	false
l	u	n	e	false
l	u	n	e	true
l	u	n	g	false
l	u	n	g	true
l	u	n	i	false
l	u	n	i	true
l	u	n	o	false
l	u	n	t	false
l	u	n	u	false
l	u	n	u	true
l	u	o	f	false
l	u	o	m	false
l	u	o	r	false
l	u	o	r	true
l	u	p	a	false
l	u	p	a	true
l	u	p	d	false
l	u	p	e	false
l	u	p	e	true
l	u	p	i	false
l	u	p	i	true
l	u	p	o	false
l	u	p	o	true
l	u	p	t	false
l	u	p	u	false
l	u	p	u	true
l	u	p	â	false
l	u	p	ă	false
l	u	p	ă	true
l	u	p	ț	false
l	u	r	a	false
l	u	r	a	true
l	u	r	e	false
l	u	r	e	true
l	u	r	g	false
l	u	r	i	false
l	u	r	i	true
l	u	r	o	false
l	u	r	o	true
l	u	r	u	false
l	u	r	u	true
l	u	r	â	false
l	u	r	ă	false
l	u	r	ă	true
l	u	s	a	false
l	u	s	a	true
l	u	s	c	false
l	u	s	e	false
l	u	s	e	true
l	u	s	i	false
l	u	s	i	true
l	u	s	o	true
l	u	s	p	false
l	u	s	r	false
l	u	s	t	false
l	u	s	u	false
l	u	s	u	true
l	u	s	v	false
l	u	s	â	false
l	u	s	ă	false
l	u	s	ă	true
l	u	t	a	false
l	u	t	a	true
l	u	t	e	false
l	u	t	e	true
l	u	t	h	false
l	u	t	i	false
l	u	t	i	true
l	u	t	o	false
l	u	t	o	true
l	u	t	r	false
l	u	t	u	false
l	u	t	u	true
l	u	t	â	false
l	u	t	ă	false
l	u	t	ă	true
l	u	u	l	false
l	u	u	r	false
l	u	v	i	false
l	u	v	i	true
l	u	x	a	false
l	u	x	a	true
l	u	x	e	false
l	u	x	e	true
l	u	x	f	false
l	u	x	i	true
l	u	x	m	false
l	u	x	o	false
l	u	x	o	true
l	u	x	u	false
l	u	x	u	true
l	u	x	â	false
l	u	x	ă	false
l	u	x	ă	true
l	u	z	a	false
l	u	z	a	true
l	u	z	e	false
l	u	z	e	true
l	u	z	i	false
l	u	z	i	true
l	u	z	o	false
l	u	z	o	true
l	u	z	u	false
l	u	z	u	true
l	u	z	â	false
l	u	z	ă	false
l	u	z	ă	true
l	u	â	n	false
l	u	ă	r	false
l	u	ș	a	false
l	u	ș	a	true
l	u	ș	c	false
l	u	ș	e	false
l	u	ș	e	true
l	u	ș	i	false
l	u	ș	i	true
l	u	ș	n	false
l	u	ș	o	false
l	u	ș	o	true
l	u	ș	t	false
l	u	ș	u	false
l	u	ș	u	true
l	u	ș	â	false
l	u	ș	î	false
l	u	ș	ă	false
l	u	ș	ă	true
l	u	ț	d	false
l	u	ț	e	false
l	u	ț	e	true
l	u	ț	i	false
l	u	ț	i	true
l	u	ț	u	false
l	u	ț	u	true
l	v	a	b	false
l	v	a	c	false
l	v	a	d	false
l	v	a	g	false
l	v	a	i	false
l	v	a	i	true
l	v	a	l	false
l	v	a	m	false
l	v	a	n	false
l	v	a	n	true
l	v	a	r	false
l	v	a	r	true
l	v	a	s	false
l	v	a	t	false
l	v	a	u	false
l	v	a	ș	false
l	v	a	ț	false
l	v	c	o	false
l	v	e	a	false
l	v	e	a	true
l	v	e	d	false
l	v	e	g	false
l	v	e	l	false
l	v	e	n	false
l	v	e	n	true
l	v	e	o	true
l	v	e	r	false
l	v	e	r	true
l	v	e	s	false
l	v	e	s	true
l	v	e	t	false
l	v	e	z	false
l	v	e	ș	false
l	v	e	ș	true
l	v	e	ț	false
l	v	g	a	false
l	v	i	a	false
l	v	i	a	true
l	v	i	c	false
l	v	i	e	false
l	v	i	e	true
l	v	i	f	false
l	v	i	g	false
l	v	i	i	true
l	v	i	l	false
l	v	i	m	false
l	v	i	n	false
l	v	i	o	true
l	v	i	p	false
l	v	i	r	false
l	v	i	s	false
l	v	i	t	false
l	v	i	ș	false
l	v	i	ț	false
l	v	o	a	true
l	v	o	b	false
l	v	o	i	false
l	v	o	l	false
l	v	o	m	false
l	v	o	r	false
l	v	o	s	false
l	v	o	s	true
l	v	o	t	false
l	v	o	x	false
l	v	r	ă	true
l	v	u	l	false
l	v	u	r	false
l	v	â	i	false
l	v	â	i	true
l	v	â	n	false
l	v	â	r	true
l	v	ă	n	false
l	v	ă	r	false
l	v	ă	t	false
l	y	u	l	false
l	z	a	c	false
l	z	a	n	true
l	z	a	r	false
l	z	a	s	false
l	z	a	t	false
l	z	a	ș	false
l	z	a	ț	false
l	z	e	a	false
l	z	e	a	true
l	z	e	l	false
l	z	e	s	false
l	z	e	v	false
l	z	e	z	false
l	z	e	ș	false
l	z	e	ș	true
l	z	i	f	false
l	z	i	l	false
l	z	i	n	false
l	z	i	r	false
l	z	i	s	false
l	z	i	t	false
l	z	i	ș	false
l	z	i	ț	false
l	z	o	a	true
l	z	o	ș	false
l	z	u	l	false
l	z	â	n	false
l	z	ă	r	false
l	â	c	i	false
l	â	c	i	true
l	â	c	u	false
l	â	c	u	true
l	â	i	a	false
l	â	i	e	false
l	â	i	l	false
l	â	i	n	false
l	â	i	r	false
l	â	i	s	false
l	â	i	t	false
l	â	i	ș	false
l	â	i	ț	false
l	â	m	b	false
l	â	m	u	false
l	â	m	u	true
l	â	n	a	false
l	â	n	a	true
l	â	n	c	false
l	â	n	d	false
l	â	n	e	false
l	â	n	e	true
l	â	n	g	false
l	â	n	i	false
l	â	n	i	true
l	â	n	o	false
l	â	n	s	false
l	â	n	t	false
l	â	n	z	false
l	â	n	â	false
l	â	n	ă	false
l	â	n	ă	true
l	â	n	ș	false
l	â	n	ț	false
l	â	u	l	false
l	ă	a	l	true
l	ă	b	e	false
l	ă	b	i	false
l	ă	b	i	true
l	ă	b	o	false
l	ă	b	u	false
l	ă	b	u	true
l	ă	b	ă	false
l	ă	b	ă	true
l	ă	c	a	false
l	ă	c	a	true
l	ă	c	e	false
l	ă	c	e	true
l	ă	c	i	false
l	ă	c	i	true
l	ă	c	o	true
l	ă	c	r	false
l	ă	c	u	false
l	ă	c	u	true
l	ă	c	â	false
l	ă	c	ă	false
l	ă	c	ă	true
l	ă	d	e	false
l	ă	d	e	true
l	ă	d	i	false
l	ă	d	i	true
l	ă	d	o	false
l	ă	d	u	true
l	ă	d	ă	true
l	ă	f	ă	false
l	ă	f	ă	true
l	ă	g	e	false
l	ă	g	e	true
l	ă	g	i	false
l	ă	g	i	true
l	ă	g	o	false
l	ă	g	r	false
l	ă	g	u	true
l	ă	i	a	false
l	ă	i	a	true
l	ă	i	b	false
l	ă	i	c	false
l	ă	i	e	false
l	ă	i	e	true
l	ă	i	l	false
l	ă	i	n	false
l	ă	i	o	false
l	ă	i	r	false
l	ă	i	s	false
l	ă	i	t	false
l	ă	i	ș	false
l	ă	i	ș	true
l	ă	i	ț	false
l	ă	j	e	false
l	ă	j	e	true
l	ă	j	g	false
l	ă	j	i	false
l	ă	j	i	true
l	ă	l	a	false
l	ă	l	a	true
l	ă	l	i	true
l	ă	l	u	true
l	ă	l	â	false
l	ă	l	â	true
l	ă	l	ă	false
l	ă	l	ă	true
l	ă	m	a	false
l	ă	m	a	true
l	ă	m	b	false
l	ă	m	e	false
l	ă	m	e	true
l	ă	m	i	false
l	ă	m	i	true
l	ă	m	o	false
l	ă	m	o	true
l	ă	m	p	false
l	ă	m	u	false
l	ă	m	u	true
l	ă	m	â	false
l	ă	m	â	true
l	ă	m	ă	true
l	ă	n	a	false
l	ă	n	a	true
l	ă	n	c	false
l	ă	n	e	false
l	ă	n	e	true
l	ă	n	g	false
l	ă	n	i	false
l	ă	n	i	true
l	ă	n	o	false
l	ă	n	t	false
l	ă	n	u	false
l	ă	n	u	true
l	ă	n	ă	true
l	ă	n	ț	false
l	ă	o	r	false
l	ă	p	a	false
l	ă	p	a	true
l	ă	p	c	false
l	ă	p	i	false
l	ă	p	t	false
l	ă	p	u	false
l	ă	p	u	true
l	ă	p	â	false
l	ă	p	ă	true
l	ă	r	a	false
l	ă	r	a	true
l	ă	r	e	false
l	ă	r	e	true
l	ă	r	g	false
l	ă	r	i	false
l	ă	r	i	true
l	ă	r	m	false
l	ă	r	o	false
l	ă	r	â	false
l	ă	r	ă	false
l	ă	r	ă	true
l	ă	s	a	false
l	ă	s	a	true
l	ă	s	c	false
l	ă	s	e	false
l	ă	s	e	true
l	ă	s	m	false
l	ă	s	n	false
l	ă	s	t	false
l	ă	s	u	true
l	ă	s	â	false
l	ă	s	ă	false
l	ă	s	ă	true
l	ă	t	a	false
l	ă	t	a	true
l	ă	t	c	false
l	ă	t	e	false
l	ă	t	i	false
l	ă	t	i	true
l	ă	t	o	false
l	ă	t	o	true
l	ă	t	r	false
l	ă	t	u	false
l	ă	t	u	true
l	ă	t	ă	false
l	ă	t	ă	true
l	ă	u	a	false
l	ă	u	a	true
l	ă	u	c	false
l	ă	u	d	false
l	ă	u	l	false
l	ă	u	n	true
l	ă	u	r	false
l	ă	u	t	false
l	ă	u	z	false
l	ă	v	a	false
l	ă	v	a	true
l	ă	v	e	false
l	ă	v	e	true
l	ă	v	i	false
l	ă	v	i	true
l	ă	v	o	false
l	ă	v	o	true
l	ă	v	r	false
l	ă	v	ă	false
l	ă	z	a	false
l	ă	z	a	true
l	ă	z	e	false
l	ă	z	e	true
l	ă	z	i	false
l	ă	z	i	true
l	ă	z	u	true
l	ă	z	â	false
l	ă	z	ă	false
l	ă	ș	e	false
l	ă	ș	e	true
l	ă	ș	i	true
l	ă	ș	l	false
l	ă	ș	t	false
l	ă	ț	e	false
l	ă	ț	e	true
l	ă	ț	i	false
l	ă	ț	i	true
l	ă	ț	o	false
l	ș	a	r	true
l	ș	e	v	false
l	ș	i	ț	false
l	ș	p	a	false
l	ș	u	g	false
l	ț	a	n	false
l	ț	a	r	false
l	ț	a	s	false
l	ț	a	t	false
l	ț	a	v	false
l	ț	a	ș	false
l	ț	a	ț	false
l	ț	e	a	false
l	ț	e	a	true
l	ț	e	l	false
l	ț	e	n	false
l	ț	e	n	true
l	ț	e	s	false
l	ț	e	z	false
l	ț	e	ș	false
l	ț	e	ș	true
l	ț	i	f	false
l	ț	i	g	false
l	ț	i	i	true
l	ț	i	l	false
l	ț	i	m	false
l	ț	i	n	false
l	ț	i	r	false
l	ț	i	s	false
l	ț	i	t	false
l	ț	i	u	false
l	ț	i	u	true
l	ț	i	ș	false
l	ț	i	ț	false
l	ț	o	a	true
l	ț	o	ș	false
l	ț	u	i	false
l	ț	u	i	true
l	ț	u	l	false
l	ț	u	l	true
l	ț	u	m	false
l	ț	u	n	false
l	ț	u	r	false
l	ț	â	i	false
l	ț	â	i	true
l	ț	â	n	false
l	ț	ă	m	false
l	ț	ă	r	false
l	ț	ă	t	false
m	a	a	p	false
m	a	a	r	false
m	a	b	i	false
m	a	b	i	true
m	a	b	r	false
m	a	c	a	false
m	a	c	a	true
m	a	c	c	false
m	a	c	e	false
m	a	c	e	true
m	a	c	f	false
m	a	c	h	false
m	a	c	i	false
m	a	c	i	true
m	a	c	l	false
m	a	c	m	false
m	a	c	o	false
m	a	c	o	true
m	a	c	r	false
m	a	c	t	false
m	a	c	u	false
m	a	c	u	true
m	a	c	â	false
m	a	c	ă	false
m	a	c	ă	true
m	a	c	ș	false
m	a	d	a	false
m	a	d	a	true
m	a	d	e	false
m	a	d	e	true
m	a	d	i	false
m	a	d	i	true
