b20	a03	syl
nc	uța	false
nc	uțe	false
nc	uți	false
nc	uțo	false
nc	uțu	false
nc	uță	false
nc	vai	true
nc	var	false
nc	ven	false
nc	âin	false
nc	âlc	false
nc	ând	false
nc	ânt	false
nc	ânț	false
nc	ârd	false
nc	ârl	false
nc	ât-	false
nc	ă--	false
nc	ăci	false
nc	ăi-	false
nc	ăia	false
nc	ăib	false
nc	ăie	false
nc	ăii	false
nc	ăil	false
nc	ăim	false
nc	ăin	false
nc	ăir	false
nc	ăis	false
nc	ăit	false
nc	ăiș	false
nc	ăiț	false
nc	ălc	false
nc	ăle	false
nc	ălu	false
nc	ălz	false
nc	ălă	false
nc	ălț	false
nc	ăm-	false
nc	ămi	false
nc	ăn-	false
nc	ăna	false
nc	ăne	false
nc	ăni	false
nc	ănă	false
nc	ăpe	false
nc	ăpu	false
nc	ăpâ	false
nc	ăpă	false
nc	ărc	false
nc	ăre	false
nc	ări	false
nc	ărn	false
nc	ăru	false
nc	ăt-	false
nc	ăte	false
nc	ăto	false
nc	ătu	false
nc	ătă	false
nc	ău-	false
nc	ăul	false
nc	și-	false
nc	șii	true
nc	șil	true
nc	țan	true
nc	ți-	false
nc	ția	true
nc	ție	true
nc	ții	true
nc	țil	true
nc	țio	true
nc	țiu	true
nd	a--	false
nd	aba	false
nd	abi	false
nd	ac-	false
nd	ace	false
nd	ach	false
nd	aci	false
nd	acn	false
nd	act	false
nd	acu	false
nd	ada	false
nd	ade	false
nd	adă	false
nd	afi	false
nd	ai-	false
nd	aic	false
nd	aj-	false
nd	aja	false
nd	aje	false
nd	aji	false
nd	ajm	false
nd	aju	false
nd	ajâ	false
nd	ajă	false
nd	al-	false
nd	ala	false
nd	ale	false
nd	ali	false
nd	alo	false
nd	alu	false
nd	ală	false
nd	am-	false
nd	ame	false
nd	ami	false
nd	amn	false
nd	an-	false
nd	ana	false
nd	and	false
nd	ane	false
nd	ang	false
nd	ani	false
nd	ant	false
nd	anu	false
nd	ană	false
nd	anț	false
nd	apu	false
nd	ar-	false
nd	ara	false
nd	ard	false
nd	are	false
nd	ari	false
nd	arm	false
nd	arn	false
nd	aro	false
nd	art	false
nd	art	true
nd	aru	false
nd	ară	false
nd	ase	false
nd	at-	false
nd	ata	false
nd	ate	false
nd	ati	false
nd	ato	false
nd	atr	false
nd	atu	false
nd	atâ	false
nd	ată	false
nd	au-	false
nd	aua	false
nd	av-	false
nd	ave	false
nd	avi	false
nd	avă	false
nd	aș-	false
nd	ași	false
nd	așu	false
nd	ați	false
nd	bal	true
nd	cer	true
nd	că-	true
nd	e--	false
nd	ea-	false
nd	eai	false
nd	eaj	false
nd	eam	false
nd	eap	false
nd	eas	false
nd	eau	false
nd	eaz	false
nd	eaț	false
nd	eba	false
nd	ec-	false
nd	eca	false
nd	ece	false
nd	ech	false
nd	eci	false
nd	ecl	false
nd	ect	false
nd	ecu	false
nd	ecâ	false
nd	ecă	false
nd	ecș	false
nd	ee-	false
nd	eea	false
nd	eei	false
nd	eel	false
nd	efi	false
nd	efo	false
nd	efr	false
nd	ehi	false
nd	ei-	false
nd	eia	false
nd	eie	false
nd	eii	false
nd	eil	false
nd	ein	false
nd	eip	false
nd	eiu	false
nd	el-	false
nd	ela	false
nd	ele	false
nd	eli	false
nd	elm	false
nd	elo	false
nd	elu	false
nd	elâ	false
nd	elă	false
nd	em-	false
nd	ema	false
nd	emi	false
nd	emn	false
nd	emo	false
nd	emu	false
nd	emâ	false
nd	en-	false
nd	enb	false
nd	ene	false
nd	eni	false
nd	ens	false
nd	ent	false
nd	enu	false
nd	enă	false
nd	enț	false
nd	eob	false
nd	eos	false
nd	epe	false
nd	epl	false
nd	epu	false
nd	epă	false
nd	er-	false
nd	era	false
nd	ere	false
nd	eri	false
nd	ero	false
nd	eru	false
nd	erâ	false
nd	eră	false
nd	es-	false
nd	esa	false
nd	esc	false
nd	ese	false
nd	esi	false
nd	esm	false
nd	est	false
nd	esâ	false
nd	esă	false
nd	et-	false
nd	eta	false
nd	ete	false
nd	eti	false
nd	eto	false
nd	etu	false
nd	etă	false
nd	eu-	false
nd	eul	false
nd	eur	false
nd	eva	false
nd	ex-	false
nd	exa	false
nd	exe	false
nd	exu	false
nd	exâ	false
nd	exă	false
nd	ez-	false
nd	eza	false
nd	eze	false
nd	ezi	false
nd	ezo	false
nd	ezu	false
nd	eză	false
nd	eși	false
nd	eșt	false
nd	eț-	false
nd	ețe	false
nd	eți	false
nd	ețu	false
nd	gra	false
nd	gra	true
nd	i--	false
nd	ia-	false
nd	iac	false
nd	iac	true
nd	iad	false
nd	iai	false
nd	ial	false
nd	iam	false
nd	ian	false
nd	iar	false
nd	ias	false
nd	iat	false
nd	iau	false
nd	iaz	false
nd	iaș	false
nd	iaț	false
nd	ibu	false
nd	ic-	false
nd	ica	false
nd	ice	false
nd	ich	false
nd	ici	false
nd	ico	false
nd	ict	false
nd	icu	false
nd	icâ	false
nd	ică	false
nd	icț	false
nd	id-	false
nd	ida	false
nd	ide	false
nd	idi	false
nd	ido	false
nd	idâ	false
nd	idă	false
nd	ie-	false
nd	iei	false
nd	iem	false
nd	ien	false
nd	ier	false
nd	iez	false
nd	ife	false
nd	ige	false
nd	ign	false
nd	igo	false
nd	igu	false
nd	ii-	false
nd	iil	false
nd	iin	false
nd	il-	false
nd	ili	false
nd	ilo	false
nd	ilu	false
nd	im-	false
nd	ime	false
nd	imu	false
nd	in-	false
nd	ina	false
nd	ind	false
nd	ine	false
nd	ing	false
nd	ini	false
nd	ino	false
nd	int	false
nd	inu	false
nd	inâ	false
nd	ină	false
nd	inț	false
nd	ioa	false
nd	iol	false
nd	ios	false
nd	iot	false
nd	ioz	false
nd	ioș	false
nd	ir-	false
nd	ira	false
nd	ire	false
nd	iri	false
nd	iru	false
nd	iră	false
nd	isa	false
nd	isc	false
nd	ise	false
nd	isi	false
nd	ism	false
nd	iso	false
nd	isp	false
nd	ist	false
nd	isâ	false
nd	isă	false
nd	it-	false
nd	ita	false
nd	ite	false
nd	iti	false
nd	ito	false
nd	itu	false
nd	itâ	false
nd	ită	false
nd	iu-	false
nd	iul	false
nd	ium	false
nd	iv-	false
nd	iva	false
nd	ive	false
nd	ivi	false
nd	ivo	false
nd	ivu	false
nd	ivă	false
nd	ix-	false
nd	ixu	false
nd	iza	false
nd	izi	false
nd	iză	false
nd	iș-	false
nd	iși	false
nd	ișo	false
nd	ișp	false
nd	ișt	false
nd	ișu	false
nd	ița	false
nd	ițe	false
nd	iți	false
nd	iță	false
nd	kan	false
nd	ler	false
nd	o--	false
nd	oac	false
nd	oai	false
nd	oal	false
nd	oan	false
nd	oap	false
nd	oar	false
nd	oas	false
nd	obi	false
nd	obo	false
nd	oc-	false
nd	oca	false
nd	oce	false
nd	och	false
nd	oci	false
nd	ocr	false
nd	oct	false
nd	ocu	false
nd	ocâ	false
nd	ocă	false
nd	ode	false
nd	odo	false
nd	oec	false
nd	oen	false
nd	oes	false
nd	oeu	false
nd	ofa	false
nd	ofi	false
nd	oga	false
nd	oge	false
nd	ogr	false
nd	oi-	false
nd	oia	false
nd	oie	false
nd	oii	false
nd	oim	false
nd	oin	false
nd	oio	false
nd	oir	false
nd	ois	false
nd	oit	false
nd	oiu	false
nd	oiș	false
nd	oiț	false
nd	oka	false
nd	ol-	false
nd	ola	false
nd	ole	false
nd	oli	false
nd	olo	false
nd	olu	false
nd	olâ	false
nd	olă	false
nd	oma	false
nd	ome	false
nd	omi	false
nd	omo	false
nd	omp	false
nd	on-	false
nd	ona	false
nd	one	false
nd	oni	false
nd	ono	false
nd	onu	false
nd	onâ	false
nd	onă	false
nd	oor	false
nd	op-	false
nd	opa	false
nd	opi	false
nd	opl	false
nd	opâ	false
nd	opă	false
nd	or-	false
nd	ora	false
nd	ore	false
nd	ori	false
nd	orr	false
nd	oru	false
nd	orâ	false
nd	oră	false
nd	os-	false
nd	osa	false
nd	osc	false
nd	ose	false
nd	osi	false
nd	osm	false
nd	osm	true
nd	osp	false
nd	osâ	false
nd	osă	false
nd	ote	false
nd	oti	false
nd	oto	false
nd	otr	false
nd	ou-	false
nd	oul	false
nd	our	false
nd	ouă	false
nd	ovi	false
nd	oxi	false
nd	ozo	false
nd	oși	false
nd	ra-	false
nd	rac	false
nd	rad	false
nd	rag	false
nd	rai	false
nd	ral	false
nd	ram	false
nd	ran	false
nd	rar	false
nd	ras	false
nd	rat	false
nd	rau	false
nd	raș	false
nd	raț	false
nd	re-	false
nd	rea	false
nd	red	false
nd	ree	false
nd	rei	false
nd	rel	false
nd	rep	false
nd	rer	false
nd	res	false
nd	rez	false
nd	reș	false
nd	reț	false
nd	ri-	false
nd	ria	false
nd	ric	false
nd	rie	false
nd	rif	false
nd	rii	false
nd	ril	false
nd	rim	false
nd	rin	false
nd	rio	false
nd	rir	false
nd	ris	false
nd	rit	false
nd	riu	false
nd	riș	false
nd	riț	false
nd	ro-	false
nd	roa	false
nd	rob	false
nd	roc	false
nd	rof	false
nd	rog	false
nd	roi	false
nd	rol	false
nd	rom	false
nd	ron	false
nd	rop	false
nd	ror	false
nd	ros	false
nd	rov	false
nd	ru-	false
nd	ruc	false
nd	rug	false
nd	rui	false
nd	rul	false
nd	rum	false
nd	rur	false
nd	ruș	false
nd	ruț	false
nd	rân	false
nd	ră-	false
nd	răc	false
nd	răd	false
nd	răg	false
nd	răm	false
nd	răn	false
nd	răr	false
nd	răs	false
nd	răz	false
nd	u--	false
nd	uar	false
nd	ubi	false
nd	uc-	false
nd	uce	false
nd	uci	false
nd	ucl	false
nd	uct	false
nd	ucu	false
nd	ucâ	false
nd	ucă	false
nd	ucț	false
nd	uf-	false
nd	ufu	false
nd	ui-	false
nd	uia	false
nd	uie	false
nd	uii	false
nd	uim	false
nd	uin	false
nd	uio	false
nd	uir	false
nd	uis	false
nd	uit	false
nd	uiș	false
nd	uiț	false
nd	ul-	false
nd	ula	false
nd	ulc	false
nd	ule	false
nd	ulg	false
nd	uli	false
nd	ulo	false
nd	ult	false
nd	ulu	false
nd	ulâ	false
nd	ulă	false
nd	um-	false
nd	ume	false
nd	umn	false
nd	umu	false
nd	une	false
nd	uni	false
nd	upl	false
nd	ur-	false
nd	ura	false
nd	ure	false
nd	uri	false
nd	uro	false
nd	uru	false
nd	urâ	false
nd	ură	false
nd	us-	false
nd	usa	false
nd	use	false
nd	ust	false
nd	usu	false
nd	usă	false
nd	ut-	false
nd	ute	false
nd	ută	false
nd	uân	false
nd	ușa	false
nd	ușe	false
nd	uși	false
nd	ușm	false
nd	ușă	false
nd	uț-	false
nd	uța	false
nd	uțe	false
nd	uți	false
nd	uțu	false
nd	uță	false
nd	va-	true
nd	vic	true
nd	viș	true
nd	zin	false
nd	ând	false
nd	ârj	false
nd	ă--	false
nd	ăce	false
nd	ăcă	false
nd	ăi-	false
nd	ăii	false
nd	ăil	false
nd	ăla	false
nd	ăle	false
nd	ăli	false
nd	ăm-	false
nd	ăna	false
nd	ăne	false
nd	ăni	false
nd	ănă	false
nd	ăol	false
nd	ăra	false
nd	ăre	false
nd	ări	false
nd	ăro	false
nd	ără	false
nd	ăti	false
nd	ăto	false
nd	ătu	false
nd	ău-	false
nd	ăul	false
nd	ăve	false
nd	ăvi	false
nd	ășe	false
nd	ăși	false
nd	ășo	false
nd	șaf	false
nd	șaf	true
ne	a--	false
ne	a--	true
ne	abi	true
ne	abo	true
ne	abă	true
ne	aca	false
ne	aca	true
ne	acc	true
ne	ach	false
ne	aco	true
ne	act	false
ne	acă	false
ne	ada	true
ne	ade	true
ne	adm	false
ne	ado	true
ne	adă	true
ne	aei	false
ne	afe	false
ne	afi	true
ne	ag-	false
ne	aga	false
ne	agh	false
ne	agl	true
ne	ago	true
ne	agr	false
ne	agr	true
ne	agu	false
ne	agă	false
ne	ai-	false
ne	ai-	true
ne	aju	true
ne	al-	false
ne	al-	true
ne	ala	false
ne	alc	false
ne	ale	false
ne	ale	true
ne	ali	false
ne	ali	true
ne	alo	false
ne	alo	true
ne	alt	false
ne	alt	true
ne	alu	false
ne	alu	true
ne	ală	false
ne	ală	true
ne	alț	true
ne	am-	false
ne	am-	true
ne	ama	false
ne	ama	true
ne	ame	true
ne	amu	false
ne	amț	false
ne	an-	false
ne	an-	true
ne	ana	false
ne	ana	true
ne	anc	false
ne	ane	true
ne	ang	true
ne	ani	false
ne	ani	true
ne	ano	false
ne	ant	false
ne	ant	true
ne	anu	false
ne	ană	false
ne	ană	true
ne	aor	false
ne	aoș	false
ne	apl	true
ne	apo	false
ne	apă	false
ne	apă	true
ne	ar-	true
ne	are	false
ne	are	true
ne	ari	false
ne	ari	true
ne	arm	false
ne	art	true
ne	ară	false
ne	ară	true
ne	asa	false
ne	asc	false
ne	asc	true
ne	ase	true
ne	asi	true
ne	aso	false
ne	ast	true
ne	asă	false
ne	at-	false
ne	at-	true
ne	ata	false
ne	ata	true
ne	ate	false
ne	ate	true
ne	ati	true
ne	atu	true
ne	atâ	true
ne	ată	false
ne	ată	true
ne	au-	false
ne	au-	true
ne	aua	false
ne	aur	false
ne	aut	true
ne	auz	true
ne	ave	true
ne	avi	true
ne	avo	false
ne	az-	false
ne	azu	false
ne	ază	false
ne	ază	true
ne	ași	true
ne	așt	false
ne	așt	true
ne	ața	false
ne	ațe	false
ne	ați	false
ne	ați	true
ne	ață	false
ne	bel	true
ne	bir	true
ne	bra	true
ne	bre	true
ne	bri	true
ne	bro	true
ne	bru	true
ne	brâ	true
ne	bră	true
ne	bul	true
ne	bun	true
ne	bân	true
ne	băg	true
ne	băn	true
ne	bău	true
ne	c--	false
ne	ca-	true
ne	cai	true
ne	cal	true
ne	cam	true
ne	car	true
ne	cas	true
ne	cat	true
ne	cau	true
ne	caz	true
ne	caș	true
ne	caț	true
ne	cdo	false
ne	ce-	true
ne	cea	true
ne	cee	true
ne	cel	true
ne	cen	true
ne	ces	true
ne	ceu	true
ne	che	true
ne	chi	true
ne	ci-	false
ne	cic	true
ne	cii	true
ne	cil	true
ne	cim	true
ne	cin	true
ne	cio	true
ne	cis	true
ne	cit	true
ne	ciu	true
ne	civ	true
ne	ck-	false
ne	cku	true
ne	cla	true
ne	cli	true
ne	clu	true
ne	clă	true
ne	coa	true
ne	coc	true
ne	cof	true
ne	cog	true
ne	coi	true
ne	col	true
ne	com	true
ne	con	true
ne	coo	true
ne	cop	true
ne	cor	true
ne	cos	true
ne	cov	true
ne	coș	true
ne	cre	true
ne	cri	true
ne	cro	false
ne	cro	true
ne	cru	true
ne	cta	false
ne	cte	false
ne	cti	false
ne	cto	false
ne	ctu	false
ne	ctâ	false
ne	ctă	false
ne	cua	true
ne	cug	true
ne	cul	true
ne	cum	true
ne	cun	true
ne	cup	true
ne	cur	true
ne	cuv	true
ne	cuș	true
ne	cuț	true
ne	cân	true
ne	că-	true
ne	căc	true
ne	căj	true
ne	căl	true
ne	căm	true
ne	căr	true
ne	căs	true
ne	căt	true
ne	cși	false
ne	da-	true
ne	de-	true
ne	dea	true
ne	deb	true
ne	dec	true
ne	def	true
ne	dei	true
ne	del	true
ne	dem	true
ne	dep	true
ne	der	true
ne	des	true
ne	det	true
ne	dez	true
ne	deș	true
ne	dic	true
ne	dif	true
ne	dis	true
ne	dit	true
ne	diț	true
ne	do-	true
ne	dom	true
ne	dor	true
ne	dou	true
ne	dre	true
ne	dri	true
ne	dum	true
ne	dă-	true
ne	e--	true
ne	ea-	true
ne	ech	true
ne	efi	true
ne	ei-	true
ne	ele	true
ne	elo	true
ne	em-	true
ne	ene	true
ne	eni	true
ne	epu	true
ne	erl	true
ne	ese	true
ne	est	true
ne	euc	true
ne	eva	true
ne	evo	true
ne	exa	true
ne	exe	true
ne	exp	true
ne	ez-	true
ne	eze	true
ne	ezi	true
ne	fa-	true
ne	fab	true
ne	fac	true
ne	fal	true
ne	fas	true
ne	fav	true
ne	faș	true
ne	fe-	true
ne	fei	true
ne	fel	true
ne	fer	true
ne	fia	true
ne	fic	true
ne	fid	true
ne	fie	true
ne	fii	true
ne	fil	true
ne	fin	true
ne	fir	true
ne	fla	true
ne	fle	true
ne	flă	true
ne	fob	true
ne	fog	true
ne	fol	true
ne	fom	true
ne	for	true
ne	fos	true
ne	fra	true
ne	fre	false
ne	fre	true
ne	fri	true
ne	fro	true
ne	fun	true
ne	fâr	true
ne	fă-	true
ne	făc	true
ne	făț	true
ne	g--	false
ne	ga-	true
ne	gab	true
ne	gai	true
ne	gal	true
ne	gam	true
ne	gar	true
ne	gas	true
ne	gat	true
ne	gau	true
ne	gaș	true
ne	gaț	true
ne	ge-	true
ne	gea	true
ne	gei	true
ne	gel	true
ne	ges	true
ne	get	true
ne	geș	true
ne	ghi	true
ne	gi-	false
ne	gii	true
ne	gil	true
ne	gir	true
ne	gla	true
ne	gli	true
ne	goa	true
ne	goc	true
ne	gos	true
ne	goș	true
ne	goț	true
ne	gra	true
ne	gre	true
ne	gri	true
ne	gro	true
ne	gru	true
ne	gră	true
ne	gul	true
ne	gur	true
ne	gus	true
ne	guv	true
ne	guș	true
ne	guț	true
ne	gân	true
ne	gă-	true
ne	găm	true
ne	găr	true
ne	hm-	false
ne	hmu	false
ne	hot	true
ne	i--	false
ne	ia-	true
ne	ic-	true
ne	ica	false
ne	ica	true
ne	ice	true
ne	ich	true
ne	ici	true
ne	icr	false
ne	icu	false
ne	ică	true
ne	ide	false
ne	ide	true
ne	ie-	true
ne	iel	true
ne	ier	true
ne	ifo	false
ne	ifo	true
ne	ii-	true
ne	iki	false
ne	ilo	true
ne	imi	false
ne	imp	true
ne	inf	true
ne	ino	false
ne	ins	false
ne	ins	true
ne	int	false
ne	ioa	true
ne	ios	true
ne	ioș	true
ne	ipe	false
ne	ire	false
ne	iri	false
ne	isa	false
ne	isa	true
ne	ism	true
ne	isp	false
ne	ist	false
ne	ist	true
ne	ita	false
ne	ita	true
ne	ită	false
ne	ită	true
ne	iul	false
ne	iul	true
ne	iza	false
ne	iza	true
ne	izb	false
ne	ize	false
ne	ize	true
ne	izâ	true
ne	iză	false
ne	iză	true
ne	ișt	true
ne	j--	false
ne	ji-	false
ne	jii	true
ne	jil	true
ne	jul	true
ne	jur	true
ne	jus	true
ne	juș	true
ne	kil	true
ne	l--	false
ne	la-	true
ne	lai	true
ne	laj	true
ne	lam	true
ne	lar	true
ne	las	true
ne	lat	true
ne	lau	true
ne	laș	true
ne	laț	true
ne	lci	false
ne	le-	true
ne	lea	true
ne	leb	true
ne	lec	true
ne	led	true
ne	lef	true
ne	leg	true
ne	lei	true
ne	lek	true
ne	lel	true
ne	lem	true
ne	len	true
ne	ler	true
ne	les	true
ne	let	true
ne	lez	true
ne	li-	false
ne	lic	true
ne	lid	true
ne	lig	true
ne	lii	true
ne	lil	true
ne	lim	true
ne	lin	true
ne	lip	true
ne	lis	true
ne	liș	true
ne	loc	true
ne	log	true
ne	loi	true
ne	lor	true
ne	loz	true
ne	lte	false
ne	lti	false
ne	luc	true
ne	lui	true
ne	lul	true
ne	lum	true
ne	lup	true
ne	lur	true
ne	luș	true
ne	luț	true
ne	lân	true
ne	lă-	true
ne	lăm	true
ne	lăr	true
ne	m--	false
ne	ma-	true
ne	mac	true
ne	mai	true
ne	mar	true
ne	mas	true
ne	mat	true
ne	mau	true
ne	me-	true
ne	mei	true
ne	mel	true
ne	mer	true
ne	met	true
ne	meș	true
ne	mia	true
ne	mic	true
ne	mid	true
ne	mie	true
ne	mii	true
ne	mij	true
ne	mil	true
ne	mit	true
ne	miș	true
ne	moc	true
ne	mof	true
ne	mog	true
ne	mom	true
ne	mon	true
ne	mor	true
ne	mos	true
ne	mot	true
ne	moz	true
ne	mul	true
ne	mur	true
ne	mân	true
ne	mă-	true
ne	măr	true
ne	măs	true
ne	mțe	false
ne	mți	false
ne	mțo	false
ne	n--	false
ne	nat	true
ne	nav	true
ne	nce	false
ne	nci	false
ne	nda	false
ne	nde	false
ne	ndă	false
ne	ne-	true
ne	nea	true
ne	nei	true
ne	nel	true
ne	nes	true
ne	neș	true
ne	ni-	false
ne	nie	true
ne	nif	true
ne	nii	true
ne	nil	true
ne	nip	true
ne	nir	true
ne	niș	true
ne	nor	true
ne	nt-	false
ne	nta	false
ne	ntc	false
ne	nte	false
ne	nti	false
ne	ntm	false
ne	ntu	false
ne	ntă	false
ne	nuf	true
ne	nul	true
ne	num	true
ne	nța	false
ne	nțe	false
ne	nți	false
ne	nță	false
ne	o--	false
ne	oam	true
ne	oan	false
ne	oan	true
ne	oar	true
ne	oba	true
ne	obe	true
ne	obi	true
ne	obl	true
ne	obo	true
ne	obr	true
ne	obs	true
ne	oca	true
ne	ocl	true
ne	oco	true
ne	ocr	true
ne	oda	true
ne	ode	true
ne	odi	true
ne	odă	true
ne	oec	true
ne	ofa	true
ne	ofi	true
ne	ofo	true
ne	ofr	true
ne	oge	true
ne	ogl	true
ne	ogo	true
ne	ogr	true
ne	ohe	true
ne	oim	true
ne	oju	true
ne	oka	true
ne	ola	true
ne	oli	true
ne	olo	true
ne	om-	true
ne	oma	true
ne	ome	true
ne	omi	true
ne	omo	true
ne	omu	true
ne	on-	false
ne	on-	true
ne	ona	true
ne	onu	false
ne	onu	true
ne	ope	true
ne	opl	true
ne	opo	true
ne	opr	true
ne	ops	true
ne	ora	true
ne	ord	false
ne	ore	true
ne	org	true
ne	ori	true
ne	oro	true
ne	orâ	true
ne	osa	true
ne	osc	true
ne	osi	true
ne	osp	true
ne	ost	true
ne	osâ	true
ne	ote	true
ne	oti	true
ne	oto	true
ne	oul	false
ne	oxi	true
ne	oze	true
ne	ozo	true
ne	oțe	true
ne	p--	false
ne	pa-	true
ne	pac	true
ne	pal	true
ne	pan	true
ne	par	true
ne	pe-	true
ne	ped	true
ne	pei	true
ne	pen	true
ne	per	true
ne	phr	false
ne	pie	true
ne	pig	true
ne	pii	true
ne	pil	true
ne	pio	true
ne	pip	true
ne	piu	true
ne	piș	true
ne	pla	true
ne	ple	true
ne	plă	true
ne	poa	true
ne	pof	true
ne	pol	true
ne	pom	true
ne	pop	true
ne	pot	true
ne	pov	true
ne	poț	true
ne	pre	true
ne	pri	true
ne	pro	true
ne	pt-	false
ne	pte	false
ne	ptu	false
ne	ptă	false
ne	pub	true
ne	pui	true
ne	pul	true
ne	pun	true
ne	pus	true
ne	put	true
ne	puș	true
ne	pă-	true
ne	păm	true
ne	păr	true
ne	păs	true
ne	păt	true
ne	pți	false
ne	r--	false
ne	ra-	true
ne	rab	true
ne	rad	true
ne	rai	true
ne	ral	true
ne	ram	true
ne	ran	true
ne	rar	true
ne	ras	true
ne	rat	true
ne	rau	true
ne	raș	true
ne	raț	true
ne	re-	true
ne	rea	true
ne	rec	true
ne	reg	true
ne	rei	true
ne	rel	true
ne	ren	true
ne	rep	true
ne	res	true
ne	ret	true
ne	reu	true
ne	rev	true
ne	rez	true
ne	reș	true
ne	reț	true
ne	rge	false
ne	rgi	false
ne	rgo	false
ne	rgu	false
ne	ri-	false
ne	ri-	true
ne	ria	true
ne	ric	true
ne	rie	true
ne	rii	true
ne	ril	true
ne	rim	true
ne	rin	true
ne	rir	true
ne	ris	true
ne	rit	true
ne	riz	true
ne	riș	true
ne	riț	true
ne	rm-	false
ne	rme	false
ne	rmi	false
ne	rmă	false
ne	roa	true
ne	rod	true
ne	rof	true
ne	rog	true
ne	roi	true
ne	rol	true
ne	rom	true
ne	ros	true
ne	rot	true
ne	roz	true
ne	roș	true
ne	rt-	false
ne	rte	false
ne	rtă	false
ne	rul	true
ne	rum	true
ne	ruș	true
ne	rv-	false
ne	rva	false
ne	rve	false
ne	rvi	false
ne	rvo	false
ne	rvu	false
ne	rvâ	false
ne	rvă	false
ne	rân	true
ne	ră-	true
ne	răb	true
ne	răm	true
ne	răp	true
ne	răr	true
ne	răs	true
ne	răz	true
ne	rți	false
ne	s--	false
ne	sa-	true
ne	sat	true
ne	saț	true
ne	sc-	false
ne	sca	false
ne	sca	true
ne	sce	false
ne	sch	false
ne	sch	true
ne	sci	false
ne	sco	false
ne	sco	true
ne	scr	false
ne	scr	true
ne	scu	false
ne	scă	false
ne	se-	true
ne	sec	true
ne	sei	true
ne	sel	true
ne	sem	true
ne	sen	true
ne	ser	true
ne	ses	true
ne	sfâ	false
ne	sfâ	true
ne	sig	true
ne	sil	true
ne	sim	true
ne	sis	true
ne	sme	false
ne	smi	false
ne	smi	true
ne	soc	true
ne	sol	true
ne	som	true
ne	son	true
ne	spe	false
ne	spe	true
ne	spo	false
ne	spo	true
ne	spu	false
ne	spu	true
ne	spă	false
ne	spă	true
ne	st-	false
ne	sta	false
ne	sta	true
ne	ste	false
ne	ste	true
ne	sti	false
ne	sti	true
ne	sto	false
ne	str	false
ne	str	true
ne	stâ	false
ne	stă	false
ne	stă	true
ne	suf	true
ne	sul	true
ne	sup	true
ne	sur	true
ne	să-	true
ne	săb	true
ne	săn	true
ne	săr	true
ne	săt	true
ne	săț	true
ne	t--	false
ne	ta-	true
ne	tab	true
ne	tai	true
ne	taj	true
ne	tal	true
ne	tam	true
ne	tar	true
ne	tas	true
ne	tat	true
ne	tau	true
ne	taș	true
ne	taț	true
ne	tbo	false
ne	te-	true
ne	tea	true
ne	tec	true
ne	ted	true
ne	teh	true
ne	tei	true
ne	tel	true
ne	tem	true
ne	ter	true
ne	tez	true
ne	ti-	false
ne	tic	true
ne	tis	true
ne	tit	true
ne	tiz	true
ne	tiș	true
ne	to-	true
ne	toa	true
ne	tob	true
ne	toc	true
ne	tod	true
ne	toe	true
ne	tof	true
ne	tog	true
ne	toh	true
ne	toi	true
ne	tol	true
ne	tom	true
ne	ton	true
ne	too	true
ne	top	true
ne	tor	true
ne	tos	true
ne	tot	true
ne	tou	true
ne	toț	true
ne	tra	true
ne	tre	true
ne	tro	true
ne	tru	true
ne	trâ	true
ne	tră	true
ne	tto	false
ne	tul	true
ne	tur	true
ne	tân	true
ne	tă-	true
ne	tăg	true
ne	tăm	true
ne	tăr	true
ne	u--	false
ne	uit	true
ne	ul-	true
ne	ulu	true
ne	um-	true
ne	uma	false
ne	uma	true
ne	umb	true
ne	ume	false
ne	umo	true
ne	umu	true
ne	umă	false
ne	uni	true
ne	upl	true
ne	ura	true
ne	uri	true
ne	uro	true
ne	ust	false
ne	ut-	false
ne	uti	false
ne	uti	true
ne	utr	false
ne	utr	true
ne	utu	false
ne	uza	true
ne	uzi	true
ne	uți	false
ne	v--	false
ne	va-	true
ne	val	true
ne	vas	true
ne	vaș	true
ne	vea	true
ne	vec	true
ne	ven	true
ne	ver	true
ne	ves	true
ne	veu	true
ne	veș	true
ne	vgh	false
ne	vi-	false
ne	vi-	true
ne	via	true
ne	vic	true
ne	vie	true
ne	vii	true
ne	vil	true
ne	vim	true
ne	vin	true
ne	vio	true
ne	vir	true
ne	vis	true
ne	vit	true
ne	viș	true
ne	viț	true
ne	voa	true
ne	voi	true
ne	vol	true
ne	vos	true
ne	voș	true
ne	vra	false
ne	vra	true
ne	vre	false
ne	vre	true
ne	vri	true
ne	vro	true
ne	vrâ	true
ne	vră	true
ne	vul	true
ne	vâr	true
ne	văs	true
ne	văt	true
ne	văz	true
ne	wto	false
ne	wyo	false
ne	x--	false
ne	xa-	true
ne	xac	true
ne	xai	true
ne	xam	true
ne	xar	true
ne	xas	true
ne	xat	true
ne	xau	true
ne	xaș	true
ne	xaț	true
ne	xci	false
ne	xe-	true
ne	xea	true
ne	xei	true
ne	xel	true
ne	xez	true
ne	xig	true
ne	xio	true
ne	xis	true
ne	xit	true
ne	xiu	true
ne	xor	true
ne	xpe	false
ne	xpi	false
ne	xpl	false
ne	xpr	false
ne	xpu	false
ne	xte	false
ne	xti	false
ne	xtr	false
ne	xul	true
ne	xur	true
ne	xân	true
ne	xă-	true
ne	xăm	true
ne	xăr	true
