a01	a12	a23	a34	a45	syl
m	i	c	â	n	true
m	i	c	ă	-	true
m	i	c	ă	i	true
m	i	c	ă	m	true
m	i	c	ă	r	true
m	i	c	ă	t	true
m	i	c	ș	o	true
m	i	c	ș	t	true
m	i	c	ș	u	true
m	i	c	ț	i	true
m	i	d	-	-	true
m	i	d	a	-	false
m	i	d	a	-	true
m	i	d	a	b	true
m	i	d	a	i	true
m	i	d	a	l	true
m	i	d	a	m	true
m	i	d	a	n	true
m	i	d	a	r	false
m	i	d	a	r	true
m	i	d	a	s	true
m	i	d	a	t	true
m	i	d	a	u	true
m	i	d	a	z	true
m	i	d	a	ș	true
m	i	d	a	ț	true
m	i	d	e	-	false
m	i	d	e	-	true
m	i	d	e	a	true
m	i	d	e	i	false
m	i	d	e	i	true
m	i	d	e	l	false
m	i	d	e	l	true
m	i	d	e	p	true
m	i	d	e	s	true
m	i	d	e	z	true
m	i	d	e	ș	true
m	i	d	i	-	true
m	i	d	i	a	true
m	i	d	i	c	true
m	i	d	i	e	true
m	i	d	i	f	true
m	i	d	i	i	true
m	i	d	i	m	true
m	i	d	i	n	true
m	i	d	i	r	true
m	i	d	i	s	true
m	i	d	i	t	true
m	i	d	i	u	true
m	i	d	i	ș	true
m	i	d	i	ț	true
m	i	d	o	a	true
m	i	d	o	c	true
m	i	d	o	l	true
m	i	d	o	m	true
m	i	d	o	n	true
m	i	d	o	p	true
m	i	d	o	r	true
m	i	d	r	i	true
m	i	d	u	r	true
m	i	d	â	n	true
m	i	d	ă	-	false
m	i	d	ă	-	true
m	i	d	ă	d	true
m	i	d	ă	m	true
m	i	d	ă	r	true
m	i	e	-	-	true
m	i	e	d	-	true
m	i	e	d	u	true
m	i	e	i	-	true
m	i	e	i	i	true
m	i	e	i	l	true
m	i	e	l	-	true
m	i	e	l	e	true
m	i	e	l	i	true
m	i	e	l	o	true
m	i	e	l	u	true
m	i	e	l	ă	true
m	i	e	m	-	true
m	i	e	n	e	true
m	i	e	n	i	true
m	i	e	r	-	true
m	i	e	r	a	true
m	i	e	r	c	true
m	i	e	r	d	true
m	i	e	r	e	true
m	i	e	r	i	true
m	i	e	r	l	true
m	i	e	r	o	true
m	i	e	r	t	true
m	i	e	r	u	true
m	i	e	r	z	true
m	i	e	r	ă	true
m	i	e	r	ț	true
m	i	e	s	c	true
m	i	e	u	n	true
m	i	e	z	-	true
m	i	e	z	e	true
m	i	e	z	i	true
m	i	e	z	o	true
m	i	e	z	u	true
m	i	e	ș	t	true
m	i	f	a	b	true
m	i	f	e	r	true
m	i	f	e	u	true
m	i	f	i	a	true
m	i	f	i	c	true
m	i	f	i	e	true
m	i	f	i	i	true
m	i	f	i	n	true
m	i	f	l	o	true
m	i	f	l	u	true
m	i	f	o	n	true
m	i	f	o	r	true
m	i	f	u	g	true
m	i	g	a	l	true
m	i	g	a	n	true
m	i	g	a	ț	true
m	i	g	d	a	true
m	i	g	e	-	true
m	i	g	e	a	true
m	i	g	e	i	true
m	i	g	e	l	true
m	i	g	e	n	true
m	i	g	e	r	true
m	i	g	e	s	true
m	i	g	i	i	true
m	i	g	i	u	true
m	i	g	m	a	true
m	i	g	m	e	true
m	i	g	m	ă	true
m	i	g	n	o	true
m	i	g	r	a	false
m	i	g	r	a	true
m	i	g	r	e	true
m	i	g	r	u	true
m	i	g	r	â	true
m	i	g	r	ă	true
m	i	g	ă	l	true
m	i	h	a	l	true
m	i	h	o	h	true
m	i	h	o	n	true
m	i	h	o	t	true
m	i	h	r	a	true
m	i	i	-	-	true
m	i	i	c	h	true
m	i	i	i	-	true
m	i	i	l	e	true
m	i	i	l	o	true
m	i	i	m	-	true
m	i	i	m	e	true
m	i	i	m	i	true
m	i	i	n	d	true
m	i	i	n	s	true
m	i	i	n	t	true
m	i	i	p	r	true
m	i	i	r	e	true
m	i	i	r	i	true
m	i	i	r	ă	true
m	i	i	s	e	true
m	i	i	t	-	true
m	i	i	t	e	true
m	i	i	t	ă	true
m	i	i	ș	i	true
m	i	i	ș	o	true
m	i	i	ț	i	true
m	i	j	a	-	true
m	i	j	e	a	true
m	i	j	e	l	true
m	i	j	e	s	true
m	i	j	e	ș	true
m	i	j	i	-	true
m	i	j	i	i	true
m	i	j	i	l	true
m	i	j	i	m	true
m	i	j	i	n	true
m	i	j	i	r	true
m	i	j	i	s	true
m	i	j	i	t	true
m	i	j	i	ș	true
m	i	j	i	ț	true
m	i	j	l	o	true
m	i	j	o	a	true
m	i	j	ă	-	true
m	i	k	a	d	true
m	i	k	a	z	true
m	i	l	-	-	true
m	i	l	a	-	true
m	i	l	a	b	true
m	i	l	a	c	true
m	i	l	a	f	true
m	i	l	a	i	true
m	i	l	a	m	true
m	i	l	a	n	true
m	i	l	a	r	true
m	i	l	a	s	true
m	i	l	a	t	true
m	i	l	a	u	true
m	i	l	a	z	true
m	i	l	a	ș	true
m	i	l	a	ț	true
m	i	l	d	i	true
m	i	l	e	-	true
m	i	l	e	a	true
m	i	l	e	g	true
m	i	l	e	i	true
m	i	l	e	l	true
m	i	l	e	n	true
m	i	l	e	p	true
m	i	l	e	s	true
m	i	l	e	t	true
m	i	l	e	z	true
m	i	l	e	ș	true
m	i	l	i	-	true
m	i	l	i	a	true
m	i	l	i	b	true
m	i	l	i	c	true
m	i	l	i	d	true
m	i	l	i	e	true
m	i	l	i	f	true
m	i	l	i	g	true
m	i	l	i	h	true
m	i	l	i	i	true
m	i	l	i	l	true
m	i	l	i	m	true
m	i	l	i	n	true
m	i	l	i	o	true
m	i	l	i	p	true
m	i	l	i	r	true
m	i	l	i	s	true
m	i	l	i	t	true
m	i	l	i	u	true
m	i	l	i	v	true
m	i	l	i	w	true
m	i	l	i	ș	true
m	i	l	i	ț	true
m	i	l	l	e	true
m	i	l	l	o	true
m	i	l	o	-	true
m	i	l	o	a	true
m	i	l	o	d	true
m	i	l	o	f	true
m	i	l	o	g	true
m	i	l	o	i	true
m	i	l	o	p	true
m	i	l	o	r	true
m	i	l	o	s	true
m	i	l	o	z	true
m	i	l	o	ș	true
m	i	l	u	i	true
m	i	l	u	l	true
m	i	l	u	m	true
m	i	l	u	n	true
m	i	l	u	ț	true
m	i	l	â	n	true
m	i	l	ă	-	true
m	i	l	ă	m	true
m	i	l	ă	r	true
m	i	m	-	-	true
m	i	m	a	-	true
m	i	m	a	i	true
m	i	m	a	m	true
m	i	m	a	n	true
m	i	m	a	r	true
m	i	m	a	s	true
m	i	m	a	t	true
m	i	m	a	u	true
m	i	m	a	ș	true
m	i	m	a	ț	true
m	i	m	e	-	true
m	i	m	e	a	true
m	i	m	e	i	true
m	i	m	e	l	true
m	i	m	e	r	true
m	i	m	e	t	true
m	i	m	e	z	true
m	i	m	i	-	true
m	i	m	i	a	true
m	i	m	i	c	true
m	i	m	i	e	true
m	i	m	i	i	true
m	i	m	i	j	true
m	i	m	i	l	true
m	i	m	o	d	true
m	i	m	o	g	true
m	i	m	o	l	true
m	i	m	o	n	true
m	i	m	o	z	true
m	i	m	u	l	true
m	i	m	u	r	true
m	i	m	u	s	true
m	i	m	u	ș	true
m	i	m	â	n	true
m	i	m	ă	-	true
m	i	m	ă	m	true
m	i	m	ă	r	true
m	i	n	-	-	true
m	i	n	a	-	true
m	i	n	a	b	true
m	i	n	a	c	true
m	i	n	a	i	true
m	i	n	a	j	true
m	i	n	a	l	true
m	i	n	a	m	true
m	i	n	a	n	true
m	i	n	a	r	true
m	i	n	a	s	true
m	i	n	a	t	true
m	i	n	a	u	true
m	i	n	a	v	true
m	i	n	a	ș	true
m	i	n	a	ț	true
m	i	n	c	e	true
m	i	n	c	i	true
m	i	n	d	-	true
m	i	n	d	e	true
m	i	n	d	i	true
m	i	n	e	-	true
m	i	n	e	a	true
m	i	n	e	c	true
m	i	n	e	e	true
m	i	n	e	i	true
m	i	n	e	l	true
m	i	n	e	n	true
m	i	n	e	r	true
m	i	n	e	s	true
m	i	n	e	t	true
m	i	n	e	u	true
m	i	n	e	z	true
m	i	n	e	ț	true
m	i	n	g	-	true
m	i	n	g	e	true
m	i	n	g	i	true
m	i	n	g	o	true
m	i	n	g	u	true
m	i	n	i	-	true
m	i	n	i	a	true
m	i	n	i	b	true
m	i	n	i	c	true
m	i	n	i	d	true
m	i	n	i	e	true
m	i	n	i	f	true
m	i	n	i	g	true
m	i	n	i	i	true
m	i	n	i	j	true
m	i	n	i	l	true
m	i	n	i	m	true
m	i	n	i	n	true
m	i	n	i	o	true
m	i	n	i	p	true
m	i	n	i	r	true
m	i	n	i	s	true
m	i	n	i	t	true
m	i	n	i	u	true
m	i	n	i	v	true
m	i	n	i	z	true
m	i	n	i	ș	true
m	i	n	i	ț	true
m	i	n	o	-	true
m	i	n	o	a	true
m	i	n	o	b	true
m	i	n	o	c	true
m	i	n	o	d	true
m	i	n	o	f	true
m	i	n	o	g	true
m	i	n	o	i	true
m	i	n	o	l	true
m	i	n	o	m	true
m	i	n	o	p	true
m	i	n	o	r	true
m	i	n	o	s	true
m	i	n	o	t	true
m	i	n	o	u	true
m	i	n	o	z	true
m	i	n	o	ș	true
m	i	n	t	-	true
m	i	n	t	a	true
m	i	n	t	e	false
m	i	n	t	e	true
m	i	n	t	i	false
m	i	n	t	i	true
m	i	n	t	o	true
m	i	n	t	r	false
m	i	n	t	r	true
m	i	n	t	u	true
m	i	n	t	ă	true
m	i	n	u	a	true
m	i	n	u	e	true
m	i	n	u	l	true
m	i	n	u	n	true
m	i	n	u	r	true
m	i	n	u	s	true
m	i	n	u	t	true
m	i	n	u	â	true
m	i	n	u	ă	true
m	i	n	u	ț	true
m	i	n	v	a	false
m	i	n	v	a	true
m	i	n	â	n	true
m	i	n	ă	-	true
m	i	n	ă	m	true
m	i	n	ă	r	true
m	i	n	ă	t	true
m	i	n	ț	e	true
m	i	n	ț	i	true
m	i	o	-	-	true
m	i	o	a	m	true
m	i	o	a	n	true
m	i	o	a	p	true
m	i	o	a	r	true
m	i	o	b	l	true
m	i	o	b	s	true
m	i	o	c	a	true
m	i	o	c	e	true
m	i	o	c	i	true
m	i	o	c	l	true
m	i	o	c	r	true
m	i	o	d	i	true
m	i	o	f	i	true
m	i	o	g	e	true
m	i	o	g	l	true
m	i	o	g	r	true
m	i	o	l	o	true
m	i	o	m	-	true
m	i	o	m	a	true
m	i	o	m	u	true
m	i	o	n	-	true
m	i	o	n	a	true
m	i	o	n	e	true
m	i	o	n	i	false
m	i	o	n	i	true
m	i	o	n	u	true
m	i	o	p	-	true
m	i	o	p	a	true
m	i	o	p	i	true
m	i	o	p	l	true
m	i	o	p	r	true
m	i	o	p	u	true
m	i	o	r	-	true
m	i	o	r	a	true
m	i	o	r	c	false
m	i	o	r	c	true
m	i	o	r	e	true
m	i	o	r	i	true
m	i	o	r	l	true
m	i	o	r	u	true
m	i	o	s	c	true
m	i	o	s	i	true
m	i	o	s	p	true
m	i	o	s	t	true
m	i	o	t	a	true
m	i	o	t	e	true
m	i	o	t	i	true
m	i	o	t	o	true
m	i	o	t	r	true
m	i	o	z	a	true
m	i	o	z	e	true
m	i	o	z	i	true
m	i	o	z	o	true
m	i	o	z	ă	true
m	i	p	a	r	true
m	i	p	e	d	true
m	i	p	e	n	true
m	i	p	e	r	true
m	i	p	l	a	true
m	i	p	l	e	true
m	i	p	o	r	true
m	i	p	r	e	true
m	i	p	r	o	true
m	i	p	t	e	true
m	i	r	-	-	true
m	i	r	a	-	true
m	i	r	a	b	true
m	i	r	a	c	true
m	i	r	a	d	true
m	i	r	a	i	true
m	i	r	a	j	true
m	i	r	a	l	true
m	i	r	a	m	true
m	i	r	a	r	true
m	i	r	a	s	true
m	i	r	a	t	true
m	i	r	a	u	true
m	i	r	a	z	true
m	i	r	a	ș	true
m	i	r	a	ț	true
m	i	r	d	a	false
m	i	r	e	-	true
m	i	r	e	a	true
m	i	r	e	c	true
m	i	r	e	i	true
m	i	r	e	l	true
m	i	r	e	m	true
m	i	r	e	n	true
m	i	r	e	s	true
m	i	r	e	z	true
m	i	r	g	h	false
m	i	r	i	-	true
m	i	r	i	a	true
m	i	r	i	d	false
m	i	r	i	d	true
m	i	r	i	f	true
m	i	r	i	g	true
m	i	r	i	i	true
m	i	r	i	l	true
m	i	r	i	ș	true
m	i	r	l	i	true
m	i	r	m	e	true
m	i	r	m	i	true
m	i	r	n	a	false
m	i	r	n	e	false
m	i	r	n	ă	false
m	i	r	o	a	true
m	i	r	o	b	true
m	i	r	o	d	true
m	i	r	o	n	true
m	i	r	o	s	true
m	i	r	o	z	true
m	i	r	o	ș	true
m	i	r	t	-	true
m	i	r	t	a	true
m	i	r	t	u	true
m	i	r	u	i	true
m	i	r	u	l	true
m	i	r	u	r	true
m	i	r	u	ț	true
m	i	r	â	n	true
m	i	r	ă	-	true
m	i	r	ă	m	true
m	i	r	ă	r	true
m	i	r	ă	ț	true
m	i	r	ț	i	true
m	i	s	-	-	true
m	i	s	a	-	true
m	i	s	a	d	true
m	i	s	a	l	true
m	i	s	a	n	true
m	i	s	a	r	true
m	i	s	c	e	true
m	i	s	c	h	true
m	i	s	c	i	true
m	i	s	c	u	true
m	i	s	d	i	true
m	i	s	e	-	true
m	i	s	e	a	true
m	i	s	e	c	true
m	i	s	e	i	true
m	i	s	e	l	true
m	i	s	e	m	true
m	i	s	e	r	true
m	i	s	e	s	true
m	i	s	e	ș	true
m	i	s	f	e	true
m	i	s	i	-	true
m	i	s	i	a	true
m	i	s	i	b	true
m	i	s	i	d	true
m	i	s	i	e	true
m	i	s	i	i	true
m	i	s	i	m	true
m	i	s	i	n	true
m	i	s	i	o	false
m	i	s	i	o	true
m	i	s	i	r	true
m	i	s	i	s	true
m	i	s	i	t	true
m	i	s	i	u	false
m	i	s	i	u	true
m	i	s	i	v	true
m	i	s	i	ș	true
m	i	s	i	ț	true
m	i	s	l	e	true
m	i	s	l	i	true
m	i	s	m	-	true
m	i	s	m	a	true
m	i	s	m	e	true
m	i	s	m	u	true
m	i	s	o	a	true
m	i	s	o	f	true
m	i	s	o	g	true
m	i	s	o	l	true
m	i	s	o	n	true
m	i	s	o	p	true
m	i	s	o	r	true
m	i	s	p	a	true
m	i	s	p	i	true
m	i	s	s	-	true
m	i	s	t	-	true
m	i	s	t	a	true
m	i	s	t	e	true
m	i	s	t	i	true
m	i	s	t	o	true
m	i	s	t	r	true
m	i	s	t	u	true
m	i	s	t	ă	true
m	i	s	u	l	true
m	i	s	u	m	true
m	i	s	u	r	true
m	i	s	v	o	true
m	i	s	ă	-	true
m	i	t	-	-	true
m	i	t	a	-	true
m	i	t	a	b	true
m	i	t	a	c	true
m	i	t	a	g	true
m	i	t	a	i	true
m	i	t	a	j	true
m	i	t	a	l	true
m	i	t	a	m	true
m	i	t	a	n	true
m	i	t	a	r	true
m	i	t	a	s	true
m	i	t	a	t	true
m	i	t	a	u	true
m	i	t	a	ș	true
m	i	t	a	ț	true
m	i	t	e	-	true
m	i	t	e	a	true
m	i	t	e	i	true
m	i	t	e	l	true
m	i	t	e	m	true
m	i	t	e	n	true
m	i	t	e	r	true
m	i	t	e	s	true
m	i	t	e	t	true
m	i	t	e	z	true
m	i	t	e	ț	true
m	i	t	h	r	true
m	i	t	h	s	false
m	i	t	i	c	true
m	i	t	i	e	true
m	i	t	i	f	true
m	i	t	i	g	true
m	i	t	i	n	true
m	i	t	i	p	true
m	i	t	i	r	true
m	i	t	i	s	true
m	i	t	i	t	true
m	i	t	i	v	true
m	i	t	i	z	true
m	i	t	o	-	true
m	i	t	o	a	true
m	i	t	o	c	true
m	i	t	o	g	true
m	i	t	o	l	true
m	i	t	o	m	true
m	i	t	o	n	true
m	i	t	o	r	true
m	i	t	o	s	true
m	i	t	o	t	true
m	i	t	o	z	true
m	i	t	r	a	true
m	i	t	r	e	true
m	i	t	r	i	true
m	i	t	r	o	true
m	i	t	r	ă	true
m	i	t	u	i	true
m	i	t	u	l	true
m	i	t	u	r	true
m	i	t	â	n	true
m	i	t	ă	-	true
m	i	t	ă	m	true
m	i	t	ă	r	true
m	i	t	ă	ț	true
m	i	u	-	-	true
m	i	u	l	-	true
m	i	u	l	u	true
m	i	u	n	c	true
m	i	u	o	n	true
m	i	u	r	b	true
m	i	u	r	g	true
m	i	u	r	i	true
m	i	u	s	c	true
m	i	u	ș	o	true
m	i	v	e	l	true
m	i	v	i	t	true
m	i	v	o	a	true
m	i	v	o	c	true
m	i	v	o	l	true
m	i	v	o	r	true
m	i	x	a	-	true
m	i	x	a	i	true
m	i	x	a	j	true
m	i	x	a	m	true
m	i	x	a	r	true
m	i	x	a	s	true
m	i	x	a	t	true
m	i	x	a	u	true
m	i	x	a	ș	true
m	i	x	a	ț	true
m	i	x	e	a	true
m	i	x	e	d	true
m	i	x	e	r	true
m	i	x	e	z	true
m	i	x	i	a	true
m	i	x	i	e	true
m	i	x	i	i	true
m	i	x	i	n	true
m	i	x	o	a	true
m	i	x	o	b	true
m	i	x	o	m	true
m	i	x	o	t	true
m	i	x	o	v	true
m	i	x	t	-	true
m	i	x	t	a	true
m	i	x	t	e	true
m	i	x	t	i	true
m	i	x	t	u	true
m	i	x	t	â	true
m	i	x	t	ă	true
m	i	x	â	n	true
m	i	x	ă	-	true
m	i	x	ă	m	true
m	i	x	ă	r	true
m	i	z	a	-	true
m	i	z	a	i	true
m	i	z	a	m	true
m	i	z	a	n	true
m	i	z	a	r	true
m	i	z	a	s	true
m	i	z	a	t	true
m	i	z	a	u	true
m	i	z	a	ș	true
m	i	z	a	ț	true
m	i	z	e	-	true
m	i	z	e	a	true
m	i	z	e	i	true
m	i	z	e	l	true
m	i	z	e	n	true
m	i	z	e	r	true
m	i	z	e	s	true
m	i	z	e	t	true
m	i	z	e	u	true
m	i	z	e	z	true
m	i	z	e	ș	true
m	i	z	i	-	true
m	i	z	i	d	true
m	i	z	i	e	true
m	i	z	i	i	true
m	i	z	i	l	true
m	i	z	i	m	true
m	i	z	i	n	true
m	i	z	i	r	true
m	i	z	i	s	true
m	i	z	i	t	true
m	i	z	i	u	true
m	i	z	i	ș	true
m	i	z	i	ț	true
m	i	z	o	a	true
m	i	z	o	l	true
m	i	z	o	r	true
m	i	z	â	n	true
m	i	z	ă	-	true
m	i	z	ă	m	true
m	i	z	ă	r	true
m	i	î	n	t	true
m	i	î	n	ă	true
m	i	ș	-	-	true
m	i	ș	c	-	true
m	i	ș	c	a	true
m	i	ș	c	â	true
m	i	ș	c	ă	true
m	i	ș	e	-	true
m	i	ș	e	a	true
m	i	ș	e	e	true
m	i	ș	e	i	true
m	i	ș	e	l	true
m	i	ș	e	n	true
m	i	ș	i	-	true
m	i	ș	i	i	true
m	i	ș	i	l	true
m	i	ș	i	n	true
m	i	ș	i	r	true
m	i	ș	l	i	true
m	i	ș	m	a	true
m	i	ș	o	a	true
m	i	ș	o	r	true
m	i	ș	t	e	true
m	i	ș	t	i	true
m	i	ș	t	o	true
m	i	ș	t	r	true
m	i	ș	u	i	true
m	i	ș	u	l	true
m	i	ș	u	n	true
m	i	ș	u	r	true
m	i	ș	ă	-	true
m	i	ț	a	-	true
m	i	ț	a	i	true
m	i	ț	a	m	true
m	i	ț	a	r	true
m	i	ț	a	s	true
m	i	ț	a	t	true
m	i	ț	a	u	true
m	i	ț	a	ș	true
m	i	ț	a	ț	true
m	i	ț	e	-	true
m	i	ț	e	a	true
m	i	ț	e	i	true
m	i	ț	e	l	true
m	i	ț	e	n	true
m	i	ț	e	z	true
m	i	ț	i	-	true
m	i	ț	i	a	true
m	i	ț	i	c	true
m	i	ț	i	i	true
m	i	ț	i	l	true
m	i	ț	i	u	true
m	i	ț	o	a	true
m	i	ț	o	i	true
m	i	ț	o	s	true
m	i	ț	o	ș	true
m	i	ț	u	i	true
m	i	ț	â	n	true
m	i	ț	ă	-	true
m	i	ț	ă	m	true
m	i	ț	ă	r	true
m	i	ț	ă	t	true
m	l	a	c	a	true
m	l	a	c	ă	true
m	l	a	d	a	true
m	l	a	d	ă	true
m	l	a	j	a	true
m	l	a	j	ă	true
m	l	a	u	t	false
m	l	a	ș	t	true
m	l	e	a	c	false
m	l	e	a	n	false
m	l	e	c	e	false
m	l	e	c	i	true
m	l	e	h	-	false
m	l	e	h	u	false
m	l	e	n	i	false
m	l	e	t	a	false
m	l	e	t	e	false
m	l	e	t	i	false
m	l	e	t	ă	false
m	l	g	d	a	false
m	l	i	n	-	false
m	l	i	n	e	false
m	l	i	n	o	false
m	l	i	n	u	false
m	l	o	c	u	false
m	l	u	n	a	false
m	l	â	c	-	false
m	l	â	c	u	false
m	l	ă	c	i	true
m	l	ă	d	i	true
m	l	ă	j	i	true
m	l	ă	z	i	true
m	l	ă	ș	t	true
m	m	-	-	-	false
m	m	e	-	-	false
m	m	e	t	r	false
m	m	e	t	r	true
m	m	e	u	l	false
m	m	e	u	r	false
m	m	i	n	i	false
m	m	o	d	o	false
m	m	u	m	-	false
m	m	u	m	u	false
m	n	-	-	-	false
m	n	a	-	-	false
m	n	a	b	i	false
m	n	a	c	e	false
m	n	a	c	o	false
m	n	a	i	-	false
m	n	a	l	-	false
m	n	a	l	a	false
m	n	a	l	e	false
m	n	a	l	i	false
m	n	a	l	m	false
m	n	a	l	u	false
m	n	a	l	â	false
m	n	a	l	ă	false
m	n	a	m	-	false
m	n	a	m	b	false
m	n	a	n	t	false
m	n	a	n	ț	false
m	n	a	r	-	false
m	n	a	r	e	false
m	n	a	r	i	false
m	n	a	r	u	false
m	n	a	r	ă	false
m	n	a	s	e	false
m	n	a	s	t	false
m	n	a	t	-	false
m	n	a	t	a	false
m	n	a	t	e	false
m	n	a	t	i	false
m	n	a	t	o	false
m	n	a	t	u	false
m	n	a	t	ă	false
m	n	a	u	-	false
m	n	a	v	i	false
m	n	a	z	i	false
m	n	a	z	i	true
m	n	a	ș	-	false
m	n	a	ș	i	false
m	n	a	ș	t	false
m	n	a	ș	u	false
m	n	a	ț	i	false
m	n	c	â	i	false
m	n	d	u	l	false
m	n	e	-	-	false
m	n	e	a	-	false
m	n	e	a	e	false
m	n	e	a	i	false
m	n	e	a	l	false
m	n	e	a	m	false
m	n	e	a	s	false
m	n	e	a	t	false
m	n	e	a	u	false
m	n	e	a	v	false
m	n	e	a	z	false
m	n	e	a	ț	false
m	n	e	e	-	false
m	n	e	e	a	false
m	n	e	e	i	false
m	n	e	e	l	false
m	n	e	i	-	false
m	n	e	i	i	false
m	n	e	l	e	false
m	n	e	l	o	false
m	n	e	m	o	true
m	n	e	s	c	false
m	n	e	s	t	false
m	n	e	t	e	false
m	n	e	t	i	false
m	n	e	z	-	false
m	n	e	z	a	false
m	n	e	z	a	true
m	n	e	z	e	false
m	n	e	z	e	true
m	n	e	z	i	false
m	n	e	z	i	true
m	n	e	z	ă	false
m	n	e	z	ă	true
m	n	e	ș	t	false
m	n	i	-	-	false
m	n	i	a	-	false
m	n	i	a	c	false
m	n	i	a	i	false
m	n	i	a	m	false
m	n	i	a	r	false
m	n	i	a	s	false
m	n	i	a	t	false
m	n	i	a	u	false
m	n	i	a	z	false
m	n	i	a	ș	false
m	n	i	a	ț	false
m	n	i	b	u	false
m	n	i	c	-	false
m	n	i	c	a	false
m	n	i	c	e	false
m	n	i	c	h	false
m	n	i	c	i	false
m	n	i	c	o	false
m	n	i	c	u	false
m	n	i	c	ă	false
m	n	i	d	i	false
m	n	i	e	-	false
m	n	i	e	i	false
m	n	i	e	m	false
m	n	i	e	r	false
m	n	i	e	z	false
m	n	i	f	e	false
m	n	i	f	i	false
m	n	i	f	o	false
m	n	i	g	r	false
m	n	i	i	-	false
m	n	i	i	l	false
m	n	i	i	n	false
m	n	i	l	a	false
m	n	i	l	o	false
m	n	i	m	-	false
m	n	i	m	e	false
m	n	i	n	d	false
m	n	i	o	a	false
m	n	i	o	s	false
m	n	i	o	t	false
m	n	i	o	ș	false
m	n	i	p	o	false
m	n	i	p	r	false
m	n	i	r	e	false
m	n	i	r	i	false
m	n	i	r	ă	false
m	n	i	s	a	false
m	n	i	s	c	false
m	n	i	s	e	false
m	n	i	s	m	false
m	n	i	s	t	false
m	n	i	t	-	false
m	n	i	t	a	false
m	n	i	t	e	false
m	n	i	t	o	false
m	n	i	t	u	false
m	n	i	t	ă	false
m	n	i	u	-	false
m	n	i	u	l	false
m	n	i	u	m	false
m	n	i	v	o	false
m	n	i	z	a	false
m	n	i	z	e	false
m	n	i	z	â	false
m	n	i	z	ă	false
m	n	i	ș	i	false
m	n	i	ș	o	false
m	n	i	ș	t	false
m	n	i	ț	a	false
m	n	i	ț	e	false
m	n	i	ț	i	false
m	n	i	ț	â	false
m	n	i	ț	ă	false
m	n	o	a	s	false
m	n	o	b	i	false
m	n	o	c	a	false
m	n	o	f	i	false
m	n	o	f	o	false
m	n	o	g	r	false
m	n	o	l	a	false
m	n	o	l	e	false
m	n	o	l	o	false
m	n	o	l	â	false
m	n	o	l	ă	false
m	n	o	r	o	false
m	n	o	s	-	false
m	n	o	s	o	false
m	n	o	s	p	false
m	n	o	t	-	false
m	n	o	t	e	false
m	n	o	t	u	false
m	n	o	ș	i	false
m	n	o	ț	i	false
m	n	u	l	-	false
m	n	u	l	c	false
m	n	u	l	d	false
m	n	u	l	e	false
m	n	u	l	i	false
m	n	u	l	u	false
m	n	u	r	i	false
m	n	u	t	a	false
m	n	u	ș	-	false
m	n	u	ș	e	false
m	n	u	ș	u	false
m	n	â	n	d	false
m	n	ă	-	-	false
m	n	ă	m	-	false
m	n	ă	m	a	false
m	n	ă	r	e	false
m	n	ă	r	i	false
m	n	ă	r	u	false
m	n	ă	t	a	false
m	n	ă	t	o	false
m	n	ă	t	u	false
m	n	ă	t	ă	false
m	n	ă	ț	e	false
m	n	ă	ț	i	false
m	o	-	-	-	true
m	o	a	-	-	true
m	o	a	c	a	true
m	o	a	c	e	true
m	o	a	c	u	true
m	o	a	c	ă	true
m	o	a	i	a	true
m	o	a	i	e	true
m	o	a	l	a	false
m	o	a	l	e	false
m	o	a	l	e	true
m	o	a	l	g	true
m	o	a	l	ă	false
m	o	a	l	ă	true
m	o	a	m	e	true
m	o	a	n	-	true
m	o	a	n	a	true
m	o	a	n	e	true
m	o	a	n	i	true
m	o	a	n	u	true
m	o	a	n	ă	true
m	o	a	p	r	true
m	o	a	r	-	true
m	o	a	r	a	true
m	o	a	r	e	true
m	o	a	r	i	true
m	o	a	r	t	true
m	o	a	r	u	true
m	o	a	r	â	true
m	o	a	r	ă	true
m	o	a	s	a	true
m	o	a	s	e	true
m	o	a	s	o	true
m	o	a	s	ă	true
m	o	a	u	l	true
m	o	a	z	a	true
m	o	a	z	e	true
m	o	a	z	â	true
m	o	a	z	ă	true
m	o	a	ș	a	true
m	o	a	ș	e	true
m	o	a	ș	t	true
m	o	a	ș	ă	true
m	o	a	ț	a	true
m	o	a	ț	e	true
m	o	a	ț	ă	true
m	o	b	a	r	true
m	o	b	i	l	true
m	o	b	i	o	true
m	o	b	l	a	true
m	o	b	o	t	true
m	o	c	-	-	false
m	o	c	-	-	true
m	o	c	a	-	true
m	o	c	a	n	true
m	o	c	a	r	true
m	o	c	a	s	true
m	o	c	a	u	true
m	o	c	e	a	true
m	o	c	e	n	true
m	o	c	e	t	true
m	o	c	h	e	true
m	o	c	h	i	false
m	o	c	h	i	true
m	o	c	i	-	true
m	o	c	i	a	true
m	o	c	i	i	true
m	o	c	i	l	true
m	o	c	i	n	true
m	o	c	i	r	true
m	o	c	i	s	true
m	o	c	i	t	true
m	o	c	l	a	true
m	o	c	l	i	true
m	o	c	n	e	true
m	o	c	n	i	true
m	o	c	o	a	true
m	o	c	o	c	true
m	o	c	o	f	true
m	o	c	o	l	true
m	o	c	o	m	true
m	o	c	o	n	true
m	o	c	o	p	true
m	o	c	o	r	true
m	o	c	o	ș	true
m	o	c	r	a	true
