b10	a01	a12	a23	a34	syl
i	u	l	a	-	false
i	u	l	a	f	false
i	u	l	a	m	false
i	u	l	a	n	false
i	u	l	a	n	true
i	u	l	a	r	false
i	u	l	a	s	false
i	u	l	a	ț	false
i	u	l	b	e	false
i	u	l	b	r	false
i	u	l	c	u	false
i	u	l	d	e	false
i	u	l	d	r	false
i	u	l	e	-	false
i	u	l	e	-	true
i	u	l	e	a	false
i	u	l	e	i	false
i	u	l	e	i	true
i	u	l	e	l	false
i	u	l	e	s	false
i	u	l	e	t	false
i	u	l	e	ș	false
i	u	l	e	ț	false
i	u	l	e	ț	true
i	u	l	f	u	false
i	u	l	g	i	false
i	u	l	i	-	false
i	u	l	i	a	false
i	u	l	i	c	false
i	u	l	i	c	true
i	u	l	i	e	false
i	u	l	i	i	false
i	u	l	i	l	false
i	u	l	i	m	false
i	u	l	i	n	false
i	u	l	i	r	false
i	u	l	i	s	false
i	u	l	i	t	false
i	u	l	i	u	false
i	u	l	i	ș	false
i	u	l	i	ț	false
i	u	l	i	ț	true
i	u	l	l	u	false
i	u	l	n	e	false
i	u	l	o	a	false
i	u	l	o	i	false
i	u	l	o	i	true
i	u	l	p	a	false
i	u	l	p	ă	false
i	u	l	t	ă	false
i	u	l	u	i	false
i	u	l	u	i	true
i	u	l	u	l	false
i	u	l	u	r	false
i	u	l	ă	-	false
i	u	m	-	-	false
i	u	m	-	-	true
i	u	m	a	-	false
i	u	m	a	a	false
i	u	m	a	i	false
i	u	m	a	m	false
i	u	m	a	n	false
i	u	m	a	n	true
i	u	m	a	r	false
i	u	m	a	s	false
i	u	m	a	t	false
i	u	m	a	u	false
i	u	m	a	ș	false
i	u	m	a	ț	false
i	u	m	b	-	false
i	u	m	b	i	false
i	u	m	b	u	false
i	u	m	e	-	false
i	u	m	e	i	false
i	u	m	e	l	false
i	u	m	f	-	true
i	u	m	f	a	false
i	u	m	f	a	true
i	u	m	f	e	true
i	u	m	f	i	true
i	u	m	f	u	true
i	u	m	f	â	true
i	u	m	f	ă	true
i	u	m	i	-	false
i	u	m	i	i	false
i	u	m	i	l	false
i	u	m	i	n	false
i	u	m	i	o	false
i	u	m	i	z	false
i	u	m	n	i	false
i	u	m	o	a	false
i	u	m	o	s	false
i	u	m	o	ș	false
i	u	m	p	-	false
i	u	m	p	e	false
i	u	m	p	e	true
i	u	m	p	i	false
i	u	m	p	u	false
i	u	m	t	e	true
i	u	m	u	l	false
i	u	m	u	l	true
i	u	m	u	r	false
i	u	m	u	r	true
i	u	m	v	i	true
i	u	m	â	n	false
i	u	m	ă	-	false
i	u	m	ă	f	false
i	u	m	ă	m	false
i	u	m	ă	r	false
i	u	m	ă	t	false
i	u	n	-	-	false
i	u	n	-	-	true
i	u	n	a	-	false
i	u	n	a	-	true
i	u	n	a	i	false
i	u	n	a	m	false
i	u	n	a	n	true
i	u	n	a	r	false
i	u	n	a	s	false
i	u	n	a	t	false
i	u	n	a	u	false
i	u	n	a	ș	false
i	u	n	a	ț	false
i	u	n	c	h	false
i	u	n	c	i	false
i	u	n	d	e	false
i	u	n	d	e	true
i	u	n	e	-	false
i	u	n	e	-	true
i	u	n	e	a	false
i	u	n	e	a	true
i	u	n	e	i	false
i	u	n	e	i	true
i	u	n	e	l	false
i	u	n	e	l	true
i	u	n	e	s	false
i	u	n	e	z	false
i	u	n	e	ș	false
i	u	n	g	-	false
i	u	n	g	e	false
i	u	n	g	h	false
i	u	n	g	h	true
i	u	n	g	i	false
i	u	n	g	ă	false
i	u	n	i	-	false
i	u	n	i	-	true
i	u	n	i	c	false
i	u	n	i	e	false
i	u	n	i	i	false
i	u	n	i	i	true
i	u	n	i	l	false
i	u	n	i	l	true
i	u	n	i	m	false
i	u	n	i	n	false
i	u	n	i	o	true
i	u	n	i	r	false
i	u	n	i	s	false
i	u	n	i	t	false
i	u	n	i	v	false
i	u	n	i	v	true
i	u	n	i	ș	false
i	u	n	i	ț	false
i	u	n	o	a	false
i	u	n	o	r	false
i	u	n	o	r	true
i	u	n	o	s	false
i	u	n	o	ș	false
i	u	n	t	-	false
i	u	n	t	e	false
i	u	n	t	i	false
i	u	n	t	ă	false
i	u	n	u	i	false
i	u	n	u	i	true
i	u	n	u	l	false
i	u	n	u	l	true
i	u	n	u	r	false
i	u	n	â	n	false
i	u	n	ă	-	false
i	u	n	ă	m	false
i	u	n	ț	i	false
i	u	o	n	-	false
i	u	o	n	i	false
i	u	o	n	u	false
i	u	p	-	-	false
i	u	p	a	t	false
i	u	p	e	a	false
i	u	p	e	l	false
i	u	p	e	r	false
i	u	p	e	s	false
i	u	p	e	ș	false
i	u	p	i	-	false
i	u	p	i	i	false
i	u	p	i	m	false
i	u	p	i	n	false
i	u	p	i	r	false
i	u	p	i	s	false
i	u	p	i	t	false
i	u	p	i	u	false
i	u	p	i	ș	false
i	u	p	i	ț	false
i	u	p	u	l	false
i	u	p	u	r	false
i	u	r	-	-	false
i	u	r	-	-	true
i	u	r	a	-	false
i	u	r	a	-	true
i	u	r	a	i	false
i	u	r	a	m	false
i	u	r	a	r	false
i	u	r	a	s	false
i	u	r	a	t	false
i	u	r	a	u	false
i	u	r	a	ș	false
i	u	r	a	ț	false
i	u	r	b	a	false
i	u	r	b	a	true
i	u	r	d	-	true
i	u	r	d	a	false
i	u	r	d	e	false
i	u	r	d	e	true
i	u	r	d	i	false
i	u	r	d	ă	false
i	u	r	d	ă	true
i	u	r	e	-	false
i	u	r	e	a	false
i	u	r	e	c	false
i	u	r	e	c	true
i	u	r	e	l	false
i	u	r	e	s	false
i	u	r	e	t	false
i	u	r	e	t	true
i	u	r	e	u	false
i	u	r	e	z	false
i	u	r	e	z	true
i	u	r	e	ș	false
i	u	r	g	-	true
i	u	r	g	h	false
i	u	r	g	i	false
i	u	r	g	i	true
i	u	r	g	u	true
i	u	r	i	-	false
i	u	r	i	-	true
i	u	r	i	a	false
i	u	r	i	a	true
i	u	r	i	d	false
i	u	r	i	d	true
i	u	r	i	e	false
i	u	r	i	e	true
i	u	r	i	i	false
i	u	r	i	i	true
i	u	r	i	l	false
i	u	r	i	l	true
i	u	r	i	m	false
i	u	r	i	n	false
i	u	r	i	r	false
i	u	r	i	s	false
i	u	r	i	t	false
i	u	r	i	u	false
i	u	r	i	ș	false
i	u	r	i	ț	false
i	u	r	l	a	false
i	u	r	l	u	false
i	u	r	n	-	false
i	u	r	n	-	true
i	u	r	n	a	true
i	u	r	n	e	false
i	u	r	n	e	true
i	u	r	n	i	false
i	u	r	n	i	true
i	u	r	n	ă	false
i	u	r	n	ă	true
i	u	r	o	a	false
i	u	r	o	i	false
i	u	r	o	i	true
i	u	r	o	s	false
i	u	r	o	ș	false
i	u	r	s	u	true
i	u	r	t	a	false
i	u	r	t	e	false
i	u	r	t	ă	false
i	u	r	u	c	false
i	u	r	u	e	false
i	u	r	u	i	false
i	u	r	u	l	false
i	u	r	u	l	true
i	u	r	u	m	false
i	u	r	u	r	false
i	u	r	z	i	true
i	u	r	â	n	false
i	u	r	ă	-	false
i	u	r	ă	-	true
i	u	r	ă	m	false
i	u	r	ă	m	true
i	u	r	ă	r	false
i	u	r	ă	ț	false
i	u	r	ă	ț	true
i	u	s	-	-	false
i	u	s	-	-	true
i	u	s	c	a	true
i	u	s	e	-	false
i	u	s	e	-	true
i	u	s	e	m	false
i	u	s	e	m	true
i	u	s	e	r	false
i	u	s	e	r	true
i	u	s	e	ș	false
i	u	s	e	ș	true
i	u	s	i	u	false
i	u	s	o	a	false
i	u	s	o	r	false
i	u	s	u	l	false
i	u	s	u	l	true
i	u	s	u	r	false
i	u	t	-	-	false
i	u	t	-	-	true
i	u	t	a	-	false
i	u	t	e	-	false
i	u	t	e	-	true
i	u	t	e	i	false
i	u	t	e	l	false
i	u	t	i	ș	false
i	u	t	o	a	false
i	u	t	o	a	true
i	u	t	o	r	false
i	u	t	o	r	true
i	u	t	u	r	false
i	u	t	ă	-	false
i	u	t	ă	-	true
i	u	u	u	-	false
i	u	v	a	i	false
i	u	v	a	i	true
i	u	v	a	ș	false
i	u	v	e	a	false
i	u	v	e	n	false
i	u	v	e	t	false
i	u	z	a	r	false
i	u	z	b	a	false
i	u	z	b	u	false
i	u	z	i	-	false
i	u	z	i	i	false
i	u	z	i	l	false
i	u	z	i	s	false
i	u	z	i	ș	false
i	u	â	n	d	false
i	u	â	n	d	true
i	u	ă	-	-	false
i	u	ă	-	-	true
i	u	ă	m	-	false
i	u	ă	m	-	true
i	u	ă	r	i	false
i	u	ș	-	-	false
i	u	ș	-	-	true
i	u	ș	a	-	false
i	u	ș	c	a	false
i	u	ș	c	e	false
i	u	ș	c	ă	false
i	u	ș	e	-	false
i	u	ș	e	i	false
i	u	ș	e	l	false
i	u	ș	i	-	false
i	u	ș	i	-	true
i	u	ș	i	i	false
i	u	ș	i	l	false
i	u	ș	n	e	false
i	u	ș	n	i	false
i	u	ș	o	a	false
i	u	ș	o	a	true
i	u	ș	o	r	false
i	u	ș	o	r	true
i	u	ș	t	e	false
i	u	ș	t	i	false
i	u	ș	u	l	false
i	u	ș	u	l	true
i	u	ș	u	r	false
i	u	ș	u	r	true
i	u	ș	ă	-	false
i	u	ț	-	-	false
i	u	ț	-	-	true
i	u	ț	a	-	false
i	u	ț	a	-	true
i	u	ț	a	l	false
i	u	ț	a	r	false
i	u	ț	e	-	false
i	u	ț	e	-	true
i	u	ț	e	a	false
i	u	ț	e	i	false
i	u	ț	e	i	true
i	u	ț	e	l	false
i	u	ț	e	l	true
i	u	ț	e	s	false
i	u	ț	e	ș	false
i	u	ț	i	-	false
i	u	ț	i	-	true
i	u	ț	i	i	false
i	u	ț	i	i	true
i	u	ț	i	l	false
i	u	ț	i	l	true
i	u	ț	i	m	false
i	u	ț	i	n	false
i	u	ț	i	r	false
i	u	ț	i	s	false
i	u	ț	i	t	false
i	u	ț	i	u	false
i	u	ț	i	ș	false
i	u	ț	i	ț	false
i	u	ț	u	l	false
i	u	ț	u	l	true
i	u	ț	ă	-	false
i	u	ț	ă	-	true
i	v	-	-	-	false
i	v	a	-	-	true
i	v	a	b	i	true
i	v	a	c	-	true
i	v	a	c	c	true
i	v	a	c	e	true
i	v	a	c	i	true
i	v	a	c	u	true
i	v	a	d	a	true
i	v	a	d	i	true
i	v	a	d	ă	true
i	v	a	g	a	true
i	v	a	g	h	true
i	v	a	g	â	true
i	v	a	g	ă	true
i	v	a	i	-	true
i	v	a	j	-	true
i	v	a	j	e	true
i	v	a	j	u	true
i	v	a	l	-	true
i	v	a	l	a	true
i	v	a	l	e	true
i	v	a	l	i	true
i	v	a	l	t	true
i	v	a	l	u	true
i	v	a	l	v	true
i	v	a	l	â	true
i	v	a	l	ă	true
i	v	a	m	-	true
i	v	a	n	-	true
i	v	a	n	c	true
i	v	a	n	d	true
i	v	a	n	e	true
i	v	a	n	i	true
i	v	a	n	o	true
i	v	a	n	t	true
i	v	a	n	u	true
i	v	a	n	ă	true
i	v	a	n	ț	true
i	v	a	r	-	true
i	v	a	r	a	true
i	v	a	r	e	true
i	v	a	r	i	true
i	v	a	r	u	true
i	v	a	r	ă	true
i	v	a	s	c	true
i	v	a	s	e	true
i	v	a	t	-	true
i	v	a	t	a	true
i	v	a	t	e	true
i	v	a	t	i	true
i	v	a	t	o	true
i	v	a	t	u	true
i	v	a	t	ă	true
i	v	a	u	-	true
i	v	a	z	-	true
i	v	a	z	e	true
i	v	a	z	u	true
i	v	a	ș	i	true
i	v	a	ț	i	true
i	v	e	-	-	true
i	v	e	a	-	true
i	v	e	a	i	true
i	v	e	a	l	true
i	v	e	a	m	true
i	v	e	a	r	true
i	v	e	a	s	true
i	v	e	a	u	true
i	v	e	a	z	true
i	v	e	a	ț	true
i	v	e	c	e	true
i	v	e	c	i	true
i	v	e	d	e	true
i	v	e	g	h	true
i	v	e	i	-	true
i	v	e	l	-	true
i	v	e	l	a	true
i	v	e	l	e	true
i	v	e	l	i	true
i	v	e	l	m	true
i	v	e	l	o	true
i	v	e	l	u	true
i	v	e	l	â	true
i	v	e	l	ă	true
i	v	e	n	c	true
i	v	e	n	e	true
i	v	e	n	i	true
i	v	e	n	t	true
i	v	e	n	ț	true
i	v	e	r	a	true
i	v	e	r	b	true
i	v	e	r	d	true
i	v	e	r	e	true
i	v	e	r	g	true
i	v	e	r	i	true
i	v	e	r	n	true
i	v	e	r	s	true
i	v	e	r	t	true
i	v	e	r	z	true
i	v	e	r	ș	true
i	v	e	s	c	true
i	v	e	t	a	true
i	v	e	t	e	true
i	v	e	t	ă	true
i	v	e	z	-	true
i	v	e	z	e	true
i	v	e	z	i	true
i	v	e	ș	t	true
i	v	i	-	-	false
i	v	i	-	-	true
i	v	i	a	-	true
i	v	i	a	l	true
i	v	i	a	n	true
i	v	i	b	r	true
i	v	i	c	-	true
i	v	i	c	e	true
i	v	i	c	i	true
i	v	i	c	o	true
i	v	i	c	ă	true
i	v	i	d	-	true
i	v	i	d	a	true
i	v	i	d	e	true
i	v	i	d	i	true
i	v	i	d	o	true
i	v	i	d	u	true
i	v	i	d	ă	true
i	v	i	e	-	true
i	v	i	e	i	true
i	v	i	e	n	true
i	v	i	e	r	true
i	v	i	f	i	true
i	v	i	g	h	true
i	v	i	i	-	true
i	v	i	i	i	true
i	v	i	i	l	true
i	v	i	l	-	true
i	v	i	l	e	true
i	v	i	l	i	true
i	v	i	l	m	true
i	v	i	l	o	true
i	v	i	l	ă	true
i	v	i	m	-	true
i	v	i	m	e	true
i	v	i	n	-	true
i	v	i	n	a	true
i	v	i	n	d	true
i	v	i	n	e	true
i	v	i	n	i	true
i	v	i	n	ă	true
i	v	i	n	ț	true
i	v	i	o	a	true
i	v	i	o	g	true
i	v	i	o	m	true
i	v	i	p	a	true
i	v	i	r	a	true
i	v	i	r	e	true
i	v	i	r	i	true
i	v	i	r	u	true
i	v	i	r	ă	true
i	v	i	s	c	true
i	v	i	s	e	true
i	v	i	s	i	true
i	v	i	s	m	true
i	v	i	s	t	true
i	v	i	t	-	true
i	v	i	t	a	true
i	v	i	t	e	true
i	v	i	t	i	true
i	v	i	t	o	true
i	v	i	t	u	true
i	v	i	t	ă	true
i	v	i	u	-	true
i	v	i	u	l	true
i	v	i	u	m	true
i	v	i	z	-	true
i	v	i	z	a	true
i	v	i	z	e	true
i	v	i	z	i	true
i	v	i	z	o	true
i	v	i	z	â	true
i	v	i	z	ă	true
i	v	i	ș	i	true
i	v	i	ș	t	true
i	v	i	ț	i	true
i	v	l	e	a	true
i	v	l	e	s	true
i	v	l	e	ș	true
i	v	l	i	-	true
i	v	l	i	c	true
i	v	l	i	i	true
i	v	l	i	m	true
i	v	l	i	n	true
i	v	l	i	r	true
i	v	l	i	s	true
i	v	l	i	t	true
i	v	l	i	ș	true
i	v	l	i	ț	true
i	v	n	i	c	false
i	v	n	i	ț	false
i	v	o	-	-	true
i	v	o	a	l	true
i	v	o	a	r	true
i	v	o	a	s	true
i	v	o	c	-	true
i	v	o	c	a	true
i	v	o	c	e	true
i	v	o	c	i	true
i	v	o	c	u	true
i	v	o	c	â	true
i	v	o	c	ă	true
i	v	o	e	c	true
i	v	o	g	l	true
i	v	o	g	r	true
i	v	o	i	-	true
i	v	o	i	i	true
i	v	o	i	l	true
i	v	o	i	n	true
i	v	o	i	u	true
i	v	o	l	-	true
i	v	o	l	a	true
i	v	o	l	e	true
i	v	o	l	i	true
i	v	o	l	o	true
i	v	o	l	t	true
i	v	o	l	u	true
i	v	o	l	ă	true
i	v	o	l	ț	true
i	v	o	m	e	true
i	v	o	m	i	true
i	v	o	p	l	true
i	v	o	r	-	true
i	v	o	r	a	true
i	v	o	r	e	true
i	v	o	r	i	true
i	v	o	r	n	true
i	v	o	r	u	true
i	v	o	r	ă	true
i	v	o	r	ț	true
i	v	o	s	-	true
i	v	o	s	u	true
i	v	o	t	-	true
i	v	o	t	a	true
i	v	o	t	e	true
i	v	o	t	u	true
i	v	o	t	â	true
i	v	o	t	ă	true
i	v	o	z	a	true
i	v	o	z	e	true
i	v	o	z	ă	true
i	v	o	ș	i	true
i	v	o	ț	i	true
i	v	r	a	-	true
i	v	r	a	b	true
i	v	r	a	i	true
i	v	r	a	j	true
i	v	r	a	m	true
i	v	r	a	n	true
i	v	r	a	r	true
i	v	r	a	s	true
i	v	r	a	t	true
i	v	r	a	u	true
i	v	r	a	ș	true
i	v	r	a	ț	true
i	v	r	e	-	true
i	v	r	e	a	true
i	v	r	e	i	true
i	v	r	e	l	true
i	v	r	e	s	true
i	v	r	e	t	true
i	v	r	e	z	true
i	v	r	e	ș	true
i	v	r	o	a	true
i	v	r	o	r	true
i	v	r	â	n	true
i	v	r	ă	-	true
i	v	r	ă	m	true
i	v	r	ă	r	true
i	v	u	a	c	true
i	v	u	i	-	true
i	v	u	i	a	true
i	v	u	i	e	true
i	v	u	i	i	true
i	v	u	i	m	true
i	v	u	i	n	true
i	v	u	i	r	true
i	v	u	i	s	true
i	v	u	i	t	true
i	v	u	i	ș	true
i	v	u	i	ț	true
i	v	u	l	-	true
i	v	u	l	e	true
i	v	u	l	g	true
i	v	u	l	s	true
i	v	u	l	u	true
i	v	u	r	a	true
i	v	u	r	i	true
i	v	u	r	ă	true
i	v	u	ț	a	true
i	v	u	ț	e	true
i	v	u	ț	ă	true
i	v	â	n	d	true
i	v	â	n	t	true
i	v	ă	-	-	true
i	v	ă	m	-	true
i	v	ă	n	e	true
i	v	ă	n	i	true
i	v	ă	r	-	true
i	v	ă	r	a	true
i	v	ă	r	e	true
i	v	ă	r	i	true
i	v	ă	r	u	true
i	v	ă	r	ă	true
i	v	ă	z	u	true
i	v	ă	ț	-	true
i	v	ă	ț	u	true
i	w	a	t	t	true
i	w	a	ț	i	true
i	w	i	-	-	true
i	w	i	u	l	true
i	x	-	-	-	false
i	x	a	-	-	true
i	x	a	b	i	true
i	x	a	i	-	true
i	x	a	j	-	true
i	x	a	j	e	true
i	x	a	j	u	true
i	x	a	l	-	true
i	x	a	l	e	true
i	x	a	l	i	true
i	x	a	l	ă	true
i	x	a	m	-	true
i	x	a	r	e	true
i	x	a	r	ă	true
i	x	a	s	e	true
i	x	a	t	-	true
i	x	a	t	e	true
i	x	a	t	i	true
i	x	a	t	o	true
i	x	a	t	ă	true
i	x	a	u	-	true
i	x	a	ș	i	true
i	x	a	ț	i	true
i	x	e	-	-	true
i	x	e	a	z	true
i	x	e	d	e	false
i	x	e	d	e	true
i	x	e	i	-	true
i	x	e	l	e	true
i	x	e	l	o	true
i	x	e	r	-	true
i	x	e	r	e	true
i	x	e	r	u	true
i	x	e	z	-	true
i	x	e	z	e	true
i	x	e	z	i	true
i	x	i	a	-	true
i	x	i	a	i	true
i	x	i	a	m	true
i	x	i	a	n	true
i	x	i	a	r	true
i	x	i	a	s	true
i	x	i	a	t	true
i	x	i	a	u	true
i	x	i	a	z	true
i	x	i	a	ș	true
i	x	i	a	ț	true
i	x	i	c	-	true
i	x	i	c	e	true
i	x	i	c	i	true
i	x	i	c	ă	true
i	x	i	d	a	true
i	x	i	d	e	true
i	x	i	d	ă	true
i	x	i	e	-	true
i	x	i	e	i	true
i	x	i	e	l	true
i	x	i	e	m	true
i	x	i	e	r	true
i	x	i	e	z	true
i	x	i	i	-	true
i	x	i	i	l	true
i	x	i	i	n	true
i	x	i	n	a	true
i	x	i	n	e	true
i	x	i	n	g	true
i	x	i	n	ă	true
i	x	i	r	-	true
i	x	i	r	e	true
i	x	i	r	u	true
i	x	i	s	-	true
i	x	i	s	m	true
i	x	i	s	t	true
i	x	i	s	u	true
i	x	i	t	a	true
i	x	i	t	ă	true
i	x	i	ș	t	true
i	x	o	a	m	true
i	x	o	b	a	true
i	x	o	i	d	true
i	x	o	i	z	true
i	x	o	m	-	true
i	x	o	m	a	true
i	x	o	m	i	true
i	x	o	m	u	true
i	x	o	t	r	true
i	x	o	v	i	true
i	x	p	a	r	false
i	x	t	-	-	false
i	x	t	a	-	false
i	x	t	a	i	false
i	x	t	a	m	false
i	x	t	a	r	false
i	x	t	a	s	false
i	x	t	a	t	false
i	x	t	a	u	false
i	x	t	a	ș	false
i	x	t	a	ț	false
i	x	t	e	-	false
i	x	t	e	a	false
i	x	t	e	i	false
i	x	t	e	l	false
i	x	t	e	z	false
i	x	t	i	l	false
i	x	t	i	u	false
i	x	t	u	o	false
i	x	t	u	r	false
i	x	t	â	n	false
i	x	t	ă	-	false
i	x	t	ă	m	false
i	x	t	ă	r	false
i	x	u	l	-	true
i	x	u	l	u	true
i	x	u	r	i	true
i	x	â	n	d	true
i	x	ă	-	-	true
i	x	ă	m	-	true
i	x	ă	r	i	true
i	z	-	-	-	false
i	z	a	-	-	true
i	z	a	b	e	true
i	z	a	b	i	true
i	z	a	c	a	true
i	z	a	c	e	true
i	z	a	c	ă	true
i	z	a	d	e	true
i	z	a	h	a	true
i	z	a	i	-	true
i	z	a	j	-	true
i	z	a	j	a	true
i	z	a	j	e	true
i	z	a	j	u	true
i	z	a	j	â	true
i	z	a	j	ă	true
i	z	a	m	-	true
i	z	a	m	e	true
i	z	a	m	i	true
i	z	a	m	u	true
i	z	a	n	-	true
i	z	a	n	a	true
i	z	a	n	e	true
i	z	a	n	i	true
i	z	a	n	o	false
i	z	a	n	o	true
i	z	a	n	s	false
i	z	a	n	s	true
i	z	a	n	t	false
i	z	a	n	t	true
i	z	a	n	u	true
i	z	a	n	ă	true
i	z	a	n	ț	true
i	z	a	r	-	true
i	z	a	r	e	true
i	z	a	r	i	true
i	z	a	r	ă	true
i	z	a	s	e	true
i	z	a	t	-	true
i	z	a	t	a	true
i	z	a	t	e	true
i	z	a	t	i	true
i	z	a	t	o	true
i	z	a	t	u	true
i	z	a	t	ă	true
i	z	a	u	-	true
i	z	a	v	i	true
i	z	a	ș	i	true
i	z	a	ț	i	true
i	z	b	a	-	false
i	z	b	a	v	false
i	z	b	e	-	false
i	z	b	e	a	false
i	z	b	e	i	false
i	z	b	e	l	false
i	z	b	e	s	false
i	z	b	e	ș	false
i	z	b	i	-	false
i	z	b	i	i	false
i	z	b	i	m	false
i	z	b	i	n	false
i	z	b	i	r	false
i	z	b	i	s	false
i	z	b	i	t	false
i	z	b	i	z	false
i	z	b	i	ș	false
i	z	b	i	ț	false
i	z	b	u	c	false
i	z	b	u	t	false
i	z	b	â	n	false
i	z	b	ă	-	false
i	z	b	ă	v	false
i	z	d	-	-	false
i	z	d	a	t	false
i	z	d	a	v	false
i	z	d	e	a	false
i	z	d	e	i	false
i	z	d	e	i	true
i	z	d	e	l	false
i	z	d	u	i	false
i	z	d	u	l	false
i	z	d	u	r	false
i	z	e	-	-	true
i	z	e	a	-	true
i	z	e	a	f	true
i	z	e	a	i	true
i	z	e	a	m	true
i	z	e	a	s	true
i	z	e	a	u	true
i	z	e	a	z	true
i	z	e	a	ț	true
i	z	e	c	e	true
i	z	e	c	i	true
i	z	e	e	-	true
i	z	e	e	l	true
i	z	e	i	-	true
i	z	e	i	c	true
i	z	e	i	i	true
i	z	e	i	l	true
i	z	e	l	a	true
i	z	e	l	e	true
i	z	e	l	o	true
i	z	e	l	u	true
i	z	e	l	â	true
i	z	e	l	ă	true
i	z	e	m	-	true
i	z	e	m	e	true
i	z	e	m	u	true
i	z	e	n	a	true
i	z	e	n	e	true
i	z	e	n	i	true
i	z	e	n	t	false
i	z	e	n	t	true
i	z	e	n	ă	true
i	z	e	r	-	true
i	z	e	r	a	true
i	z	e	r	e	true
i	z	e	r	i	true
i	z	e	r	u	true
i	z	e	r	ă	true
i	z	e	s	c	true
i	z	e	t	-	true
i	z	e	t	a	true
i	z	e	t	e	true
i	z	e	t	u	true
i	z	e	t	ă	true
i	z	e	u	-	true
i	z	e	u	l	true
i	z	e	u	x	true
i	z	e	z	-	true
i	z	e	z	a	true
i	z	e	z	e	true
i	z	e	z	i	true
i	z	e	z	ă	true
i	z	e	ș	t	true
i	z	e	ț	-	true
i	z	e	ț	u	true
i	z	g	o	m	false
i	z	g	o	n	false
i	z	g	r	a	false
i	z	i	-	-	false
i	z	i	-	-	true
i	z	i	a	-	true
i	z	i	a	c	true
i	z	i	a	n	true
i	z	i	b	i	true
i	z	i	c	-	true
i	z	i	c	a	true
i	z	i	c	e	true
i	z	i	c	i	true
i	z	i	c	u	true
i	z	i	c	ă	true
i	z	i	d	e	true
i	z	i	d	u	true
i	z	i	e	-	true
i	z	i	e	i	true
i	z	i	e	n	true
i	z	i	e	r	true
i	z	i	f	o	true
i	z	i	g	e	true
i	z	i	g	i	true
i	z	i	g	o	true
i	z	i	i	-	true
i	z	i	i	l	true
i	z	i	l	e	true
i	z	i	l	o	true
i	z	i	m	-	true
i	z	i	m	e	true
i	z	i	m	i	true
i	z	i	n	a	true
i	z	i	n	d	true
i	z	i	n	e	true
i	z	i	n	i	true
i	z	i	n	ă	true
i	z	i	o	a	true
i	z	i	o	c	true
i	z	i	o	f	true
i	z	i	o	g	true
i	z	i	o	l	true
i	z	i	o	m	true
i	z	i	o	n	true
i	z	i	o	p	true
i	z	i	o	t	true
i	z	i	p	a	true
i	z	i	p	e	true
i	z	i	r	-	true
i	z	i	r	a	true
i	z	i	r	e	true
i	z	i	r	i	true
i	z	i	r	u	true
i	z	i	r	ă	true
i	z	i	s	e	true
i	z	i	t	-	true
i	z	i	t	a	true
i	z	i	t	e	true
i	z	i	t	i	true
i	z	i	t	o	true
i	z	i	t	u	true
i	z	i	t	â	true
i	z	i	t	ă	true
i	z	i	u	-	true
i	z	i	u	n	true
i	z	i	ș	i	true
i	z	i	ț	i	true
i	z	l	a	z	false
i	z	m	a	-	false
i	z	m	a	b	false
i	z	m	a	r	false
i	z	m	a	ș	false
i	z	m	e	-	false
i	z	m	e	i	false
i	z	m	e	l	false
i	z	m	e	n	false
i	z	m	u	i	false
i	z	m	u	l	false
i	z	m	ă	-	false
i	z	m	ă	r	false
i	z	m	ă	t	false
i	z	n	a	i	false
i	z	n	o	a	false
i	z	o	-	-	true
i	z	o	a	l	true
i	z	o	a	m	true
i	z	o	a	n	true
i	z	o	a	r	true
i	z	o	a	t	true
i	z	o	b	a	true
i	z	o	b	u	true
i	z	o	c	h	true
i	z	o	c	i	true
i	z	o	c	l	true
i	z	o	c	o	true
i	z	o	c	r	true
i	z	o	c	t	true
i	z	o	d	e	true
i	z	o	d	i	true
i	z	o	d	o	true
i	z	o	e	d	true
i	z	o	e	l	true
i	z	o	f	a	true
i	z	o	f	i	true
i	z	o	f	o	true
i	z	o	f	r	true
i	z	o	g	a	true
i	z	o	g	e	true
i	z	o	g	o	true
i	z	o	g	r	true
i	z	o	h	i	true
i	z	o	i	d	true
i	z	o	i	z	true
i	z	o	l	-	true
i	z	o	l	a	true
i	z	o	l	e	true
i	z	o	l	i	true
i	z	o	l	o	true
i	z	o	l	u	true
i	z	o	l	v	true
i	z	o	l	â	true
i	z	o	l	ă	true
i	z	o	m	-	true
i	z	o	m	a	true
i	z	o	m	e	true
i	z	o	m	i	true
i	z	o	m	o	true
i	z	o	m	u	true
i	z	o	n	-	true
i	z	o	n	a	true
i	z	o	n	e	true
i	z	o	n	i	true
i	z	o	n	t	true
i	z	o	n	u	true
i	z	o	n	ă	true
i	z	o	o	c	true
i	z	o	o	s	true
i	z	o	o	t	true
i	z	o	p	a	true
i	z	o	p	e	true
i	z	o	p	i	true
i	z	o	p	l	true
i	z	o	p	o	true
i	z	o	p	r	true
i	z	o	p	t	true
i	z	o	r	-	true
i	z	o	r	a	true
i	z	o	r	i	true
i	z	o	r	u	true
i	z	o	s	e	true
i	z	o	s	f	true
i	z	o	s	p	true
i	z	o	s	t	true
i	z	o	t	a	true
i	z	o	t	e	true
i	z	o	t	i	true
i	z	o	t	o	true
i	z	o	t	r	true
i	z	o	t	â	true
i	z	o	t	ă	true
