b32	b21	b10	a01	a12	syl
i	l	i	s	e	true
i	l	i	s	i	true
i	l	i	s	m	false
i	l	i	s	t	false
i	l	i	s	u	true
i	l	i	t	-	false
i	l	i	t	a	true
i	l	i	t	e	true
i	l	i	t	i	true
i	l	i	t	o	true
i	l	i	t	r	true
i	l	i	t	u	true
i	l	i	t	â	true
i	l	i	t	ă	true
i	l	i	u	-	false
i	l	i	u	i	false
i	l	i	u	l	false
i	l	i	u	l	true
i	l	i	u	ț	true
i	l	i	v	e	true
i	l	i	v	o	true
i	l	i	w	a	true
i	l	i	z	a	true
i	l	i	z	e	true
i	l	i	z	i	true
i	l	i	z	â	true
i	l	i	z	ă	true
i	l	i	ș	-	false
i	l	i	ș	c	false
i	l	i	ș	i	false
i	l	i	ș	o	true
i	l	i	ș	t	false
i	l	i	ș	u	true
i	l	i	ț	a	true
i	l	i	ț	e	true
i	l	i	ț	i	false
i	l	i	ț	i	true
i	l	i	ț	ă	true
i	l	l	a	-	false
i	l	l	a	f	false
i	l	l	a	n	false
i	l	l	a	r	false
i	l	l	b	o	false
i	l	l	e	-	false
i	l	l	e	i	false
i	l	l	e	m	false
i	l	l	e	r	false
i	l	l	i	s	false
i	l	l	i	u	false
i	l	l	o	-	false
i	l	l	o	n	false
i	l	l	u	l	false
i	l	m	a	-	false
i	l	m	a	i	false
i	l	m	a	m	false
i	l	m	a	n	false
i	l	m	a	r	false
i	l	m	a	s	false
i	l	m	a	t	false
i	l	m	a	u	false
i	l	m	a	ș	false
i	l	m	a	ț	false
i	l	m	e	-	false
i	l	m	e	a	false
i	l	m	e	l	false
i	l	m	e	n	false
i	l	m	e	z	false
i	l	m	f	o	false
i	l	m	i	c	false
i	l	m	o	g	false
i	l	m	o	l	false
i	l	m	o	r	false
i	l	m	o	s	false
i	l	m	o	t	false
i	l	m	p	a	false
i	l	m	p	a	true
i	l	m	u	l	false
i	l	m	â	n	false
i	l	m	ă	-	false
i	l	m	ă	m	false
i	l	m	ă	r	false
i	l	n	a	-	false
i	l	n	e	-	false
i	l	n	e	i	false
i	l	n	e	l	false
i	l	n	i	c	false
i	l	n	u	l	false
i	l	n	ă	-	false
i	l	o	a	d	false
i	l	o	a	g	false
i	l	o	a	i	false
i	l	o	a	m	false
i	l	o	a	n	false
i	l	o	a	r	false
i	l	o	a	s	false
i	l	o	b	a	true
i	l	o	b	i	true
i	l	o	b	y	false
i	l	o	c	-	false
i	l	o	c	a	true
i	l	o	c	e	true
i	l	o	c	h	true
i	l	o	c	i	false
i	l	o	c	i	true
i	l	o	c	o	true
i	l	o	c	u	true
i	l	o	c	v	false
i	l	o	c	â	true
i	l	o	c	ă	true
i	l	o	d	-	false
i	l	o	d	e	true
i	l	o	d	i	true
i	l	o	d	o	true
i	l	o	e	l	true
i	l	o	f	a	true
i	l	o	f	i	true
i	l	o	f	o	true
i	l	o	g	-	false
i	l	o	g	a	true
i	l	o	g	e	true
i	l	o	g	h	true
i	l	o	g	i	false
i	l	o	g	i	true
i	l	o	g	o	true
i	l	o	g	r	true
i	l	o	g	u	true
i	l	o	g	â	true
i	l	o	g	ă	true
i	l	o	h	e	true
i	l	o	i	-	false
i	l	o	i	d	true
i	l	o	i	i	true
i	l	o	i	l	false
i	l	o	i	u	true
i	l	o	i	z	true
i	l	o	j	o	true
i	l	o	l	i	true
i	l	o	l	o	true
i	l	o	m	-	false
i	l	o	m	a	true
i	l	o	m	e	true
i	l	o	m	i	false
i	l	o	m	i	true
i	l	o	m	o	true
i	l	o	m	u	true
i	l	o	n	-	false
i	l	o	n	a	true
i	l	o	n	e	true
i	l	o	n	i	false
i	l	o	n	i	true
i	l	o	n	u	true
i	l	o	n	â	true
i	l	o	n	ă	true
i	l	o	o	h	true
i	l	o	p	a	true
i	l	o	p	e	true
i	l	o	p	l	true
i	l	o	p	o	true
i	l	o	p	t	false
i	l	o	p	t	true
i	l	o	p	ă	true
i	l	o	r	-	false
i	l	o	r	a	false
i	l	o	r	a	true
i	l	o	r	b	false
i	l	o	r	c	false
i	l	o	r	d	false
i	l	o	r	g	false
i	l	o	r	i	false
i	l	o	r	i	true
i	l	o	r	l	false
i	l	o	r	m	false
i	l	o	r	n	false
i	l	o	r	o	false
i	l	o	r	o	true
i	l	o	r	p	false
i	l	o	r	r	false
i	l	o	r	s	false
i	l	o	r	u	false
i	l	o	r	u	true
i	l	o	r	v	false
i	l	o	r	z	false
i	l	o	r	ș	false
i	l	o	s	-	false
i	l	o	s	a	true
i	l	o	s	c	false
i	l	o	s	c	true
i	l	o	s	e	true
i	l	o	s	i	true
i	l	o	s	t	false
i	l	o	s	t	true
i	l	o	s	â	true
i	l	o	t	-	false
i	l	o	t	a	true
i	l	o	t	e	true
i	l	o	t	i	true
i	l	o	t	o	true
i	l	o	t	r	true
i	l	o	t	u	true
i	l	o	t	â	true
i	l	o	t	ă	true
i	l	o	u	-	false
i	l	o	u	l	true
i	l	o	u	r	true
i	l	o	v	a	true
i	l	o	v	i	true
i	l	o	v	o	true
i	l	o	w	-	false
i	l	o	w	a	true
i	l	o	w	u	true
i	l	o	x	e	true
i	l	o	x	i	true
i	l	o	z	-	false
i	l	o	z	a	true
i	l	o	z	e	true
i	l	o	z	i	false
i	l	o	z	i	true
i	l	o	z	o	true
i	l	o	z	u	true
i	l	o	z	â	true
i	l	o	z	ă	true
i	l	o	ș	i	false
i	l	o	ț	a	true
i	l	o	ț	i	false
i	l	o	ț	i	true
i	l	r	a	c	false
i	l	s	a	l	false
i	l	s	a	n	false
i	l	s	t	i	false
i	l	t	i	r	false
i	l	t	r	a	false
i	l	t	r	e	false
i	l	t	r	u	false
i	l	t	r	â	false
i	l	t	r	ă	false
i	l	t	u	l	false
i	l	u	a	-	true
i	l	u	a	i	true
i	l	u	a	m	true
i	l	u	a	n	true
i	l	u	a	r	true
i	l	u	a	s	true
i	l	u	a	t	true
i	l	u	a	u	true
i	l	u	a	ș	true
i	l	u	a	ț	true
i	l	u	e	a	true
i	l	u	e	t	false
i	l	u	e	t	true
i	l	u	e	z	true
i	l	u	g	-	false
i	l	u	g	e	true
i	l	u	g	u	true
i	l	u	i	-	true
i	l	u	i	a	true
i	l	u	i	d	false
i	l	u	i	e	true
i	l	u	i	i	true
i	l	u	i	m	true
i	l	u	i	n	true
i	l	u	i	r	true
i	l	u	i	s	true
i	l	u	i	t	true
i	l	u	i	ș	true
i	l	u	i	ț	true
i	l	u	l	-	false
i	l	u	l	a	true
i	l	u	l	e	true
i	l	u	l	i	true
i	l	u	l	r	false
i	l	u	l	u	true
i	l	u	l	ă	true
i	l	u	m	e	true
i	l	u	m	i	true
i	l	u	n	a	true
i	l	u	n	g	false
i	l	u	n	i	false
i	l	u	n	i	true
i	l	u	n	ă	true
i	l	u	p	-	false
i	l	u	p	i	false
i	l	u	p	u	true
i	l	u	r	-	false
i	l	u	r	a	true
i	l	u	r	e	true
i	l	u	r	i	false
i	l	u	r	i	true
i	l	u	r	u	true
i	l	u	r	ă	true
i	l	u	s	r	false
i	l	u	s	t	false
i	l	u	v	i	true
i	l	u	z	i	true
i	l	u	z	o	true
i	l	u	â	n	true
i	l	u	ă	-	true
i	l	u	ă	m	true
i	l	u	ă	r	false
i	l	u	ș	t	false
i	l	u	ț	a	true
i	l	u	ț	e	true
i	l	u	ț	i	true
i	l	u	ț	ă	true
i	l	v	a	-	false
i	l	v	a	n	false
i	l	v	a	r	false
i	l	v	a	t	false
i	l	v	e	-	false
i	l	v	e	i	false
i	l	v	e	l	false
i	l	v	e	r	false
i	l	v	e	s	false
i	l	v	e	ș	false
i	l	v	i	a	false
i	l	v	i	c	false
i	l	v	i	e	false
i	l	v	i	i	false
i	l	v	i	n	false
i	l	v	i	o	false
i	l	v	o	a	false
i	l	v	o	b	false
i	l	v	o	l	false
i	l	v	o	m	false
i	l	v	o	s	false
i	l	v	o	t	false
i	l	v	ă	-	false
i	l	v	ă	n	false
i	l	â	c	-	false
i	l	â	c	u	true
i	l	â	n	d	false
i	l	ă	m	-	false
i	l	ă	m	o	true
i	l	ă	r	e	true
i	l	ă	r	i	false
i	l	ă	r	i	true
i	l	ă	r	o	true
i	l	ă	t	o	true
i	l	ă	t	u	true
i	l	ă	u	-	false
i	l	ă	u	l	true
i	l	ă	v	e	true
i	l	ă	v	i	true
i	l	ă	v	o	true
i	l	ă	ț	i	false
i	l	ă	ț	i	true
i	l	ț	u	l	false
i	l	ț	u	r	false
i	m	a	b	i	true
i	m	a	c	-	false
i	m	a	c	a	true
i	m	a	c	e	true
i	m	a	c	h	true
i	m	a	c	i	false
i	m	a	c	r	true
i	m	a	c	t	false
i	m	a	c	u	true
i	m	a	c	ă	true
i	m	a	c	ș	false
i	m	a	d	a	true
i	m	a	d	e	true
i	m	a	d	i	true
i	m	a	d	o	true
i	m	a	d	ă	true
i	m	a	e	s	true
i	m	a	f	i	true
i	m	a	g	a	true
i	m	a	g	e	true
i	m	a	g	i	true
i	m	a	g	n	false
i	m	a	g	o	true
i	m	a	i	-	false
i	m	a	i	o	true
i	m	a	j	-	false
i	m	a	j	e	true
i	m	a	j	o	true
i	m	a	j	u	true
i	m	a	l	-	false
i	m	a	l	a	true
i	m	a	l	c	false
i	m	a	l	e	true
i	m	a	l	i	false
i	m	a	l	i	true
i	m	a	l	u	true
i	m	a	l	ă	true
i	m	a	m	-	false
i	m	a	m	a	true
i	m	a	m	b	false
i	m	a	m	e	true
i	m	a	m	i	false
i	m	a	m	i	true
i	m	a	m	u	true
i	m	a	n	-	false
i	m	a	n	a	true
i	m	a	n	d	false
i	m	a	n	e	true
i	m	a	n	i	false
i	m	a	n	i	true
i	m	a	n	s	false
i	m	a	n	t	false
i	m	a	n	u	true
i	m	a	n	ă	true
i	m	a	n	ț	false
i	m	a	p	ă	true
i	m	a	r	-	false
i	m	a	r	a	true
i	m	a	r	e	true
i	m	a	r	i	false
i	m	a	r	i	true
i	m	a	r	u	true
i	m	a	r	x	false
i	m	a	r	ă	true
i	m	a	s	a	true
i	m	a	s	c	true
i	m	a	s	e	true
i	m	a	s	t	false
i	m	a	s	ă	true
i	m	a	t	-	false
i	m	a	t	a	true
i	m	a	t	c	false
i	m	a	t	e	true
i	m	a	t	i	true
i	m	a	t	o	true
i	m	a	t	r	true
i	m	a	t	u	true
i	m	a	t	â	true
i	m	a	t	ă	true
i	m	a	u	-	false
i	m	a	u	a	true
i	m	a	u	t	false
i	m	a	x	-	false
i	m	a	x	e	true
i	m	a	x	u	true
i	m	a	z	a	true
i	m	a	z	e	true
i	m	a	z	i	true
i	m	a	z	ă	true
i	m	a	ș	-	false
i	m	a	ș	e	true
i	m	a	ș	i	false
i	m	a	ș	u	true
i	m	a	ș	ă	true
i	m	a	ț	i	false
i	m	a	ț	i	true
i	m	b	a	-	false
i	m	b	a	a	false
i	m	b	a	b	false
i	m	b	a	c	false
i	m	b	a	d	false
i	m	b	a	i	false
i	m	b	a	j	false
i	m	b	a	l	false
i	m	b	a	m	false
i	m	b	a	n	false
i	m	b	a	o	false
i	m	b	a	p	false
i	m	b	a	r	false
i	m	b	a	s	false
i	m	b	a	t	false
i	m	b	a	u	false
i	m	b	a	v	false
i	m	b	a	ș	false
i	m	b	a	ț	false
i	m	b	e	-	false
i	m	b	e	a	false
i	m	b	e	c	false
i	m	b	e	i	false
i	m	b	e	l	false
i	m	b	e	r	false
i	m	b	e	z	false
i	m	b	i	-	false
i	m	b	i	b	false
i	m	b	i	d	false
i	m	b	i	i	false
i	m	b	i	l	false
i	m	b	i	n	false
i	m	b	i	o	false
i	m	b	i	r	false
i	m	b	i	s	false
i	m	b	i	ș	false
i	m	b	l	a	false
i	m	b	l	e	false
i	m	b	l	o	false
i	m	b	l	ă	false
i	m	b	o	l	false
i	m	b	o	s	false
i	m	b	r	a	false
i	m	b	r	e	false
i	m	b	r	i	false
i	m	b	r	o	false
i	m	b	r	u	false
i	m	b	r	â	false
i	m	b	r	ă	false
i	m	b	u	l	false
i	m	b	u	r	false
i	m	b	u	s	false
i	m	b	u	t	false
i	m	b	u	ș	false
i	m	b	u	ț	false
i	m	b	â	n	false
i	m	b	ă	-	false
i	m	b	ă	c	false
i	m	b	ă	d	false
i	m	b	ă	l	false
i	m	b	ă	m	false
i	m	b	ă	r	false
i	m	b	ă	t	false
i	m	c	a	n	false
i	m	e	a	-	false
i	m	e	a	i	false
i	m	e	a	l	false
i	m	e	a	m	false
i	m	e	a	r	false
i	m	e	a	s	false
i	m	e	a	u	false
i	m	e	a	z	false
i	m	e	a	ț	false
i	m	e	d	i	true
i	m	e	f	i	true
i	m	e	i	-	false
i	m	e	i	-	true
i	m	e	j	d	false
i	m	e	l	-	false
i	m	e	l	a	true
i	m	e	l	e	true
i	m	e	l	i	false
i	m	e	l	i	true
i	m	e	l	m	false
i	m	e	l	o	true
i	m	e	l	u	true
i	m	e	l	â	true
i	m	e	l	ă	true
i	m	e	m	a	true
i	m	e	m	b	false
i	m	e	m	e	true
i	m	e	m	o	true
i	m	e	m	ă	true
i	m	e	n	-	false
i	m	e	n	a	true
i	m	e	n	e	true
i	m	e	n	i	false
i	m	e	n	i	true
i	m	e	n	o	true
i	m	e	n	s	false
i	m	e	n	t	false
i	m	e	n	u	true
i	m	e	n	ă	true
i	m	e	n	ș	false
i	m	e	n	ț	false
i	m	e	r	-	false
i	m	e	r	a	true
i	m	e	r	e	true
i	m	e	r	g	false
i	m	e	r	i	false
i	m	e	r	i	true
i	m	e	r	l	false
i	m	e	r	s	false
i	m	e	r	u	true
i	m	e	r	ă	true
i	m	e	r	ș	false
i	m	e	s	-	false
i	m	e	s	c	false
i	m	e	s	t	false
i	m	e	s	u	true
i	m	e	t	-	false
i	m	e	t	a	false
i	m	e	t	a	true
i	m	e	t	e	true
i	m	e	t	i	true
i	m	e	t	r	true
i	m	e	t	u	true
i	m	e	u	-	false
i	m	e	u	l	true
i	m	e	u	r	true
i	m	e	z	-	false
i	m	e	z	a	true
i	m	e	z	e	true
i	m	e	z	i	false
i	m	e	z	u	true
i	m	e	z	ă	true
i	m	e	ș	t	false
i	m	f	a	-	false
i	m	f	a	d	false
i	m	f	a	d	true
i	m	f	a	l	false
i	m	f	a	n	false
i	m	f	a	n	true
i	m	f	a	t	false
i	m	f	e	-	false
i	m	f	e	a	false
i	m	f	e	i	false
i	m	f	e	l	false
i	m	f	e	r	false
i	m	f	e	t	false
i	m	f	i	-	false
i	m	f	i	i	false
i	m	f	i	l	false
i	m	f	i	z	false
i	m	f	o	c	false
i	m	f	o	g	false
i	m	f	o	i	false
i	m	f	o	m	false
i	m	f	o	n	false
i	m	f	o	p	false
i	m	f	o	z	false
i	m	f	u	l	false
i	m	f	u	r	false
i	m	f	ă	-	false
i	m	g	i	i	false
i	m	g	i	u	false
i	m	i	a	-	true
i	m	i	a	n	true
i	m	i	a	r	true
i	m	i	c	-	false
i	m	i	c	a	true
i	m	i	c	e	true
i	m	i	c	h	true
i	m	i	c	i	false
i	m	i	c	i	true
i	m	i	c	n	false
i	m	i	c	o	true
i	m	i	c	r	true
i	m	i	c	u	true
i	m	i	c	ă	true
i	m	i	d	-	false
i	m	i	d	a	true
i	m	i	d	e	true
i	m	i	d	i	true
i	m	i	d	â	true
i	m	i	d	ă	true
i	m	i	e	-	true
i	m	i	e	i	true
i	m	i	e	n	true
i	m	i	e	r	true
i	m	i	e	s	true
i	m	i	e	ș	true
i	m	i	f	e	true
i	m	i	g	e	true
i	m	i	g	i	true
i	m	i	g	r	true
i	m	i	i	-	false
i	m	i	i	c	false
i	m	i	i	l	true
i	m	i	i	m	false
i	m	i	i	p	false
i	m	i	i	s	false
i	m	i	j	l	false
i	m	i	l	-	false
i	m	i	l	a	true
i	m	i	l	e	true
i	m	i	l	i	false
i	m	i	l	i	true
i	m	i	l	o	true
i	m	i	l	u	true
i	m	i	l	â	true
i	m	i	l	ă	true
i	m	i	m	-	false
i	m	i	n	-	false
i	m	i	n	a	true
i	m	i	n	d	false
i	m	i	n	e	true
i	m	i	n	i	false
i	m	i	n	i	true
i	m	i	n	o	true
i	m	i	n	u	true
i	m	i	n	â	true
i	m	i	n	ă	true
i	m	i	o	-	true
i	m	i	o	a	false
i	m	i	o	n	true
i	m	i	o	p	true
i	m	i	o	r	false
i	m	i	o	s	false
i	m	i	o	s	true
i	m	i	o	t	false
i	m	i	o	t	true
i	m	i	p	a	true
i	m	i	r	-	false
i	m	i	r	a	true
i	m	i	r	e	true
i	m	i	r	i	false
i	m	i	r	i	true
i	m	i	r	l	false
i	m	i	r	u	true
i	m	i	r	ă	true
i	m	i	s	-	false
i	m	i	s	c	false
i	m	i	s	e	true
i	m	i	s	m	false
i	m	i	s	t	false
i	m	i	s	u	true
i	m	i	s	ă	true
i	m	i	t	-	false
i	m	i	t	a	true
i	m	i	t	e	true
i	m	i	t	i	true
i	m	i	t	o	true
i	m	i	t	r	true
i	m	i	t	u	true
i	m	i	t	â	true
i	m	i	t	ă	true
i	m	i	u	l	false
i	m	i	v	o	true
i	m	i	x	i	true
i	m	i	x	t	false
i	m	i	z	a	true
i	m	i	z	e	true
i	m	i	z	i	false
i	m	i	z	â	true
i	m	i	z	ă	true
i	m	i	ș	e	true
i	m	i	ș	i	false
i	m	i	ș	i	true
i	m	i	ș	o	true
i	m	i	ș	t	false
i	m	i	ț	a	true
i	m	i	ț	e	true
i	m	i	ț	i	false
i	m	i	ț	i	true
i	m	i	ț	â	true
i	m	i	ț	ă	true
i	m	l	e	a	false
i	m	l	e	c	false
i	m	m	i	n	false
i	m	n	a	n	false
i	m	n	a	s	false
i	m	n	a	z	false
i	m	n	a	ș	false
i	m	n	e	e	false
i	m	n	e	t	false
i	m	n	i	c	false
i	m	n	i	f	false
i	m	n	i	g	false
i	m	n	i	m	false
i	m	n	o	b	false
i	m	n	o	c	false
i	m	n	o	f	false
i	m	n	o	g	false
i	m	n	o	l	false
i	m	n	o	s	false
i	m	n	o	t	false
i	m	n	o	ț	false
i	m	n	u	l	false
i	m	n	u	r	false
i	m	o	a	i	false
i	m	o	a	l	false
i	m	o	a	n	false
i	m	o	a	r	false
i	m	o	a	s	false
i	m	o	a	ț	false
i	m	o	b	i	true
i	m	o	c	-	false
i	m	o	c	i	false
i	m	o	c	i	true
i	m	o	c	r	true
i	m	o	c	u	true
i	m	o	d	e	true
i	m	o	d	i	true
i	m	o	d	r	true
i	m	o	f	i	true
i	m	o	f	t	false
i	m	o	g	e	true
i	m	o	g	r	true
i	m	o	i	-	false
i	m	o	i	u	true
i	m	o	l	-	false
i	m	o	l	a	true
i	m	o	l	e	true
i	m	o	l	o	true
i	m	o	l	u	true
i	m	o	l	â	true
i	m	o	l	ă	true
i	m	o	m	e	true
i	m	o	n	-	false
i	m	o	n	a	true
i	m	o	n	d	false
i	m	o	n	e	true
i	m	o	n	i	true
i	m	o	n	o	true
i	m	o	n	t	false
i	m	o	n	u	true
i	m	o	n	ă	true
i	m	o	r	-	false
i	m	o	r	a	true
i	m	o	r	d	false
i	m	o	r	e	true
i	m	o	r	f	false
i	m	o	r	i	false
i	m	o	r	i	true
i	m	o	r	o	true
i	m	o	r	t	false
i	m	o	r	u	true
i	m	o	r	â	true
i	m	o	r	ă	true
i	m	o	s	-	false
i	m	o	s	a	true
i	m	o	s	c	false
i	m	o	s	e	true
i	m	o	s	t	false
i	m	o	s	t	true
i	m	o	s	u	true
i	m	o	s	ă	true
i	m	o	t	e	true
i	m	o	t	i	true
i	m	o	t	o	true
i	m	o	v	a	true
i	m	o	z	a	true
i	m	o	z	e	true
i	m	o	z	i	true
i	m	o	z	ă	true
i	m	o	ș	i	false
i	m	o	ș	i	true
i	m	o	ț	-	false
i	m	o	ț	a	true
i	m	o	ț	u	true
i	m	p	a	-	false
i	m	p	a	c	false
i	m	p	a	i	false
i	m	p	a	l	false
i	m	p	a	m	false
i	m	p	a	n	false
i	m	p	a	r	false
i	m	p	a	s	false
i	m	p	a	t	false
i	m	p	a	u	false
i	m	p	a	ș	false
i	m	p	a	ț	false
i	m	p	e	-	false
i	m	p	e	c	false
i	m	p	e	d	false
i	m	p	e	g	false
i	m	p	e	j	false
i	m	p	e	l	false
i	m	p	e	n	false
i	m	p	e	p	false
i	m	p	e	r	false
i	m	p	e	s	false
i	m	p	e	t	false
i	m	p	e	z	false
i	m	p	i	-	false
i	m	p	i	a	false
i	m	p	i	c	false
i	m	p	i	d	false
i	m	p	i	e	false
i	m	p	i	i	false
i	m	p	i	l	false
i	m	p	i	p	false
i	m	p	i	s	false
i	m	p	i	u	false
i	m	p	i	z	false
i	m	p	l	a	false
i	m	p	l	e	false
i	m	p	l	i	false
i	m	p	l	o	false
i	m	p	l	u	false
i	m	p	l	ă	false
i	m	p	o	a	false
i	m	p	o	d	false
i	m	p	o	i	false
i	m	p	o	l	false
i	m	p	o	n	false
i	m	p	o	p	false
i	m	p	o	r	false
i	m	p	o	s	false
i	m	p	o	t	false
i	m	p	o	z	false
i	m	p	o	ș	false
i	m	p	r	a	false
i	m	p	r	e	false
i	m	p	r	i	false
i	m	p	r	o	false
i	m	p	r	u	false
i	m	p	s	e	false
i	m	p	t	o	true
i	m	p	u	b	false
i	m	p	u	d	false
i	m	p	u	i	false
i	m	p	u	l	false
i	m	p	u	n	false
i	m	p	u	p	false
i	m	p	u	r	false
i	m	p	u	s	false
i	m	p	u	t	false
i	m	p	u	ș	false
i	m	p	u	ț	false
i	m	p	â	n	false
i	m	p	ă	-	false
i	m	p	ă	m	false
i	m	p	ă	r	false
i	m	s	e	c	false
i	m	t	e	-	false
i	m	t	ă	-	false
i	m	u	a	b	true
i	m	u	c	a	true
i	m	u	c	i	false
i	m	u	c	i	true
i	m	u	c	ă	true
i	m	u	i	-	true
i	m	u	i	a	true
i	m	u	i	e	true
i	m	u	i	i	true
i	m	u	i	m	true
i	m	u	i	n	true
i	m	u	i	r	true
i	m	u	i	s	true
i	m	u	i	t	true
i	m	u	i	ș	true
i	m	u	i	ț	true
i	m	u	l	-	false
i	m	u	l	a	true
i	m	u	l	e	true
i	m	u	l	g	false
i	m	u	l	i	false
i	m	u	l	i	true
i	m	u	l	m	false
i	m	u	l	p	false
i	m	u	l	s	false
i	m	u	l	t	false
i	m	u	l	u	true
i	m	u	l	â	true
i	m	u	l	ă	true
i	m	u	m	-	false
i	m	u	m	u	true
i	m	u	n	-	false
i	m	u	n	c	false
i	m	u	n	d	false
i	m	u	n	e	true
i	m	u	n	i	false
i	m	u	n	i	true
i	m	u	n	o	true
i	m	u	n	t	false
i	m	u	n	u	true
i	m	u	n	z	false
i	m	u	n	ă	true
i	m	u	n	ț	false
i	m	u	r	i	false
i	m	u	r	i	true
i	m	u	s	-	false
i	m	u	s	c	false
i	m	u	s	u	true
i	m	u	t	-	false
i	m	u	t	a	true
i	m	u	t	u	true
i	m	u	z	i	true
i	m	u	ș	o	true
i	m	u	ș	t	false
i	m	u	ț	a	true
i	m	u	ț	e	true
i	m	u	ț	i	true
i	m	u	ț	o	true
i	m	u	ț	ă	true
i	m	v	a	l	false
i	m	v	i	c	false
i	m	z	u	i	false
i	m	â	i	n	true
i	m	â	n	d	false
i	m	â	n	t	false
i	m	â	n	ț	false
i	m	ă	c	e	true
i	m	ă	c	h	true
i	m	ă	c	i	true
i	m	ă	c	ă	true
i	m	ă	l	a	true
i	m	ă	l	u	true
i	m	ă	m	-	false
i	m	ă	n	e	true
i	m	ă	n	i	true
i	m	ă	n	u	true
i	m	ă	r	e	true
i	m	ă	r	i	false
i	m	ă	r	i	true
i	m	ă	t	o	true
i	m	ă	v	a	true
i	m	ă	v	e	true
i	m	ă	v	ă	true
i	m	ț	a	-	false
i	m	ț	a	i	false
i	m	ț	a	m	false
i	m	ț	a	r	false
i	m	ț	a	s	false
i	m	ț	a	t	false
i	m	ț	a	u	false
i	m	ț	a	ș	false
i	m	ț	a	ț	false
i	m	ț	e	a	false
i	m	ț	e	z	false
i	m	ț	i	-	false
i	m	ț	i	b	false
i	m	ț	i	c	false
i	m	ț	i	i	false
i	m	ț	i	l	false
i	m	ț	i	m	false
i	m	ț	i	n	false
i	m	ț	i	r	false
i	m	ț	i	s	false
i	m	ț	i	t	false
i	m	ț	i	v	false
i	m	ț	i	ș	false
i	m	ț	i	ț	false
i	m	ț	o	a	false
i	m	ț	o	s	false
i	m	ț	o	ș	false
i	m	ț	u	a	false
i	m	ț	u	i	false
i	m	ț	u	l	false
i	m	ț	u	r	false
i	m	ț	â	n	false
i	m	ț	ă	-	false
i	m	ț	ă	m	false
i	m	ț	ă	r	false
i	n	a	b	i	true
i	n	a	b	o	true
i	n	a	b	r	true
i	n	a	c	-	false
i	n	a	c	c	false
i	n	a	c	e	true
i	n	a	c	i	false
i	n	a	c	i	true
i	n	a	c	l	true
i	n	a	c	o	true
i	n	a	c	t	false
i	n	a	c	u	true
i	n	a	c	ț	false
i	n	a	d	a	true
i	n	a	d	e	true
i	n	a	d	i	true
i	n	a	d	m	false
i	n	a	d	u	true
i	n	a	d	v	false
i	n	a	d	ă	true
i	n	a	f	i	true
i	n	a	g	i	true
i	n	a	g	o	true
i	n	a	g	r	true
i	n	a	i	-	false
i	n	a	i	n	false
i	n	a	i	o	true
i	n	a	j	-	false
i	n	a	j	e	true
i	n	a	j	u	true
i	n	a	l	-	false
i	n	a	l	a	true
i	n	a	l	d	false
i	n	a	l	e	true
i	n	a	l	g	false
i	n	a	l	i	false
i	n	a	l	i	true
i	n	a	l	m	false
i	n	a	l	o	true
i	n	a	l	t	false
i	n	a	l	u	true
i	n	a	l	ă	true
i	n	a	m	-	false
i	n	a	m	b	false
i	n	a	m	e	true
i	n	a	m	i	true
i	n	a	m	o	true
i	n	a	m	u	true
i	n	a	n	a	true
i	n	a	n	c	false
i	n	a	n	d	false
i	n	a	n	i	true
i	n	a	n	o	true
i	n	a	n	t	false
i	n	a	n	ț	false
i	n	a	p	a	true
i	n	a	p	e	true
i	n	a	p	i	true
i	n	a	p	l	true
i	n	a	p	o	true
i	n	a	p	r	true
i	n	a	p	s	false
i	n	a	p	t	false
i	n	a	p	ț	false
i	n	a	r	-	false
i	n	a	r	a	true
i	n	a	r	e	true
i	n	a	r	h	false
i	n	a	r	i	false
i	n	a	r	i	true
i	n	a	r	m	false
i	n	a	r	s	false
i	n	a	r	t	false
i	n	a	r	u	true
i	n	a	r	ă	true
i	n	a	s	a	true
i	n	a	s	e	true
i	n	a	s	i	true
i	n	a	s	o	true
i	n	a	s	p	false
i	n	a	s	t	false
i	n	a	s	ă	true
i	n	a	t	-	false
i	n	a	t	a	true
i	n	a	t	e	true
i	n	a	t	i	true
i	n	a	t	o	true
i	n	a	t	r	true
i	n	a	t	u	true
i	n	a	t	ă	true
i	n	a	u	-	false
i	n	a	u	a	true
i	n	a	u	d	false
i	n	a	u	g	false
i	n	a	u	n	true
i	n	a	u	t	false
i	n	a	v	-	false
i	n	a	v	a	true
i	n	a	v	e	true
i	n	a	v	i	false
i	n	a	v	i	true
i	n	a	v	u	true
i	n	a	v	ă	true
i	n	a	x	-	false
i	n	a	x	a	true
i	n	a	x	e	true
i	n	a	x	u	true
i	n	a	x	ă	true
i	n	a	z	a	true
i	n	a	z	e	true
i	n	a	z	ă	true
i	n	a	ș	-	false
i	n	a	ș	a	true
i	n	a	ș	e	true
i	n	a	ș	i	false
i	n	a	ș	i	true
i	n	a	ș	t	false
i	n	a	ș	u	true
i	n	a	ș	ă	true
i	n	a	ț	-	false
i	n	a	ț	e	true
i	n	a	ț	i	false
i	n	a	ț	i	true
i	n	a	ț	u	true
i	n	b	u	n	false
i	n	c	a	-	false
i	n	c	a	i	false
i	n	c	a	l	false
i	n	c	a	m	false
i	n	c	a	n	false
i	n	c	a	p	false
i	n	c	a	r	false
i	n	c	a	s	false
i	n	c	a	t	false
