b10	a01	a12	a23	syl
l	d	-	-	false
l	d	a	-	true
l	d	a	c	true
l	d	a	i	true
l	d	a	m	true
l	d	a	n	true
l	d	a	r	true
l	d	a	s	true
l	d	a	t	true
l	d	a	u	true
l	d	a	v	true
l	d	a	ș	true
l	d	a	ț	true
l	d	e	-	true
l	d	e	a	true
l	d	e	b	true
l	d	e	c	true
l	d	e	f	true
l	d	e	h	true
l	d	e	i	true
l	d	e	l	true
l	d	e	m	true
l	d	e	n	true
l	d	e	r	true
l	d	e	s	true
l	d	e	t	true
l	d	e	u	true
l	d	e	z	true
l	d	e	ș	true
l	d	e	ț	true
l	d	i	-	true
l	d	i	a	true
l	d	i	c	true
l	d	i	e	true
l	d	i	i	true
l	d	i	m	true
l	d	i	n	true
l	d	i	o	true
l	d	i	r	true
l	d	i	s	true
l	d	i	t	true
l	d	i	u	true
l	d	i	ș	true
l	d	i	ț	true
l	d	m	a	false
l	d	o	-	true
l	d	o	a	true
l	d	o	g	true
l	d	o	l	true
l	d	o	m	true
l	d	o	r	true
l	d	o	s	true
l	d	o	u	true
l	d	o	v	true
l	d	o	z	true
l	d	r	a	true
l	d	s	p	false
l	d	u	i	true
l	d	u	l	true
l	d	u	n	true
l	d	u	r	true
l	d	u	ț	true
l	d	v	e	false
l	d	â	b	true
l	d	â	n	true
l	d	î	-	true
l	d	ă	-	true
l	d	ă	m	true
l	d	ă	n	true
l	d	ă	r	true
l	d	ă	t	true
l	d	ă	ț	true
l	e	-	-	false
l	e	-	-	true
l	e	a	-	false
l	e	a	b	false
l	e	a	c	false
l	e	a	f	false
l	e	a	g	false
l	e	a	h	false
l	e	a	i	false
l	e	a	j	false
l	e	a	l	false
l	e	a	m	false
l	e	a	n	false
l	e	a	p	false
l	e	a	r	false
l	e	a	s	false
l	e	a	t	false
l	e	a	u	false
l	e	a	v	false
l	e	a	z	false
l	e	a	ș	false
l	e	a	ț	false
l	e	b	a	false
l	e	b	e	false
l	e	b	i	false
l	e	b	l	false
l	e	b	o	false
l	e	b	r	false
l	e	b	u	false
l	e	b	ă	false
l	e	c	-	false
l	e	c	a	false
l	e	c	e	false
l	e	c	h	false
l	e	c	i	false
l	e	c	l	false
l	e	c	o	false
l	e	c	r	false
l	e	c	t	false
l	e	c	t	true
l	e	c	u	false
l	e	c	â	false
l	e	c	ă	false
l	e	c	ș	false
l	e	c	ț	false
l	e	d	-	false
l	e	d	a	false
l	e	d	e	false
l	e	d	i	false
l	e	d	o	false
l	e	d	r	false
l	e	d	u	false
l	e	d	â	false
l	e	d	ă	false
l	e	e	-	false
l	e	e	a	false
l	e	e	c	false
l	e	e	d	false
l	e	e	i	false
l	e	e	l	false
l	e	e	m	false
l	e	e	n	false
l	e	e	v	false
l	e	e	z	false
l	e	f	a	false
l	e	f	e	false
l	e	f	i	false
l	e	f	o	false
l	e	f	t	false
l	e	f	u	false
l	e	f	ă	false
l	e	f	ș	false
l	e	f	ț	false
l	e	g	-	false
l	e	g	a	false
l	e	g	e	false
l	e	g	h	false
l	e	g	i	false
l	e	g	m	false
l	e	g	n	false
l	e	g	o	false
l	e	g	r	false
l	e	g	u	false
l	e	g	â	false
l	e	g	ă	false
l	e	h	-	false
l	e	h	a	false
l	e	h	e	false
l	e	h	i	false
l	e	h	m	false
l	e	h	t	false
l	e	h	u	false
l	e	h	ă	false
l	e	i	-	false
l	e	i	a	false
l	e	i	b	false
l	e	i	c	false
l	e	i	d	false
l	e	i	e	false
l	e	i	f	false
l	e	i	g	false
l	e	i	i	false
l	e	i	l	false
l	e	i	m	false
l	e	i	n	false
l	e	i	o	false
l	e	i	p	false
l	e	i	r	false
l	e	i	s	false
l	e	i	t	false
l	e	i	u	false
l	e	i	v	false
l	e	i	z	false
l	e	i	ș	false
l	e	i	ț	false
l	e	j	-	false
l	e	j	a	false
l	e	j	e	false
l	e	j	i	false
l	e	j	u	false
l	e	k	i	false
l	e	k	y	false
l	e	l	-	false
l	e	l	a	false
l	e	l	e	false
l	e	l	i	false
l	e	l	o	false
l	e	l	u	false
l	e	l	ă	false
l	e	m	-	false
l	e	m	a	false
l	e	m	b	false
l	e	m	c	false
l	e	m	e	false
l	e	m	g	false
l	e	m	i	false
l	e	m	i	true
l	e	m	n	false
l	e	m	o	false
l	e	m	p	false
l	e	m	u	false
l	e	m	â	false
l	e	m	ă	false
l	e	n	-	false
l	e	n	a	false
l	e	n	b	false
l	e	n	c	false
l	e	n	c	true
l	e	n	d	false
l	e	n	e	false
l	e	n	g	false
l	e	n	i	false
l	e	n	j	false
l	e	n	o	false
l	e	n	t	false
l	e	n	u	false
l	e	n	z	false
l	e	n	ă	false
l	e	n	ț	false
l	e	o	-	false
l	e	o	a	false
l	e	o	b	false
l	e	o	c	false
l	e	o	d	false
l	e	o	e	false
l	e	o	f	false
l	e	o	g	false
l	e	o	h	false
l	e	o	j	false
l	e	o	l	false
l	e	o	m	false
l	e	o	n	false
l	e	o	p	false
l	e	o	r	false
l	e	o	s	false
l	e	o	t	false
l	e	o	v	false
l	e	o	z	false
l	e	o	ș	false
l	e	o	ț	false
l	e	p	-	false
l	e	p	a	false
l	e	p	c	false
l	e	p	e	false
l	e	p	g	false
l	e	p	i	false
l	e	p	o	false
l	e	p	r	false
l	e	p	s	false
l	e	p	t	false
l	e	p	u	false
l	e	p	ă	false
l	e	p	ș	false
l	e	p	ț	false
l	e	r	-	false
l	e	r	a	false
l	e	r	b	false
l	e	r	c	false
l	e	r	e	false
l	e	r	e	true
l	e	r	g	false
l	e	r	i	false
l	e	r	n	false
l	e	r	o	false
l	e	r	p	false
l	e	r	s	false
l	e	r	t	false
l	e	r	u	false
l	e	r	â	false
l	e	r	ă	false
l	e	r	ț	false
l	e	s	-	false
l	e	s	a	false
l	e	s	b	false
l	e	s	c	false
l	e	s	e	false
l	e	s	i	false
l	e	s	n	false
l	e	s	o	false
l	e	s	p	false
l	e	s	t	false
l	e	s	u	false
l	e	s	ă	false
l	e	t	-	false
l	e	t	a	false
l	e	t	c	false
l	e	t	e	false
l	e	t	i	false
l	e	t	n	false
l	e	t	o	false
l	e	t	r	false
l	e	t	u	false
l	e	t	â	false
l	e	t	ă	false
l	e	u	-	false
l	e	u	a	false
l	e	u	c	false
l	e	u	d	false
l	e	u	l	false
l	e	u	m	false
l	e	u	n	false
l	e	u	p	false
l	e	u	r	false
l	e	u	s	false
l	e	u	t	false
l	e	u	ș	false
l	e	u	ț	false
l	e	v	-	false
l	e	v	a	false
l	e	v	e	false
l	e	v	i	false
l	e	v	m	false
l	e	v	o	false
l	e	v	r	false
l	e	v	u	false
l	e	v	â	false
l	e	v	ă	false
l	e	x	-	false
l	e	x	a	false
l	e	x	e	false
l	e	x	i	false
l	e	x	o	false
l	e	x	u	false
l	e	x	â	false
l	e	x	ă	false
l	e	z	-	false
l	e	z	a	false
l	e	z	e	false
l	e	z	i	false
l	e	z	m	false
l	e	z	n	false
l	e	z	o	false
l	e	z	u	false
l	e	z	â	false
l	e	z	ă	false
l	e	â	n	false
l	e	î	n	false
l	e	ă	-	false
l	e	ă	m	false
l	e	ă	r	false
l	e	ș	-	false
l	e	ș	a	false
l	e	ș	c	false
l	e	ș	e	false
l	e	ș	i	false
l	e	ș	n	false
l	e	ș	t	false
l	e	ș	u	false
l	e	ș	ă	false
l	e	ț	-	false
l	e	ț	c	false
l	e	ț	e	false
l	e	ț	i	false
l	e	ț	u	false
l	f	-	-	false
l	f	a	-	true
l	f	a	b	true
l	f	a	c	false
l	f	a	c	true
l	f	a	m	false
l	f	a	m	true
l	f	a	n	true
l	f	a	t	true
l	f	a	ț	true
l	f	c	o	false
l	f	e	-	true
l	f	e	d	true
l	f	e	e	true
l	f	e	g	true
l	f	e	i	true
l	f	e	l	true
l	f	e	n	true
l	f	e	r	true
l	f	e	u	true
l	f	e	z	true
l	f	h	i	false
l	f	h	i	true
l	f	i	-	false
l	f	i	c	true
l	f	i	d	true
l	f	i	e	true
l	f	i	i	true
l	f	i	l	true
l	f	i	n	false
l	f	i	n	true
l	f	i	t	true
l	f	i	z	true
l	f	i	ț	true
l	f	o	a	true
l	f	o	b	true
l	f	o	c	true
l	f	o	n	true
l	f	o	r	true
l	f	o	v	true
l	f	r	a	true
l	f	r	o	true
l	f	t	a	true
l	f	u	l	true
l	f	u	r	true
l	f	â	i	true
l	f	â	l	true
l	f	ă	-	true
l	f	ă	d	true
l	f	ă	i	true
l	f	ă	n	true
l	g	-	-	false
l	g	a	-	true
l	g	a	i	true
l	g	a	l	true
l	g	a	m	true
l	g	a	n	true
l	g	a	r	true
l	g	a	s	true
l	g	a	t	true
l	g	a	u	true
l	g	a	ș	true
l	g	a	ț	true
l	g	d	a	false
l	g	e	-	true
l	g	e	a	true
l	g	e	b	true
l	g	e	c	true
l	g	e	i	true
l	g	e	l	true
l	g	e	m	true
l	g	e	n	true
l	g	e	r	true
l	g	e	s	true
l	g	e	z	true
l	g	e	ș	true
l	g	e	ț	true
l	g	h	e	true
l	g	i	-	false
l	g	i	-	true
l	g	i	a	true
l	g	i	c	true
l	g	i	d	true
l	g	i	e	true
l	g	i	i	true
l	g	i	l	true
l	g	i	m	true
l	g	i	n	true
l	g	i	o	true
l	g	i	r	true
l	g	i	s	true
l	g	i	t	true
l	g	i	u	true
l	g	i	z	true
l	g	i	ș	true
l	g	i	ț	true
l	g	o	-	true
l	g	o	c	true
l	g	o	f	true
l	g	o	g	true
l	g	o	l	true
l	g	o	m	true
l	g	o	n	true
l	g	o	r	true
l	g	o	u	true
l	g	r	a	true
l	g	r	ă	true
l	g	u	a	true
l	g	u	i	true
l	g	u	l	true
l	g	u	r	true
l	g	u	s	true
l	g	u	t	true
l	g	â	i	true
l	g	â	l	true
l	g	â	n	true
l	g	ă	-	true
l	g	ă	i	true
l	g	ă	m	true
l	g	ă	r	true
l	g	ă	t	true
l	g	ă	u	true
l	h	a	c	true
l	h	a	n	true
l	h	a	r	true
l	h	i	d	true
l	h	i	n	true
l	h	i	ț	true
l	h	o	z	true
l	h	u	i	true
l	h	â	ș	true
l	h	ă	n	true
l	h	ă	r	true
l	i	-	-	false
l	i	-	-	true
l	i	a	-	false
l	i	a	a	false
l	i	a	b	false
l	i	a	c	false
l	i	a	d	false
l	i	a	g	false
l	i	a	i	false
l	i	a	j	false
l	i	a	l	false
l	i	a	m	false
l	i	a	n	false
l	i	a	p	false
l	i	a	r	false
l	i	a	s	false
l	i	a	t	false
l	i	a	u	false
l	i	a	z	false
l	i	a	ș	false
l	i	a	ț	false
l	i	b	a	false
l	i	b	d	false
l	i	b	e	false
l	i	b	i	false
l	i	b	o	false
l	i	b	r	false
l	i	b	u	false
l	i	b	ă	false
l	i	c	-	false
l	i	c	a	false
l	i	c	e	false
l	i	c	h	false
l	i	c	i	false
l	i	c	l	false
l	i	c	o	false
l	i	c	t	false
l	i	c	u	false
l	i	c	v	false
l	i	c	â	false
l	i	c	ă	false
l	i	c	ș	false
l	i	c	ț	false
l	i	d	-	false
l	i	d	a	false
l	i	d	e	false
l	i	d	i	false
l	i	d	o	false
l	i	d	u	false
l	i	d	â	false
l	i	d	ă	false
l	i	e	-	false
l	i	e	a	false
l	i	e	c	false
l	i	e	d	false
l	i	e	f	false
l	i	e	i	false
l	i	e	m	false
l	i	e	n	false
l	i	e	p	true
l	i	e	r	false
l	i	e	u	false
l	i	e	z	false
l	i	f	-	false
l	i	f	a	false
l	i	f	e	false
l	i	f	i	false
l	i	f	l	false
l	i	f	o	false
l	i	f	r	false
l	i	f	t	false
l	i	f	u	false
l	i	f	ă	false
l	i	g	-	false
l	i	g	a	false
l	i	g	e	false
l	i	g	h	false
l	i	g	i	false
l	i	g	l	false
l	i	g	m	false
l	i	g	n	false
l	i	g	o	false
l	i	g	r	false
l	i	g	u	false
l	i	g	â	false
l	i	g	ă	false
l	i	h	a	false
l	i	h	e	false
l	i	h	i	false
l	i	h	n	false
l	i	h	o	false
l	i	h	t	false
l	i	i	-	false
l	i	i	d	false
l	i	i	i	false
l	i	i	l	false
l	i	i	n	false
l	i	i	p	false
l	i	i	z	false
l	i	j	a	false
l	i	j	e	false
l	i	j	â	false
l	i	j	ă	false
l	i	l	a	false
l	i	l	e	false
l	i	l	i	false
l	i	l	o	false
l	i	l	ă	false
l	i	m	-	false
l	i	m	a	false
l	i	m	b	false
l	i	m	e	false
l	i	m	f	false
l	i	m	i	false
l	i	m	n	false
l	i	m	o	false
l	i	m	p	false
l	i	m	u	false
l	i	m	â	false
l	i	m	ă	false
l	i	n	-	false
l	i	n	a	false
l	i	n	b	false
l	i	n	c	false
l	i	n	d	false
l	i	n	e	false
l	i	n	g	false
l	i	n	i	false
l	i	n	j	false
l	i	n	k	false
l	i	n	o	false
l	i	n	s	false
l	i	n	t	false
l	i	n	u	false
l	i	n	v	false
l	i	n	x	false
l	i	n	z	false
l	i	n	â	false
l	i	n	ă	false
l	i	n	ș	false
l	i	n	ț	false
l	i	o	-	false
l	i	o	a	false
l	i	o	b	false
l	i	o	c	false
l	i	o	d	false
l	i	o	e	false
l	i	o	f	false
l	i	o	g	false
l	i	o	l	false
l	i	o	m	false
l	i	o	n	false
l	i	o	p	false
l	i	o	q	false
l	i	o	r	false
l	i	o	s	false
l	i	o	t	false
l	i	o	u	false
l	i	o	x	false
l	i	o	z	false
l	i	o	ș	false
l	i	o	ț	false
l	i	p	-	false
l	i	p	a	false
l	i	p	c	false
l	i	p	e	false
l	i	p	i	false
l	i	p	l	false
l	i	p	m	false
l	i	p	n	false
l	i	p	o	false
l	i	p	p	false
l	i	p	r	false
l	i	p	s	false
l	i	p	t	false
l	i	p	u	false
l	i	p	ă	false
l	i	p	ț	false
l	i	r	-	false
l	i	r	a	false
l	i	r	e	false
l	i	r	i	false
l	i	r	o	false
l	i	r	t	false
l	i	r	u	false
l	i	r	â	false
l	i	r	ă	false
l	i	s	-	false
l	i	s	a	false
l	i	s	c	false
l	i	s	e	false
l	i	s	i	false
l	i	s	m	false
l	i	s	o	false
l	i	s	p	false
l	i	s	s	false
l	i	s	t	false
l	i	s	u	false
l	i	s	â	false
l	i	s	ă	false
l	i	t	-	false
l	i	t	a	false
l	i	t	e	false
l	i	t	i	false
l	i	t	l	false
l	i	t	o	false
l	i	t	r	false
l	i	t	u	false
l	i	t	v	false
l	i	t	â	false
l	i	t	ă	false
l	i	u	-	false
l	i	u	c	false
l	i	u	d	false
l	i	u	i	false
l	i	u	l	false
l	i	u	m	false
l	i	u	n	false
l	i	u	p	false
l	i	u	r	false
l	i	u	s	false
l	i	u	z	false
l	i	u	ț	false
l	i	v	-	false
l	i	v	a	false
l	i	v	e	false
l	i	v	i	false
l	i	v	o	false
l	i	v	r	false
l	i	v	u	false
l	i	v	â	false
l	i	v	ă	false
l	i	w	a	false
l	i	x	-	false
l	i	x	e	false
l	i	x	i	false
l	i	x	ă	false
l	i	z	a	false
l	i	z	e	false
l	i	z	i	false
l	i	z	o	false
l	i	z	â	false
l	i	z	ă	false
l	i	ș	-	false
l	i	ș	a	false
l	i	ș	c	false
l	i	ș	e	false
l	i	ș	i	false
l	i	ș	o	false
l	i	ș	t	false
l	i	ș	u	false
l	i	ș	v	false
l	i	ș	â	false
l	i	ș	ă	false
l	i	ț	-	false
l	i	ț	a	false
l	i	ț	e	false
l	i	ț	i	false
l	i	ț	m	false
l	i	ț	o	false
l	i	ț	u	false
l	i	ț	â	false
l	i	ț	ă	false
l	j	e	-	true
l	j	e	a	true
l	j	e	i	true
l	j	e	l	true
l	j	e	n	true
l	k	-	-	false
l	k	i	r	true
l	k	i	s	true
l	k	i	ș	true
l	k	u	l	true
l	l	-	-	false
l	l	a	-	true
l	l	a	f	true
l	l	a	n	true
l	l	a	r	true
l	l	a	t	true
l	l	b	o	true
l	l	e	-	true
l	l	e	a	true
l	l	e	g	true
l	l	e	i	true
l	l	e	m	true
l	l	e	n	true
l	l	e	r	true
l	l	i	g	true
l	l	i	s	true
l	l	i	u	true
l	l	o	-	true
l	l	o	c	true
l	l	o	g	true
l	l	o	n	true
l	l	o	u	true
l	l	u	i	true
l	l	u	l	true
l	l	u	m	true
l	l	u	n	true
l	l	u	p	true
l	l	u	s	true
l	l	y	-	true
l	l	y	u	true
l	m	-	-	false
l	m	a	-	true
l	m	a	c	true
l	m	a	e	true
l	m	a	g	true
l	m	a	i	true
l	m	a	j	true
l	m	a	l	true
l	m	a	m	true
l	m	a	n	true
l	m	a	p	true
l	m	a	r	true
l	m	a	s	true
l	m	a	t	true
l	m	a	u	true
l	m	a	z	true
l	m	a	ș	true
l	m	a	ț	true
l	m	e	-	true
l	m	e	a	true
l	m	e	c	true
l	m	e	e	true
l	m	e	i	true
l	m	e	l	true
l	m	e	n	true
l	m	e	r	true
l	m	e	t	true
l	m	e	z	true
l	m	e	ș	true
l	m	f	o	true
l	m	i	-	false
l	m	i	a	true
l	m	i	c	true
l	m	i	e	true
l	m	i	f	true
l	m	i	i	true
l	m	i	l	true
l	m	i	n	true
l	m	i	p	true
l	m	i	r	true
l	m	i	s	true
l	m	i	t	true
l	m	i	u	true
l	m	i	z	true
l	m	i	ș	true
l	m	i	ț	true
l	m	o	a	true
l	m	o	d	true
l	m	o	g	true
l	m	o	l	true
l	m	o	m	true
l	m	o	n	true
l	m	o	p	true
l	m	o	r	true
l	m	o	s	true
l	m	o	t	true
l	m	o	ș	true
l	m	p	a	false
l	m	p	a	true
l	m	u	c	true
l	m	u	d	true
l	m	u	i	true
l	m	u	l	true
l	m	u	r	true
l	m	u	ț	true
l	m	â	n	true
l	m	ă	-	true
l	m	ă	c	true
l	m	ă	j	true
l	m	ă	m	true
l	m	ă	r	true
l	m	ă	ș	true
l	n	-	-	false
l	n	a	-	true
l	n	a	v	true
l	n	e	-	true
l	n	e	a	true
l	n	e	b	true
l	n	e	g	true
l	n	e	i	true
l	n	e	l	true
l	n	e	o	true
l	n	e	r	true
l	n	e	s	true
l	n	e	ș	true
l	n	i	-	true
l	n	i	a	true
l	n	i	c	true
l	n	i	e	true
l	n	i	i	true
l	n	i	m	true
l	n	i	n	true
l	n	i	o	true
l	n	i	r	true
l	n	i	s	true
l	n	i	t	true
l	n	i	ș	true
l	n	i	ț	true
l	n	o	g	true
l	n	u	l	true
l	n	u	t	true
l	n	ă	-	true
l	n	ă	v	true
l	o	-	-	false
l	o	a	b	false
l	o	a	c	false
l	o	a	d	false
l	o	a	g	false
l	o	a	i	false
l	o	a	l	false
l	o	a	m	false
l	o	a	n	false
l	o	a	p	false
l	o	a	r	false
l	o	a	s	false
l	o	a	t	false
l	o	a	v	false
l	o	a	z	false
l	o	a	ș	false
l	o	b	-	false
l	o	b	a	false
l	o	b	b	false
l	o	b	d	false
l	o	b	e	false
l	o	b	i	false
l	o	b	l	false
l	o	b	o	false
l	o	b	r	false
l	o	b	u	false
l	o	b	y	false
l	o	b	â	false
l	o	b	ă	false
l	o	c	-	false
l	o	c	a	false
l	o	c	d	false
l	o	c	e	false
l	o	c	h	false
l	o	c	i	false
l	o	c	k	false
l	o	c	m	false
l	o	c	n	false
l	o	c	o	false
l	o	c	r	false
l	o	c	s	false
l	o	c	t	false
l	o	c	u	false
l	o	c	v	false
l	o	c	â	false
l	o	c	ă	false
l	o	c	ș	false
l	o	c	ț	false
l	o	d	-	false
l	o	d	a	false
l	o	d	b	false
l	o	d	e	false
l	o	d	i	false
l	o	d	o	false
l	o	d	r	false
l	o	d	u	false
l	o	d	â	false
l	o	d	ă	false
l	o	e	-	false
l	o	e	a	false
l	o	e	d	false
l	o	e	i	false
l	o	e	l	false
l	o	e	n	false
l	o	e	r	false
l	o	f	a	false
l	o	f	e	false
l	o	f	i	false
l	o	f	o	false
l	o	f	r	false
l	o	f	t	false
l	o	g	-	false
l	o	g	a	false
l	o	g	e	false
l	o	g	g	false
l	o	g	h	false
l	o	g	i	false
l	o	g	l	false
l	o	g	o	false
l	o	g	r	false
l	o	g	u	false
l	o	g	â	false
l	o	g	ă	false
l	o	h	-	false
l	o	h	e	false
l	o	h	i	false
l	o	h	o	false
l	o	h	t	false
l	o	h	u	false
l	o	i	-	false
l	o	i	a	false
l	o	i	c	false
l	o	i	d	false
l	o	i	e	false
l	o	i	i	false
l	o	i	l	false
l	o	i	m	false
l	o	i	n	false
l	o	i	o	false
l	o	i	r	false
l	o	i	s	false
l	o	i	t	false
l	o	i	u	false
l	o	i	z	false
l	o	i	ș	false
l	o	i	ț	false
l	o	j	a	false
l	o	j	e	false
l	o	j	i	false
l	o	j	n	false
l	o	j	o	false
l	o	j	ă	false
l	o	l	-	false
l	o	l	a	false
l	o	l	i	false
l	o	l	o	false
l	o	l	u	false
l	o	l	â	false
l	o	m	-	false
l	o	m	-	true
l	o	m	a	false
l	o	m	b	false
l	o	m	e	false
l	o	m	f	false
l	o	m	i	false
l	o	m	i	true
l	o	m	n	false
l	o	m	o	false
l	o	m	u	false
l	o	m	u	true
l	o	m	â	false
l	o	m	ă	false
l	o	n	-	false
l	o	n	a	false
l	o	n	c	false
l	o	n	d	false
l	o	n	e	false
l	o	n	e	true
l	o	n	g	false
l	o	n	i	false
l	o	n	j	false
l	o	n	l	false
l	o	n	o	false
l	o	n	s	false
l	o	n	t	false
l	o	n	u	false
l	o	n	z	false
l	o	n	â	false
l	o	n	ă	false
l	o	n	ț	false
l	o	o	h	false
l	o	p	-	false
l	o	p	a	false
l	o	p	e	false
l	o	p	i	false
l	o	p	i	true
l	o	p	l	false
l	o	p	o	false
l	o	p	r	false
l	o	p	s	false
l	o	p	t	false
l	o	p	u	false
l	o	p	â	false
l	o	p	ă	false
l	o	r	-	false
l	o	r	a	false
l	o	r	a	true
l	o	r	b	false
l	o	r	c	false
l	o	r	d	false
l	o	r	e	false
l	o	r	f	false
l	o	r	g	false
l	o	r	h	false
l	o	r	i	false
l	o	r	k	false
l	o	r	l	false
l	o	r	m	false
l	o	r	n	false
l	o	r	o	false
l	o	r	p	false
l	o	r	r	false
l	o	r	s	false
l	o	r	t	false
l	o	r	u	false
l	o	r	v	false
l	o	r	z	false
l	o	r	â	false
l	o	r	ă	false
l	o	r	ă	true
l	o	r	ș	false
l	o	r	ț	false
l	o	s	-	false
l	o	s	a	false
l	o	s	c	false
l	o	s	e	false
l	o	s	f	false
l	o	s	i	false
l	o	s	o	false
l	o	s	p	false
l	o	s	t	false
l	o	s	u	false
l	o	s	â	false
l	o	s	ă	false
l	o	t	-	false
l	o	t	a	false
l	o	t	c	false
l	o	t	e	false
l	o	t	i	false
l	o	t	o	false
l	o	t	r	false
l	o	t	u	false
l	o	t	â	false
l	o	t	ă	false
l	o	u	-	false
l	o	u	a	false
l	o	u	l	false
l	o	u	r	false
l	o	u	â	false
l	o	u	ă	false
l	o	v	-	false
l	o	v	a	false
l	o	v	e	false
l	o	v	i	false
l	o	v	n	false
l	o	v	o	false
l	o	v	u	false
l	o	v	ă	false
l	o	w	-	false
l	o	w	a	false
l	o	w	u	false
l	o	x	-	false
l	o	x	a	false
l	o	x	e	false
l	o	x	i	false
l	o	x	i	true
l	o	x	o	false
l	o	x	u	false
l	o	x	â	false
l	o	x	ă	false
l	o	y	-	false
l	o	y	u	false
l	o	z	-	false
l	o	z	a	false
l	o	z	e	false
l	o	z	i	false
l	o	z	o	false
l	o	z	u	false
l	o	z	â	false
l	o	z	ă	false
l	o	ș	-	false
l	o	ș	a	false
l	o	ș	c	false
l	o	ș	e	false
l	o	ș	i	false
l	o	ș	n	false
l	o	ș	t	false
l	o	ș	u	false
l	o	ș	â	false
l	o	ș	ă	false
l	o	ț	-	false
l	o	ț	a	false
l	o	ț	i	false
l	o	ț	u	false
l	p	-	-	false
l	p	a	-	true
l	p	a	b	true
l	p	a	c	true
l	p	a	g	true
l	p	a	i	true
l	p	a	m	true
l	p	a	n	true
l	p	a	r	true
l	p	a	s	true
l	p	a	t	true
l	p	a	u	true
l	p	a	v	true
l	p	a	ș	true
l	p	a	ț	true
l	p	e	-	true
l	p	e	a	true
l	p	e	b	true
l	p	e	d	true
l	p	e	i	true
l	p	e	l	true
l	p	e	n	true
l	p	e	s	true
l	p	e	t	true
l	p	e	z	true
l	p	e	ș	true
l	p	i	-	false
l	p	i	a	true
l	p	i	c	true
l	p	i	d	true
l	p	i	e	true
l	p	i	f	true
l	p	i	g	true
l	p	i	i	true
l	p	i	l	true
l	p	i	n	true
l	p	i	o	true
l	p	i	s	true
l	p	i	t	true
l	p	i	z	true
l	p	i	ș	true
l	p	i	ț	true
l	p	l	a	true
l	p	o	a	true
l	p	o	c	true
l	p	o	d	true
l	p	o	i	true
l	p	o	p	true
l	p	o	r	true
l	p	o	s	true
l	p	o	z	true
l	p	o	ș	true
l	p	r	o	true
l	p	t	a	false
l	p	t	e	false
l	p	t	o	false
l	p	t	u	false
l	p	t	â	false
l	p	t	ă	false
l	p	u	i	true
l	p	u	l	true
l	p	u	r	true
l	p	u	t	true
l	p	u	z	true
l	p	u	ș	true
l	p	u	ț	true
l	p	â	i	true
l	p	â	n	true
l	p	ă	-	true
l	p	ă	d	true
l	p	ă	i	true
l	p	ă	l	true
l	p	ă	m	true
l	p	ă	r	true
l	p	ă	s	true
l	p	ă	u	true
l	p	ă	ș	true
l	r	-	-	false
l	r	a	c	true
l	r	a	d	true
l	r	e	s	true
l	r	o	c	false
l	r	o	d	false
l	r	o	ș	true
l	r	u	s	true
l	r	â	z	true
l	s	-	-	false
l	s	a	-	true
l	s	a	c	true
l	s	a	i	true
l	s	a	l	true
l	s	a	m	true
l	s	a	n	true
l	s	a	r	true
l	s	a	s	true
l	s	a	t	true
l	s	a	u	true
l	s	a	ș	true
l	s	a	ț	true
l	s	e	-	true
l	s	e	a	true
l	s	e	c	true
l	s	e	i	true
l	s	e	r	true
l	s	e	s	true
l	s	e	t	true
l	s	e	z	true
l	s	e	ș	true
l	s	i	a	true
l	s	i	e	true
l	s	i	f	true
l	s	i	i	true
l	s	i	m	true
l	s	i	n	true
l	s	i	o	true
l	s	i	t	true
l	s	i	u	true
l	s	i	v	true
l	s	o	a	true
l	s	o	c	true
l	s	o	g	true
l	s	o	i	true
l	s	o	m	true
l	s	o	n	true
l	s	o	r	true
l	s	o	t	true
l	s	p	ă	true
l	s	t	e	true
l	s	t	i	true
l	s	t	o	true
l	s	t	r	true
l	s	u	l	true
l	s	u	r	true
l	s	â	n	true
l	s	ă	-	true
l	s	ă	l	true
l	s	ă	m	true
l	s	ă	r	true
l	t	-	-	false
l	t	a	-	true
l	t	a	b	true
l	t	a	c	true
l	t	a	g	true
l	t	a	i	true
l	t	a	j	true
l	t	a	m	false
l	t	a	m	true
l	t	a	n	true
l	t	a	p	true
l	t	a	r	true
l	t	a	s	true
l	t	a	t	true
l	t	a	u	true
l	t	a	z	true
l	t	a	ș	true
l	t	a	ț	true
l	t	c	a	false
l	t	c	e	false
l	t	c	i	false
l	t	c	u	false
l	t	c	â	false
l	t	e	-	true
l	t	e	a	true
l	t	e	c	true
l	t	e	i	true
l	t	e	l	true
l	t	e	n	true
l	t	e	o	true
l	t	e	r	true
l	t	e	s	true
l	t	e	u	true
l	t	e	z	true
l	t	e	ș	true
l	t	e	ț	true
l	t	f	e	false
l	t	f	e	true
l	t	h	e	true
l	t	h	o	false
l	t	h	o	true
l	t	h	u	true
l	t	i	-	true
l	t	i	a	true
l	t	i	c	true
l	t	i	d	true
l	t	i	e	true
l	t	i	f	true
l	t	i	g	true
l	t	i	i	true
l	t	i	j	true
l	t	i	l	true
l	t	i	m	true
l	t	i	n	true
l	t	i	o	true
l	t	i	p	true
l	t	i	r	true
l	t	i	s	true
l	t	i	t	true
l	t	i	u	true
l	t	i	v	true
l	t	i	z	true
l	t	i	ș	true
l	t	i	ț	true
l	t	m	e	false
l	t	m	e	true
l	t	m	i	false
l	t	m	i	true
