a01	a12	a23	a34	syl
j	d	e	i	false
j	d	e	l	false
j	d	e	r	false
j	d	e	r	true
j	d	e	s	false
j	d	e	u	false
j	d	e	ș	false
j	d	i	-	false
j	d	i	a	false
j	d	i	e	false
j	d	i	i	false
j	d	i	l	false
j	d	i	m	false
j	d	i	n	false
j	d	i	o	false
j	d	i	r	false
j	d	i	s	false
j	d	i	t	false
j	d	i	u	false
j	d	i	ș	false
j	d	i	ț	false
j	d	r	e	false
j	d	u	i	false
j	d	u	l	false
j	d	u	r	false
j	d	ă	-	false
j	e	-	-	true
j	e	a	-	true
j	e	a	i	true
j	e	a	l	true
j	e	a	m	true
j	e	a	n	true
j	e	a	s	true
j	e	a	u	true
j	e	a	z	true
j	e	a	ț	true
j	e	b	-	true
j	e	b	u	true
j	e	c	m	true
j	e	c	t	true
j	e	c	ț	true
j	e	e	-	true
j	e	e	l	true
j	e	f	i	true
j	e	f	u	true
j	e	g	-	true
j	e	g	o	true
j	e	g	u	true
j	e	i	-	true
j	e	i	e	true
j	e	i	i	true
j	e	i	l	true
j	e	j	u	true
j	e	l	-	true
j	e	l	a	true
j	e	l	d	true
j	e	l	e	true
j	e	l	i	true
j	e	l	o	true
j	e	l	u	true
j	e	l	â	true
j	e	l	ă	true
j	e	m	a	true
j	e	n	-	true
j	e	n	a	true
j	e	n	c	true
j	e	n	e	false
j	e	n	e	true
j	e	n	i	false
j	e	n	i	true
j	e	n	l	true
j	e	n	s	true
j	e	n	t	true
j	e	n	u	true
j	e	n	â	true
j	e	n	ă	true
j	e	n	ț	true
j	e	o	l	true
j	e	p	-	true
j	e	p	i	true
j	e	p	u	true
j	e	r	-	true
j	e	r	a	true
j	e	r	b	true
j	e	r	e	true
j	e	r	i	true
j	e	r	o	true
j	e	r	p	true
j	e	r	s	true
j	e	r	t	true
j	e	r	u	true
j	e	r	ă	true
j	e	s	c	true
j	e	t	-	true
j	e	t	a	true
j	e	t	e	true
j	e	t	f	true
j	e	t	o	true
j	e	t	u	true
j	e	u	-	true
j	e	u	l	true
j	e	u	r	true
j	e	z	-	true
j	e	z	e	true
j	e	z	i	true
j	e	ș	t	true
j	e	ț	-	true
j	e	ț	u	true
j	g	a	n	false
j	g	h	e	false
j	g	h	e	true
j	g	h	i	false
j	g	ă	i	false
j	i	-	-	false
j	i	-	-	true
j	i	a	-	true
j	i	a	n	true
j	i	c	-	true
j	i	c	a	true
j	i	c	e	true
j	i	c	i	true
j	i	c	l	true
j	i	c	o	true
j	i	c	u	true
j	i	c	ă	true
j	i	d	a	true
j	i	d	e	true
j	i	d	o	true
j	i	d	ă	true
j	i	e	-	true
j	i	e	i	true
j	i	e	n	true
j	i	e	r	true
j	i	g	a	true
j	i	g	h	true
j	i	g	l	true
j	i	g	n	true
j	i	g	o	true
j	i	g	ă	true
j	i	h	a	true
j	i	i	-	true
j	i	i	d	true
j	i	i	g	true
j	i	i	l	true
j	i	j	i	true
j	i	l	a	true
j	i	l	e	true
j	i	l	i	true
j	i	l	o	true
j	i	l	ă	true
j	i	l	ț	true
j	i	m	-	true
j	i	m	b	true
j	i	m	e	true
j	i	m	i	true
j	i	n	-	true
j	i	n	a	true
j	i	n	d	true
j	i	n	e	true
j	i	n	i	true
j	i	n	t	true
j	i	n	u	true
j	i	n	ă	true
j	i	o	a	true
j	i	p	-	true
j	i	p	a	true
j	i	p	i	true
j	i	p	u	true
j	i	r	-	true
j	i	r	e	true
j	i	r	i	true
j	i	r	o	true
j	i	r	u	true
j	i	r	ă	true
j	i	s	e	true
j	i	s	m	true
j	i	s	t	true
j	i	t	-	true
j	i	t	a	true
j	i	t	e	true
j	i	t	i	true
j	i	t	n	true
j	i	t	o	true
j	i	t	u	true
j	i	t	ă	true
j	i	u	-	true
j	i	v	i	true
j	i	v	r	true
j	i	ș	i	true
j	i	ș	t	true
j	i	ț	a	true
j	i	ț	e	true
j	i	ț	i	true
j	i	ț	ă	true
j	l	o	a	false
j	l	o	c	false
j	m	a	-	false
j	m	a	l	false
j	m	a	r	false
j	m	a	ș	false
j	m	e	-	false
j	m	e	i	false
j	m	e	l	false
j	m	e	t	false
j	m	u	i	false
j	m	ă	-	false
j	m	ă	r	false
j	m	ă	ș	false
j	n	a	-	false
j	n	a	p	true
j	n	e	-	false
j	n	e	a	true
j	n	e	i	false
j	n	e	l	false
j	n	e	p	true
j	n	i	c	false
j	n	i	ț	false
j	n	ă	-	false
j	n	ă	p	true
j	o	-	-	true
j	o	a	c	true
j	o	a	g	true
j	o	a	i	true
j	o	a	l	true
j	o	a	n	true
j	o	a	r	true
j	o	a	s	true
j	o	b	-	true
j	o	b	e	true
j	o	b	u	true
j	o	c	-	true
j	o	c	a	true
j	o	c	e	true
j	o	c	h	true
j	o	c	i	true
j	o	c	o	true
j	o	c	u	true
j	o	c	ă	true
j	o	f	r	true
j	o	g	-	true
j	o	g	a	true
j	o	g	i	true
j	o	g	u	true
j	o	g	ă	true
j	o	i	-	true
j	o	i	a	true
j	o	i	e	true
j	o	i	i	true
j	o	i	l	true
j	o	i	m	true
j	o	i	s	true
j	o	i	u	true
j	o	i	ș	true
j	o	j	a	true
j	o	j	e	true
j	o	j	ă	true
j	o	l	-	true
j	o	l	e	true
j	o	l	i	true
j	o	l	u	true
j	o	n	-	true
j	o	n	a	true
j	o	n	c	true
j	o	n	e	true
j	o	n	g	true
j	o	n	i	true
j	o	n	u	true
j	o	n	â	true
j	o	n	ă	true
j	o	r	-	true
j	o	r	a	true
j	o	r	d	true
j	o	r	e	true
j	o	r	i	true
j	o	r	u	true
j	o	r	â	true
j	o	r	ă	true
j	o	s	-	true
j	o	s	e	true
j	o	s	i	true
j	o	s	n	true
j	o	t	a	true
j	o	t	e	true
j	o	t	ă	true
j	o	u	l	true
j	o	u	r	true
j	o	v	i	true
j	o	ș	a	true
j	o	ș	e	true
j	o	ș	i	true
j	o	ș	â	true
j	o	ș	ă	true
j	u	-	-	true
j	u	a	n	true
j	u	b	-	true
j	u	b	a	true
j	u	b	e	true
j	u	b	i	true
j	u	b	u	true
j	u	b	ă	true
j	u	c	a	true
j	u	c	â	true
j	u	c	ă	true
j	u	d	e	true
j	u	d	i	true
j	u	d	o	true
j	u	g	-	true
j	u	g	a	true
j	u	g	e	true
j	u	g	i	true
j	u	g	l	true
j	u	g	u	true
j	u	g	â	true
j	u	g	ă	true
j	u	i	-	true
j	u	i	a	true
j	u	i	e	true
j	u	i	i	true
j	u	i	l	true
j	u	i	m	true
j	u	i	n	true
j	u	i	r	true
j	u	i	s	true
j	u	i	t	true
j	u	i	u	true
j	u	i	ș	true
j	u	i	ț	true
j	u	j	e	true
j	u	j	i	true
j	u	j	u	true
j	u	l	-	true
j	u	l	e	true
j	u	l	f	true
j	u	l	i	true
j	u	l	u	true
j	u	m	a	true
j	u	m	e	true
j	u	m	u	true
j	u	m	ă	true
j	u	n	-	true
j	u	n	a	true
j	u	n	c	true
j	u	n	e	true
j	u	n	g	true
j	u	n	i	true
j	u	n	s	true
j	u	n	t	true
j	u	n	u	true
j	u	n	â	true
j	u	n	ă	true
j	u	n	ș	true
j	u	p	a	true
j	u	p	e	true
j	u	p	i	true
j	u	p	o	true
j	u	p	u	true
j	u	p	â	true
j	u	p	ă	true
j	u	r	-	true
j	u	r	a	true
j	u	r	e	true
j	u	r	f	true
j	u	r	i	true
j	u	r	n	true
j	u	r	u	true
j	u	r	â	true
j	u	r	ă	true
j	u	s	c	true
j	u	s	t	true
j	u	t	-	true
j	u	t	a	true
j	u	t	e	true
j	u	t	i	true
j	u	t	o	true
j	u	t	â	true
j	u	t	ă	true
j	u	u	l	true
j	u	v	a	true
j	u	v	e	true
j	u	v	ă	true
j	u	x	t	true
j	u	z	i	true
j	u	ș	t	true
j	u	ț	i	true
j	â	i	-	true
j	â	i	a	true
j	â	i	e	true
j	â	i	i	true
j	â	i	m	true
j	â	i	n	true
j	â	i	r	true
j	â	i	s	true
j	â	i	t	true
j	â	i	ș	true
j	â	i	ț	true
j	â	n	d	true
j	ă	-	-	true
j	ă	c	a	true
j	ă	c	h	true
j	ă	c	i	true
j	ă	d	e	true
j	ă	g	a	true
j	ă	l	b	true
j	ă	m	-	true
j	ă	p	c	true
j	ă	r	-	true
j	ă	r	a	true
j	ă	r	c	true
j	ă	r	e	true
j	ă	r	i	true
j	ă	r	n	true
j	ă	r	p	true
j	ă	r	u	true
j	ă	r	ă	true
k	-	-	-	false
k	a	-	-	true
k	a	b	i	true
k	a	d	i	true
k	a	d	o	true
k	a	i	n	true
k	a	i	z	true
k	a	k	e	true
k	a	k	i	true
k	a	l	a	true
k	a	l	i	true
k	a	m	a	true
k	a	m	i	true
k	a	m	p	true
k	a	n	d	true
k	a	n	t	false
k	a	n	t	true
k	a	o	n	true
k	a	p	p	true
k	a	r	a	true
k	a	r	i	true
k	a	r	l	true
k	a	r	m	true
k	a	r	n	false
k	a	s	o	true
k	a	v	a	true
k	a	v	e	true
k	a	z	a	true
k	a	z	e	true
k	e	b	a	true
k	e	d	i	true
k	e	i	-	true
k	e	i	i	true
k	e	i	l	true
k	e	l	-	false
k	e	l	i	true
k	e	l	u	false
k	e	l	v	true
k	e	m	o	true
k	e	n	d	true
k	e	n	o	true
k	e	n	y	true
k	e	r	-	true
k	e	r	a	true
k	e	r	d	true
k	e	r	i	true
k	e	r	o	true
k	e	r	u	true
k	e	s	p	true
k	e	t	-	true
k	e	t	a	true
k	e	t	e	true
k	e	t	i	true
k	e	t	u	true
k	e	u	-	true
k	e	u	l	true
k	e	y	n	true
k	e	z	-	true
k	e	z	e	true
k	e	z	i	true
k	e	z	u	true
k	e	z	ă	true
k	h	m	e	true
k	i	-	-	false
k	i	-	-	true
k	i	a	n	false
k	i	a	n	true
k	i	d	n	true
k	i	d	o	true
k	i	e	n	false
k	i	e	n	true
k	i	e	s	true
k	i	e	v	true
k	i	l	-	true
k	i	l	e	true
k	i	l	n	true
k	i	l	o	true
k	i	l	t	true
k	i	l	u	true
k	i	m	b	true
k	i	m	e	true
k	i	n	a	true
k	i	n	e	true
k	i	n	g	true
k	i	n	i	true
k	i	n	o	true
k	i	n	s	true
k	i	n	ă	true
k	i	r	-	true
k	i	r	a	true
k	i	r	e	true
k	i	r	g	true
k	i	r	i	true
k	i	r	u	true
k	i	r	ă	true
k	i	s	e	true
k	i	s	m	false
k	i	s	t	true
k	i	t	-	true
k	i	t	u	true
k	i	u	l	true
k	i	w	i	true
k	i	ș	m	true
k	i	ș	t	true
k	k	a	d	false
k	k	o	l	false
k	l	e	r	false
k	l	i	n	false
k	l	i	p	true
k	m	e	n	true
k	o	a	l	true
k	o	b	l	true
k	o	d	a	true
k	o	i	n	true
k	o	l	a	true
k	o	t	a	true
k	o	v	a	true
k	r	a	f	true
k	r	a	r	true
k	r	e	m	true
k	r	e	n	true
k	r	i	p	true
k	r	o	n	true
k	s	-	-	false
k	s	u	l	true
k	u	l	-	false
k	u	l	-	true
k	u	l	u	false
k	u	l	u	true
k	u	n	g	true
k	u	r	d	true
k	u	r	i	false
k	u	r	u	true
k	u	r	z	true
k	u	w	e	true
k	y	t	o	false
k	â	n	-	true
k	â	n	i	true
k	â	n	u	true
l	-	-	-	false
l	-	-	-	true
l	a	-	-	false
l	a	-	-	true
l	a	a	z	true
l	a	b	-	false
l	a	b	-	true
l	a	b	a	false
l	a	b	a	true
l	a	b	e	false
l	a	b	e	true
l	a	b	f	true
l	a	b	i	false
l	a	b	i	true
l	a	b	o	true
l	a	b	r	false
l	a	b	r	true
l	a	b	u	true
l	a	b	â	true
l	a	b	ă	false
l	a	b	ă	true
l	a	c	-	false
l	a	c	-	true
l	a	c	a	false
l	a	c	a	true
l	a	c	e	false
l	a	c	e	true
l	a	c	h	false
l	a	c	h	true
l	a	c	i	false
l	a	c	i	true
l	a	c	o	false
l	a	c	o	true
l	a	c	r	true
l	a	c	s	true
l	a	c	t	false
l	a	c	t	true
l	a	c	u	false
l	a	c	u	true
l	a	c	â	false
l	a	c	ă	false
l	a	c	ă	true
l	a	c	ș	true
l	a	d	-	false
l	a	d	a	false
l	a	d	a	true
l	a	d	e	true
l	a	d	i	false
l	a	d	i	true
l	a	d	n	false
l	a	d	o	false
l	a	d	o	true
l	a	d	r	false
l	a	d	r	true
l	a	d	u	false
l	a	d	â	true
l	a	d	ă	false
l	a	d	ă	true
l	a	f	-	false
l	a	f	-	true
l	a	f	a	false
l	a	f	a	true
l	a	f	c	true
l	a	f	g	true
l	a	f	i	true
l	a	f	o	false
l	a	f	o	true
l	a	f	r	true
l	a	f	u	false
l	a	f	u	true
l	a	g	-	false
l	a	g	-	true
l	a	g	a	false
l	a	g	a	true
l	a	g	e	false
l	a	g	e	true
l	a	g	i	false
l	a	g	i	true
l	a	g	m	true
l	a	g	o	false
l	a	g	o	true
l	a	g	r	false
l	a	g	r	true
l	a	g	u	false
l	a	g	u	true
l	a	g	ă	false
l	a	g	ă	true
l	a	h	-	false
l	a	h	-	true
l	a	h	a	false
l	a	h	a	true
l	a	h	e	false
l	a	h	e	true
l	a	h	i	false
l	a	h	i	true
l	a	h	o	true
l	a	h	u	false
l	a	h	u	true
l	a	h	ă	false
l	a	h	ă	true
l	a	i	-	false
l	a	i	-	true
l	a	i	a	false
l	a	i	a	true
l	a	i	b	true
l	a	i	c	true
l	a	i	e	false
l	a	i	e	true
l	a	i	f	false
l	a	i	i	true
l	a	i	l	true
l	a	i	m	false
l	a	i	m	true
l	a	i	n	true
l	a	i	o	true
l	a	i	t	true
l	a	i	u	false
l	a	i	u	true
l	a	i	v	false
l	a	i	ț	true
l	a	j	-	false
l	a	j	-	true
l	a	j	a	false
l	a	j	e	false
l	a	j	e	true
l	a	j	i	false
l	a	j	i	true
l	a	j	o	false
l	a	j	u	false
l	a	j	u	true
l	a	j	ă	false
l	a	l	-	true
l	a	l	a	false
l	a	l	a	true
l	a	l	b	false
l	a	l	e	false
l	a	l	e	true
l	a	l	g	false
l	a	l	g	true
l	a	l	i	true
l	a	l	o	false
l	a	l	o	true
l	a	l	t	true
l	a	l	u	true
l	a	l	ă	true
l	a	l	ț	true
l	a	m	-	false
l	a	m	-	true
l	a	m	a	false
l	a	m	a	true
l	a	m	b	false
l	a	m	b	true
l	a	m	e	false
l	a	m	e	true
l	a	m	i	false
l	a	m	i	true
l	a	m	l	true
l	a	m	n	false
l	a	m	o	false
l	a	m	o	true
l	a	m	p	false
l	a	m	p	true
l	a	m	u	false
l	a	m	u	true
l	a	m	â	false
l	a	m	ă	false
l	a	m	ă	true
l	a	n	-	false
l	a	n	-	true
l	a	n	a	false
l	a	n	a	true
l	a	n	c	false
l	a	n	c	true
l	a	n	d	false
l	a	n	d	true
l	a	n	e	false
l	a	n	e	true
l	a	n	g	false
l	a	n	g	true
l	a	n	h	false
l	a	n	h	true
l	a	n	i	false
l	a	n	i	true
l	a	n	j	true
l	a	n	o	false
l	a	n	o	true
l	a	n	q	false
l	a	n	s	true
l	a	n	t	false
l	a	n	t	true
l	a	n	u	false
l	a	n	u	true
l	a	n	z	true
l	a	n	â	false
l	a	n	ă	false
l	a	n	ă	true
l	a	n	ș	false
l	a	n	ș	true
l	a	n	ț	false
l	a	n	ț	true
l	a	o	-	true
l	a	o	a	true
l	a	o	l	true
l	a	o	n	true
l	a	o	u	true
l	a	o	ț	true
l	a	p	-	false
l	a	p	-	true
l	a	p	a	false
l	a	p	a	true
l	a	p	c	false
l	a	p	e	false
l	a	p	e	true
l	a	p	i	false
l	a	p	i	true
l	a	p	o	false
l	a	p	o	true
l	a	p	r	true
l	a	p	s	true
l	a	p	t	true
l	a	p	u	false
l	a	p	u	true
l	a	p	ă	false
l	a	p	ă	true
l	a	r	-	false
l	a	r	-	true
l	a	r	a	false
l	a	r	a	true
l	a	r	c	true
l	a	r	d	true
l	a	r	e	false
l	a	r	e	true
l	a	r	g	false
l	a	r	g	true
l	a	r	h	false
l	a	r	h	true
l	a	r	i	false
l	a	r	i	true
l	a	r	m	false
l	a	r	m	true
l	a	r	n	true
l	a	r	o	false
l	a	r	o	true
l	a	r	u	false
l	a	r	u	true
l	a	r	v	false
l	a	r	v	true
l	a	r	z	true
l	a	r	â	false
l	a	r	â	true
l	a	r	ă	false
l	a	r	ă	true
l	a	s	-	false
l	a	s	-	true
l	a	s	a	false
l	a	s	a	true
l	a	s	b	false
l	a	s	c	false
l	a	s	c	true
l	a	s	e	false
l	a	s	e	true
l	a	s	f	false
l	a	s	f	true
l	a	s	g	true
l	a	s	i	false
l	a	s	i	true
l	a	s	m	false
l	a	s	m	true
l	a	s	n	false
l	a	s	o	false
l	a	s	o	true
l	a	s	p	false
l	a	s	s	true
l	a	s	t	false
l	a	s	t	true
l	a	s	u	false
l	a	s	u	true
l	a	s	v	false
l	a	s	â	false
l	a	s	â	true
l	a	s	ă	false
l	a	s	ă	true
l	a	t	-	false
l	a	t	-	true
l	a	t	a	false
l	a	t	a	true
l	a	t	b	false
l	a	t	c	false
l	a	t	e	false
l	a	t	e	true
l	a	t	f	false
l	a	t	i	false
l	a	t	i	true
l	a	t	n	false
l	a	t	o	false
l	a	t	o	true
l	a	t	r	false
l	a	t	r	true
l	a	t	u	false
l	a	t	u	true
l	a	t	â	false
l	a	t	â	true
l	a	t	ă	false
l	a	t	ă	true
l	a	u	-	false
l	a	u	-	true
l	a	u	a	false
l	a	u	a	true
l	a	u	b	false
l	a	u	c	false
l	a	u	d	false
l	a	u	d	true
l	a	u	g	false
l	a	u	l	false
l	a	u	l	true
l	a	u	n	true
l	a	u	r	false
l	a	u	r	true
l	a	u	s	false
l	a	u	t	false
l	a	u	t	true
l	a	u	z	false
l	a	u	z	true
l	a	u	ș	false
l	a	v	-	false
l	a	v	-	true
l	a	v	a	false
l	a	v	a	true
l	a	v	c	false
l	a	v	e	false
l	a	v	e	true
l	a	v	i	false
l	a	v	i	true
l	a	v	n	false
l	a	v	n	true
l	a	v	o	false
l	a	v	o	true
l	a	v	r	true
l	a	v	u	false
l	a	v	u	true
l	a	v	â	false
l	a	v	ă	false
l	a	v	ă	true
l	a	x	-	false
l	a	x	-	true
l	a	x	a	true
l	a	x	e	true
l	a	x	i	true
l	a	x	o	false
l	a	x	o	true
l	a	x	u	false
l	a	x	u	true
l	a	x	â	true
l	a	x	ă	true
l	a	z	-	false
l	a	z	-	true
l	a	z	a	false
l	a	z	a	true
l	a	z	b	false
l	a	z	b	true
l	a	z	e	false
l	a	z	e	true
l	a	z	i	false
l	a	z	o	false
l	a	z	u	false
l	a	z	u	true
l	a	z	â	false
l	a	z	ă	false
l	a	z	ă	true
l	a	ș	-	true
l	a	ș	a	true
l	a	ș	c	false
l	a	ș	c	true
l	a	ș	e	false
l	a	ș	e	true
l	a	ș	i	false
l	a	ș	i	true
l	a	ș	l	true
l	a	ș	n	false
l	a	ș	o	true
l	a	ș	t	false
l	a	ș	t	true
l	a	ș	u	true
l	a	ș	â	true
l	a	ș	ă	true
l	a	ț	-	true
l	a	ț	e	true
l	a	ț	i	false
l	a	ț	i	true
l	a	ț	u	true
l	b	-	-	false
l	b	a	-	false
l	b	a	b	false
l	b	a	d	false
l	b	a	i	false
l	b	a	l	false
l	b	a	m	false
l	b	a	n	false
l	b	a	r	false
l	b	a	s	false
l	b	a	t	false
l	b	a	u	false
l	b	a	ș	false
l	b	a	ț	false
l	b	e	-	false
l	b	e	a	false
l	b	e	c	false
l	b	e	d	false
l	b	e	i	false
l	b	e	j	false
l	b	e	l	false
l	b	e	m	false
l	b	e	n	false
l	b	e	r	false
l	b	e	s	false
l	b	e	t	false
l	b	e	u	false
l	b	e	z	false
l	b	e	ș	false
l	b	e	ț	false
l	b	g	a	false
l	b	i	-	false
l	b	i	a	false
l	b	i	c	false
l	b	i	e	false
l	b	i	f	false
l	b	i	g	false
l	b	i	i	false
l	b	i	l	false
l	b	i	m	false
l	b	i	n	false
l	b	i	o	false
l	b	i	r	false
l	b	i	s	false
l	b	i	t	false
l	b	i	u	false
l	b	i	ș	false
l	b	i	ț	false
l	b	o	a	false
l	b	o	j	false
l	b	o	r	false
l	b	o	s	false
l	b	o	x	true
l	b	o	ș	false
l	b	r	o	false
l	b	u	-	false
l	b	u	c	false
l	b	u	i	false
l	b	u	l	false
l	b	u	m	false
l	b	u	n	false
l	b	u	r	false
l	b	u	s	false
l	b	u	t	false
l	b	u	ș	false
l	b	u	ț	false
l	b	â	i	false
l	b	â	n	false
l	b	ă	-	false
l	b	ă	i	false
l	b	ă	l	false
l	b	ă	m	false
l	b	ă	r	false
l	b	ă	s	false
l	b	ă	t	false
l	b	ă	ț	false
l	c	-	-	false
l	c	a	-	false
l	c	a	d	false
l	c	a	i	false
l	c	a	l	false
l	c	a	m	false
l	c	a	n	false
l	c	a	p	false
l	c	a	r	false
l	c	a	s	false
l	c	a	t	false
l	c	a	u	false
l	c	a	v	false
l	c	a	z	false
l	c	a	ș	false
l	c	a	ț	false
l	c	e	-	false
l	c	e	a	false
l	c	e	d	false
l	c	e	g	false
l	c	e	i	false
l	c	e	l	false
l	c	e	m	false
l	c	e	n	false
l	c	e	r	false
l	c	e	s	false
l	c	e	t	false
l	c	e	v	false
l	c	e	z	false
l	c	e	ș	false
l	c	e	ț	false
l	c	h	e	false
l	c	h	i	false
l	c	i	-	false
l	c	i	a	false
l	c	i	c	false
l	c	i	d	false
l	c	i	e	false
l	c	i	f	false
l	c	i	i	false
l	c	i	l	false
l	c	i	m	false
l	c	i	n	false
l	c	i	o	false
l	c	i	p	false
l	c	i	r	false
l	c	i	s	false
l	c	i	t	false
l	c	i	u	false
l	c	i	v	false
l	c	i	z	false
l	c	i	ș	false
l	c	i	ț	false
l	c	l	o	false
l	c	o	-	false
l	c	o	a	false
l	c	o	c	false
l	c	o	g	false
l	c	o	l	false
l	c	o	m	false
l	c	o	n	false
l	c	o	o	false
l	c	o	p	false
l	c	o	r	false
l	c	o	s	false
l	c	o	t	false
l	c	o	u	false
l	c	o	v	false
l	c	o	x	false
l	c	o	z	false
l	c	o	ș	false
l	c	r	a	false
l	c	r	e	false
l	c	r	u	false
l	c	r	u	true
l	c	t	r	false
l	c	u	c	false
l	c	u	i	false
l	c	u	l	false
l	c	u	r	false
l	c	u	s	false
l	c	u	ș	false
l	c	u	ț	false
l	c	â	i	false
l	c	â	m	false
l	c	â	n	false
l	c	â	z	false
l	c	ă	-	false
l	c	ă	i	false
l	c	ă	m	false
l	c	ă	n	false
l	c	ă	r	false
l	c	ă	t	false
l	c	ă	u	false
l	c	ș	i	false
l	c	ș	o	false
l	d	-	-	false
l	d	a	-	false
l	d	a	c	false
l	d	a	i	false
l	d	a	m	false
l	d	a	n	false
l	d	a	r	false
l	d	a	s	false
l	d	a	t	false
l	d	a	u	false
l	d	a	v	false
l	d	a	ș	false
l	d	a	ț	false
l	d	e	-	false
l	d	e	a	false
l	d	e	b	false
l	d	e	c	false
l	d	e	f	false
l	d	e	h	false
l	d	e	i	false
l	d	e	l	false
l	d	e	m	false
l	d	e	n	false
l	d	e	r	false
l	d	e	s	false
l	d	e	t	false
l	d	e	u	false
l	d	e	z	false
l	d	e	ș	false
l	d	e	ț	false
l	d	i	-	false
l	d	i	a	false
l	d	i	c	false
l	d	i	e	false
l	d	i	i	false
l	d	i	m	false
l	d	i	n	false
l	d	i	o	false
l	d	i	r	false
l	d	i	s	false
l	d	i	t	false
l	d	i	u	false
l	d	i	ș	false
l	d	i	ț	false
l	d	m	a	false
l	d	o	-	false
l	d	o	a	false
l	d	o	g	false
l	d	o	l	false
l	d	o	m	false
l	d	o	r	false
l	d	o	s	false
l	d	o	u	false
l	d	o	v	false
l	d	o	z	false
l	d	r	a	false
l	d	s	p	false
l	d	u	i	false
l	d	u	l	false
l	d	u	n	false
l	d	u	r	false
l	d	u	ț	false
l	d	v	e	false
l	d	â	b	false
l	d	â	n	false
l	d	î	-	false
l	d	ă	-	false
l	d	ă	m	false
l	d	ă	n	false
l	d	ă	r	false
l	d	ă	t	false
l	d	ă	ț	false
l	e	-	-	false
l	e	-	-	true
l	e	a	-	false
l	e	a	-	true
l	e	a	b	false
l	e	a	b	true
l	e	a	c	false
l	e	a	c	true
l	e	a	f	true
l	e	a	g	false
l	e	a	g	true
l	e	a	h	false
l	e	a	h	true
l	e	a	i	false
l	e	a	i	true
l	e	a	j	false
l	e	a	l	false
l	e	a	l	true
l	e	a	m	false
l	e	a	m	true
l	e	a	n	false
l	e	a	n	true
l	e	a	p	false
l	e	a	p	true
l	e	a	r	false
l	e	a	r	true
l	e	a	s	false
l	e	a	s	true
l	e	a	t	false
l	e	a	t	true
l	e	a	u	false
l	e	a	u	true
l	e	a	v	false
l	e	a	z	false
l	e	a	z	true
l	e	a	ș	false
l	e	a	ș	true
l	e	a	ț	false
l	e	a	ț	true
l	e	b	a	false
l	e	b	a	true
l	e	b	e	false
l	e	b	e	true
l	e	b	i	false
l	e	b	i	true
l	e	b	l	true
l	e	b	o	false
l	e	b	o	true
l	e	b	r	true
l	e	b	u	true
l	e	b	ă	false
l	e	b	ă	true
l	e	c	-	false
l	e	c	-	true
l	e	c	a	false
l	e	c	a	true
l	e	c	e	false
l	e	c	e	true
l	e	c	h	true
l	e	c	i	false
l	e	c	i	true
l	e	c	l	true
l	e	c	o	false
l	e	c	o	true
l	e	c	r	true
l	e	c	t	false
l	e	c	t	true
l	e	c	u	false
l	e	c	u	true
l	e	c	â	false
l	e	c	â	true
l	e	c	ă	false
l	e	c	ă	true
l	e	c	ș	false
l	e	c	ț	false
l	e	c	ț	true
l	e	d	-	false
l	e	d	-	true
l	e	d	a	false
l	e	d	e	false
l	e	d	e	true
l	e	d	i	true
l	e	d	o	false
l	e	d	o	true
l	e	d	r	true
l	e	d	u	false
l	e	d	u	true
l	e	d	â	false
l	e	d	ă	false
l	e	e	-	false
l	e	e	-	true
l	e	e	a	false
l	e	e	a	true
l	e	e	c	true
l	e	e	d	true
l	e	e	i	false
l	e	e	i	true
l	e	e	l	false
l	e	e	l	true
l	e	e	m	true
l	e	e	n	true
l	e	e	v	true
l	e	e	z	false
l	e	f	a	false
l	e	f	a	true
l	e	f	e	false
l	e	f	e	true
l	e	f	i	false
l	e	f	i	true
l	e	f	o	true
l	e	f	t	true
l	e	f	u	false
l	e	f	u	true
l	e	f	ă	false
l	e	f	ă	true
l	e	f	ș	true
l	e	f	ț	true
l	e	g	-	false
l	e	g	-	true
l	e	g	a	false
l	e	g	a	true
l	e	g	e	false
l	e	g	e	true
l	e	g	h	true
l	e	g	i	false
l	e	g	i	true
l	e	g	m	false
l	e	g	n	true
l	e	g	o	true
l	e	g	r	true
l	e	g	u	false
l	e	g	u	true
l	e	g	â	false
l	e	g	â	true
l	e	g	ă	false
l	e	g	ă	true
l	e	h	-	true
l	e	h	a	true
l	e	h	e	true
l	e	h	i	true
l	e	h	m	true
l	e	h	t	false
l	e	h	u	true
l	e	h	ă	false
l	e	h	ă	true
l	e	i	-	false
l	e	i	-	true
l	e	i	a	false
l	e	i	a	true
l	e	i	b	true
l	e	i	c	false
l	e	i	c	true
l	e	i	d	false
l	e	i	d	true
l	e	i	e	false
l	e	i	e	true
l	e	i	f	true
l	e	i	g	true
l	e	i	i	false
l	e	i	i	true
l	e	i	l	false
l	e	i	l	true
l	e	i	m	false
l	e	i	m	true
l	e	i	n	false
l	e	i	n	true
l	e	i	o	false
l	e	i	o	true
l	e	i	p	true
l	e	i	r	false
l	e	i	r	true
l	e	i	s	false
l	e	i	s	true
l	e	i	t	false
l	e	i	t	true
l	e	i	u	false
l	e	i	u	true
l	e	i	v	true
l	e	i	z	false
l	e	i	ș	false
l	e	i	ș	true
l	e	i	ț	false
l	e	i	ț	true
l	e	j	-	false
l	e	j	-	true
l	e	j	a	true
l	e	j	e	false
l	e	j	e	true
l	e	j	i	false
