b21	b10	a01	a12	a23	syl
i	o	r	o	g	true
i	o	r	o	i	true
i	o	r	o	n	true
i	o	r	o	p	true
i	o	r	o	s	true
i	o	r	o	v	true
i	o	r	o	ș	true
i	o	r	p	a	false
i	o	r	s	ă	false
i	o	r	t	a	false
i	o	r	t	ă	false
i	o	r	u	l	false
i	o	r	u	l	true
i	o	r	u	r	true
i	o	r	u	ș	true
i	o	r	u	ț	true
i	o	r	v	a	false
i	o	r	v	e	false
i	o	r	v	ă	false
i	o	r	â	i	true
i	o	r	â	m	true
i	o	r	â	n	true
i	o	r	â	r	true
i	o	r	â	s	true
i	o	r	â	t	true
i	o	r	â	ș	true
i	o	r	â	ț	true
i	o	r	î	-	true
i	o	r	ă	-	true
i	o	r	ă	i	true
i	o	r	ă	m	true
i	o	r	ă	p	true
i	o	r	ă	r	true
i	o	r	ă	s	true
i	o	r	ă	t	true
i	o	r	ă	ș	true
i	o	r	ț	-	false
i	o	r	ț	ă	false
i	o	s	-	-	false
i	o	s	a	-	true
i	o	s	a	t	true
i	o	s	a	u	true
i	o	s	c	l	false
i	o	s	c	l	true
i	o	s	c	o	false
i	o	s	c	o	true
i	o	s	e	m	true
i	o	s	e	n	true
i	o	s	e	p	true
i	o	s	e	r	true
i	o	s	e	x	true
i	o	s	f	e	false
i	o	s	f	e	true
i	o	s	i	m	true
i	o	s	i	n	true
i	o	s	i	s	true
i	o	s	l	â	false
i	o	s	o	-	true
i	o	s	o	c	true
i	o	s	o	n	true
i	o	s	p	a	true
i	o	s	p	e	false
i	o	s	p	e	true
i	o	s	p	o	true
i	o	s	t	-	false
i	o	s	t	a	false
i	o	s	t	a	true
i	o	s	t	e	false
i	o	s	t	e	true
i	o	s	t	i	false
i	o	s	t	i	true
i	o	s	t	o	false
i	o	s	t	o	true
i	o	s	t	r	false
i	o	s	t	r	true
i	o	s	t	u	false
i	o	s	u	l	true
i	o	s	u	r	true
i	o	t	-	-	false
i	o	t	-	-	true
i	o	t	a	-	true
i	o	t	a	c	true
i	o	t	a	i	true
i	o	t	a	j	true
i	o	t	a	m	true
i	o	t	a	n	true
i	o	t	a	r	true
i	o	t	a	s	true
i	o	t	a	t	true
i	o	t	a	u	true
i	o	t	a	x	true
i	o	t	a	ș	true
i	o	t	a	ț	true
i	o	t	c	a	false
i	o	t	c	e	false
i	o	t	c	ă	false
i	o	t	e	-	true
i	o	t	e	a	true
i	o	t	e	c	true
i	o	t	e	h	true
i	o	t	e	i	true
i	o	t	e	l	true
i	o	t	e	o	true
i	o	t	e	r	true
i	o	t	e	s	true
i	o	t	e	z	true
i	o	t	e	ș	true
i	o	t	i	-	true
i	o	t	i	c	true
i	o	t	i	i	true
i	o	t	i	m	true
i	o	t	i	n	true
i	o	t	i	p	true
i	o	t	i	r	true
i	o	t	i	s	true
i	o	t	i	t	true
i	o	t	i	z	true
i	o	t	i	ș	true
i	o	t	i	ț	true
i	o	t	o	m	true
i	o	t	o	n	true
i	o	t	o	p	true
i	o	t	o	r	true
i	o	t	o	x	true
i	o	t	r	a	true
i	o	t	r	o	true
i	o	t	u	l	true
i	o	t	u	r	true
i	o	t	â	n	true
i	o	t	ă	-	true
i	o	t	ă	m	true
i	o	u	-	-	false
i	o	u	-	-	true
i	o	u	l	-	true
i	o	u	l	u	true
i	o	u	m	a	true
i	o	u	n	d	true
i	o	u	r	e	true
i	o	u	r	i	true
i	o	v	-	-	false
i	o	v	a	c	true
i	o	v	a	s	true
i	o	v	e	i	true
i	o	v	e	l	true
i	o	v	i	-	false
i	o	v	i	c	true
i	o	v	i	d	true
i	o	v	i	i	true
i	o	v	i	l	true
i	o	v	i	z	true
i	o	v	u	l	true
i	o	x	-	-	false
i	o	x	a	l	true
i	o	x	i	d	true
i	o	x	i	g	true
i	o	x	i	m	true
i	o	x	i	z	true
i	o	x	u	l	true
i	o	z	a	-	true
i	o	z	a	u	true
i	o	z	d	a	false
i	o	z	d	ă	false
i	o	z	e	-	true
i	o	z	e	i	true
i	o	z	e	l	true
i	o	z	i	c	true
i	o	z	i	n	true
i	o	z	i	t	true
i	o	z	o	a	true
i	o	z	o	m	true
i	o	z	o	t	true
i	o	z	v	â	false
i	o	z	ă	-	true
i	o	ș	-	-	true
i	o	ș	a	-	true
i	o	ș	a	i	true
i	o	ș	a	j	true
i	o	ș	a	m	true
i	o	ș	a	r	true
i	o	ș	a	s	true
i	o	ș	a	t	true
i	o	ș	a	u	true
i	o	ș	a	ș	true
i	o	ș	a	ț	true
i	o	ș	c	-	false
i	o	ș	c	a	false
i	o	ș	c	o	false
i	o	ș	c	u	false
i	o	ș	c	ă	false
i	o	ș	e	-	true
i	o	ș	e	a	true
i	o	ș	e	i	true
i	o	ș	e	l	true
i	o	ș	e	n	true
i	o	ș	e	z	true
i	o	ș	i	-	false
i	o	ș	i	a	true
i	o	ș	i	e	true
i	o	ș	i	i	true
i	o	ș	i	l	true
i	o	ș	m	o	false
i	o	ș	o	c	true
i	o	ș	t	i	false
i	o	ș	u	l	true
i	o	ș	u	r	true
i	o	ș	â	n	true
i	o	ș	ă	-	true
i	o	ș	ă	m	true
i	o	ș	ă	r	true
i	o	ș	ă	t	true
i	o	ț	e	n	true
i	o	ț	i	-	false
i	o	ț	i	a	true
i	o	ț	i	e	true
i	o	ț	i	i	true
i	o	ț	i	l	true
i	p	a	-	-	false
i	p	a	c	-	false
i	p	a	f	l	false
i	p	a	i	-	false
i	p	a	j	-	false
i	p	a	j	e	false
i	p	a	j	u	false
i	p	a	l	-	false
i	p	a	l	a	false
i	p	a	l	c	false
i	p	a	l	e	false
i	p	a	l	i	false
i	p	a	l	u	false
i	p	a	l	ă	false
i	p	a	m	-	false
i	p	a	m	e	false
i	p	a	n	-	false
i	p	a	n	e	false
i	p	a	n	i	false
i	p	a	n	o	false
i	p	a	n	t	false
i	p	a	n	u	false
i	p	a	n	ț	false
i	p	a	p	a	false
i	p	a	p	e	false
i	p	a	p	i	false
i	p	a	p	ă	false
i	p	a	r	-	false
i	p	a	r	a	false
i	p	a	r	e	false
i	p	a	r	i	false
i	p	a	r	l	false
i	p	a	r	n	false
i	p	a	r	o	false
i	p	a	r	t	false
i	p	a	r	u	false
i	p	a	r	ă	false
i	p	a	s	-	false
i	p	a	s	e	false
i	p	a	s	u	false
i	p	a	t	-	false
i	p	a	t	e	false
i	p	a	t	i	false
i	p	a	t	o	false
i	p	a	t	r	false
i	p	a	t	u	false
i	p	a	t	ă	false
i	p	a	u	-	false
i	p	a	z	a	false
i	p	a	z	e	false
i	p	a	z	ă	false
i	p	a	ș	a	false
i	p	a	ș	i	false
i	p	a	ț	i	false
i	p	c	a	-	true
i	p	c	a	n	true
i	p	c	a	r	true
i	p	c	e	l	true
i	p	c	i	-	false
i	p	c	i	a	true
i	p	c	i	e	true
i	p	c	i	i	true
i	p	c	i	l	true
i	p	c	i	r	true
i	p	c	u	i	true
i	p	c	u	l	true
i	p	c	ă	-	true
i	p	c	ă	n	true
i	p	e	-	-	false
i	p	e	a	-	false
i	p	e	a	g	false
i	p	e	a	i	false
i	p	e	a	l	false
i	p	e	a	m	false
i	p	e	a	s	false
i	p	e	a	u	false
i	p	e	a	z	false
i	p	e	a	ț	false
i	p	e	c	a	false
i	p	e	d	-	false
i	p	e	d	e	false
i	p	e	d	i	false
i	p	e	d	u	false
i	p	e	d	ă	false
i	p	e	i	-	false
i	p	e	l	-	false
i	p	e	l	a	false
i	p	e	l	e	false
i	p	e	l	i	false
i	p	e	l	n	false
i	p	e	l	o	false
i	p	e	l	u	false
i	p	e	l	ă	false
i	p	e	m	i	false
i	p	e	m	i	true
i	p	e	n	-	false
i	p	e	n	a	false
i	p	e	n	d	false
i	p	e	n	e	false
i	p	e	n	i	false
i	p	e	n	s	false
i	p	e	n	ă	false
i	p	e	p	s	false
i	p	e	p	t	false
i	p	e	r	-	false
i	p	e	r	a	false
i	p	e	r	b	false
i	p	e	r	c	false
i	p	e	r	e	false
i	p	e	r	f	false
i	p	e	r	g	false
i	p	e	r	h	false
i	p	e	r	i	false
i	p	e	r	l	false
i	p	e	r	m	false
i	p	e	r	n	false
i	p	e	r	o	false
i	p	e	r	p	false
i	p	e	r	r	false
i	p	e	r	s	false
i	p	e	r	t	false
i	p	e	r	u	false
i	p	e	r	v	false
i	p	e	r	â	false
i	p	e	r	ă	false
i	p	e	s	a	false
i	p	e	s	c	false
i	p	e	s	e	false
i	p	e	s	o	false
i	p	e	s	ă	false
i	p	e	t	-	false
i	p	e	t	a	false
i	p	e	t	e	false
i	p	e	t	u	false
i	p	e	t	ă	false
i	p	e	x	i	false
i	p	e	z	-	false
i	p	e	z	e	false
i	p	e	z	i	false
i	p	e	ș	-	false
i	p	e	ș	e	false
i	p	e	ș	i	false
i	p	e	ș	t	false
i	p	e	ș	ă	false
i	p	e	ț	-	false
i	p	e	ț	e	false
i	p	e	ț	i	false
i	p	e	ț	u	false
i	p	i	-	-	false
i	p	i	a	-	false
i	p	i	a	l	false
i	p	i	a	t	false
i	p	i	c	-	false
i	p	i	c	a	false
i	p	i	c	e	false
i	p	i	c	i	false
i	p	i	c	o	false
i	p	i	c	u	false
i	p	i	c	ă	false
i	p	i	d	-	false
i	p	i	d	a	false
i	p	i	d	e	false
i	p	i	d	i	false
i	p	i	d	o	false
i	p	i	d	ă	false
i	p	i	e	-	false
i	p	i	e	i	false
i	p	i	e	l	false
i	p	i	e	n	false
i	p	i	e	r	false
i	p	i	e	s	false
i	p	i	e	t	false
i	p	i	e	u	false
i	p	i	g	m	false
i	p	i	i	-	false
i	p	i	i	l	false
i	p	i	l	a	false
i	p	i	l	e	false
i	p	i	l	i	false
i	p	i	l	o	false
i	p	i	l	â	false
i	p	i	l	ă	false
i	p	i	m	-	false
i	p	i	n	d	false
i	p	i	n	e	false
i	p	i	n	g	false
i	p	i	o	a	false
i	p	i	o	d	false
i	p	i	o	d	true
i	p	i	p	e	false
i	p	i	p	i	false
i	p	i	r	-	false
i	p	i	r	e	false
i	p	i	r	g	false
i	p	i	r	i	false
i	p	i	r	u	false
i	p	i	r	ă	false
i	p	i	s	a	false
i	p	i	s	c	false
i	p	i	s	e	false
i	p	i	s	m	false
i	p	i	s	t	false
i	p	i	s	ă	false
i	p	i	t	-	false
i	p	i	t	a	false
i	p	i	t	e	false
i	p	i	t	i	false
i	p	i	t	o	false
i	p	i	t	r	false
i	p	i	t	u	false
i	p	i	t	â	false
i	p	i	t	ă	false
i	p	i	u	-	false
i	p	i	u	l	false
i	p	i	u	r	false
i	p	i	z	a	false
i	p	i	z	e	false
i	p	i	z	i	false
i	p	i	z	â	false
i	p	i	z	ă	false
i	p	i	ș	-	false
i	p	i	ș	i	false
i	p	i	ș	t	false
i	p	i	ș	u	false
i	p	i	ț	a	false
i	p	i	ț	i	false
i	p	l	a	-	false
i	p	l	a	c	false
i	p	l	a	i	false
i	p	l	a	m	false
i	p	l	a	n	false
i	p	l	a	r	false
i	p	l	a	s	false
i	p	l	a	t	false
i	p	l	a	u	false
i	p	l	a	ș	false
i	p	l	a	ț	false
i	p	l	e	-	false
i	p	l	e	a	false
i	p	l	e	g	false
i	p	l	e	i	false
i	p	l	e	l	false
i	p	l	e	n	false
i	p	l	e	t	false
i	p	l	e	u	false
i	p	l	e	x	false
i	p	l	e	z	false
i	p	l	e	ț	false
i	p	l	i	-	false
i	p	l	i	c	false
i	p	l	i	i	false
i	p	l	i	l	false
i	p	l	i	n	false
i	p	l	i	z	false
i	p	l	o	a	false
i	p	l	o	b	false
i	p	l	o	c	false
i	p	l	o	d	false
i	p	l	o	e	false
i	p	l	o	f	false
i	p	l	o	g	false
i	p	l	o	i	false
i	p	l	o	m	false
i	p	l	o	n	false
i	p	l	o	p	false
i	p	l	o	s	false
i	p	l	o	z	false
i	p	l	u	-	false
i	p	l	u	l	false
i	p	l	u	m	false
i	p	l	u	r	false
i	p	l	u	s	false
i	p	l	â	n	false
i	p	l	ă	-	false
i	p	l	ă	c	false
i	p	l	ă	m	false
i	p	l	ă	r	false
i	p	m	e	t	true
i	p	m	o	b	true
i	p	n	a	g	false
i	p	n	a	g	true
i	p	n	e	e	false
i	p	n	e	e	true
i	p	n	i	a	true
i	p	n	i	e	true
i	p	n	i	i	true
i	p	n	o	g	true
i	p	n	o	i	false
i	p	n	o	i	true
i	p	n	o	l	true
i	p	n	o	p	true
i	p	n	o	t	true
i	p	n	o	z	true
i	p	o	-	-	false
i	p	o	a	c	false
i	p	o	a	n	false
i	p	o	a	r	false
i	p	o	a	s	false
i	p	o	a	z	false
i	p	o	b	a	false
i	p	o	b	r	false
i	p	o	c	a	false
i	p	o	c	e	false
i	p	o	c	h	false
i	p	o	c	i	false
i	p	o	c	l	false
i	p	o	c	o	false
i	p	o	c	r	false
i	p	o	d	-	false
i	p	o	d	a	false
i	p	o	d	e	false
i	p	o	d	i	false
i	p	o	d	r	false
i	p	o	d	u	false
i	p	o	d	ă	false
i	p	o	e	m	false
i	p	o	e	s	false
i	p	o	e	t	false
i	p	o	f	a	false
i	p	o	f	i	false
i	p	o	f	o	false
i	p	o	f	u	false
i	p	o	g	a	false
i	p	o	g	e	false
i	p	o	g	l	false
i	p	o	g	r	false
i	p	o	h	o	false
i	p	o	i	d	false
i	p	o	i	z	false
i	p	o	l	-	false
i	p	o	l	a	false
i	p	o	l	e	false
i	p	o	l	i	false
i	p	o	l	m	false
i	p	o	l	o	false
i	p	o	l	u	false
i	p	o	m	-	false
i	p	o	m	a	false
i	p	o	m	e	false
i	p	o	m	o	false
i	p	o	m	u	false
i	p	o	n	-	false
i	p	o	n	a	false
i	p	o	n	e	false
i	p	o	n	i	false
i	p	o	n	u	false
i	p	o	n	ă	false
i	p	o	p	a	false
i	p	o	p	i	false
i	p	o	p	l	false
i	p	o	p	o	false
i	p	o	p	u	false
i	p	o	r	-	false
i	p	o	r	a	false
i	p	o	r	c	false
i	p	o	r	n	false
i	p	o	r	o	false
i	p	o	r	t	false
i	p	o	r	u	false
i	p	o	r	ț	false
i	p	o	s	-	false
i	p	o	s	a	false
i	p	o	s	c	false
i	p	o	s	e	false
i	p	o	s	o	false
i	p	o	s	t	false
i	p	o	s	u	false
i	p	o	t	-	false
i	p	o	t	a	false
i	p	o	t	e	false
i	p	o	t	i	false
i	p	o	t	o	false
i	p	o	t	r	false
i	p	o	t	u	false
i	p	o	t	â	false
i	p	o	t	ă	false
i	p	o	u	-	false
i	p	o	u	l	false
i	p	o	u	r	false
i	p	o	v	e	false
i	p	o	v	i	false
i	p	o	z	a	false
i	p	o	z	e	false
i	p	o	z	i	false
i	p	o	z	ă	false
i	p	o	ș	i	false
i	p	o	ț	e	false
i	p	p	a	-	true
i	p	p	e	-	true
i	p	p	e	i	true
i	p	p	u	s	true
i	p	p	ă	-	true
i	p	r	a	l	false
i	p	r	e	p	false
i	p	r	e	z	false
i	p	r	e	ț	false
i	p	r	i	-	false
i	p	r	i	i	false
i	p	r	i	l	false
i	p	r	i	n	false
i	p	r	i	o	false
i	p	r	i	s	false
i	p	r	o	b	false
i	p	r	o	c	false
i	p	r	o	d	false
i	p	r	o	g	false
i	p	r	o	l	false
i	p	r	o	p	false
i	p	r	o	q	false
i	p	r	o	s	false
i	p	r	o	t	false
i	p	r	o	v	false
i	p	r	u	-	false
i	p	r	u	l	false
i	p	s	-	-	false
i	p	s	a	-	true
i	p	s	a	c	true
i	p	s	a	i	true
i	p	s	a	m	true
i	p	s	a	n	true
i	p	s	a	r	true
i	p	s	a	s	true
i	p	s	a	t	true
i	p	s	a	u	true
i	p	s	a	ș	true
i	p	s	a	ț	true
i	p	s	c	a	true
i	p	s	c	ă	true
i	p	s	e	-	true
i	p	s	e	a	true
i	p	s	e	i	true
i	p	s	e	l	true
i	p	s	e	r	true
i	p	s	e	s	true
i	p	s	e	t	true
i	p	s	e	z	true
i	p	s	e	ș	true
i	p	s	i	-	true
i	p	s	i	a	true
i	p	s	i	c	true
i	p	s	i	e	true
i	p	s	i	h	false
i	p	s	i	h	true
i	p	s	i	i	true
i	p	s	i	m	true
i	p	s	i	n	true
i	p	s	i	o	true
i	p	s	i	r	true
i	p	s	i	s	true
i	p	s	i	t	true
i	p	s	i	ș	true
i	p	s	i	ț	true
i	p	s	o	-	true
i	p	s	o	c	true
i	p	s	o	f	true
i	p	s	o	g	true
i	p	s	o	i	true
i	p	s	o	l	true
i	p	s	o	m	true
i	p	s	o	p	true
i	p	s	o	r	true
i	p	s	o	s	true
i	p	s	o	t	true
i	p	s	o	u	true
i	p	s	u	l	true
i	p	s	u	r	true
i	p	s	â	n	true
i	p	s	ă	-	true
i	p	s	ă	m	true
i	p	s	ă	r	true
i	p	t	-	-	false
i	p	t	a	-	true
i	p	t	a	i	true
i	p	t	a	l	true
i	p	t	a	m	true
i	p	t	a	n	true
i	p	t	a	r	true
i	p	t	a	s	true
i	p	t	a	t	true
i	p	t	a	u	true
i	p	t	a	z	true
i	p	t	a	ș	true
i	p	t	a	ț	true
i	p	t	e	-	true
i	p	t	e	a	true
i	p	t	e	i	true
i	p	t	e	l	true
i	p	t	e	n	true
i	p	t	e	r	false
i	p	t	e	r	true
i	p	t	e	z	true
i	p	t	i	b	true
i	p	t	i	c	false
i	p	t	i	c	true
i	p	t	i	l	true
i	p	t	i	v	true
i	p	t	o	a	true
i	p	t	o	c	true
i	p	t	o	d	true
i	p	t	o	f	true
i	p	t	o	g	true
i	p	t	o	l	true
i	p	t	o	m	true
i	p	t	o	n	true
i	p	t	o	p	true
i	p	t	o	r	false
i	p	t	o	r	true
i	p	t	o	t	true
i	p	t	r	a	true
i	p	t	r	e	true
i	p	t	r	u	true
i	p	t	r	ă	true
i	p	t	u	l	true
i	p	t	u	m	true
i	p	t	u	r	true
i	p	t	â	n	true
i	p	t	ă	-	true
i	p	t	ă	m	true
i	p	t	ă	r	true
i	p	u	-	-	false
i	p	u	b	l	false
i	p	u	d	i	false
i	p	u	i	-	false
i	p	u	i	a	false
i	p	u	i	e	false
i	p	u	i	i	false
i	p	u	i	m	false
i	p	u	i	n	false
i	p	u	i	r	false
i	p	u	i	s	false
i	p	u	i	t	false
i	p	u	i	ș	false
i	p	u	i	ț	false
i	p	u	l	-	false
i	p	u	l	a	false
i	p	u	l	e	false
i	p	u	l	i	false
i	p	u	l	u	false
i	p	u	l	â	false
i	p	u	l	ă	false
i	p	u	n	c	false
i	p	u	n	g	false
i	p	u	r	a	false
i	p	u	r	e	false
i	p	u	r	i	false
i	p	u	r	i	true
i	p	u	r	ă	false
i	p	u	s	-	false
i	p	u	s	u	false
i	p	u	t	-	false
i	p	u	t	a	false
i	p	u	t	e	false
i	p	u	t	r	false
i	p	u	t	u	false
i	p	u	ș	c	false
i	p	u	ș	o	false
i	p	u	ș	t	false
i	p	â	n	d	false
i	p	ă	-	-	false
i	p	ă	d	u	false
i	p	ă	i	-	false
i	p	ă	i	a	false
i	p	ă	i	b	false
i	p	ă	i	e	false
i	p	ă	i	i	false
i	p	ă	i	m	false
i	p	ă	i	n	false
i	p	ă	i	r	false
i	p	ă	i	s	false
i	p	ă	i	t	false
i	p	ă	i	ș	false
i	p	ă	i	ț	false
i	p	ă	l	c	false
i	p	ă	m	-	false
i	p	ă	m	â	false
i	p	ă	r	-	false
i	p	ă	r	e	false
i	p	ă	r	i	false
i	p	ă	r	u	false
i	p	ă	r	ă	false
i	p	ă	r	ț	false
i	p	ă	s	t	false
i	p	ă	s	ă	false
i	p	ă	t	-	false
i	p	ă	t	a	false
i	p	ă	t	o	false
i	p	ă	t	r	false
i	p	ă	t	u	false
i	p	ă	u	-	false
i	p	ă	u	l	false
i	p	ă	u	n	false
i	p	ă	z	e	false
i	p	ă	ș	e	false
i	p	ă	ș	i	false
i	p	ț	i	-	false
i	p	ț	i	a	true
i	p	ț	i	e	true
i	p	ț	i	i	true
i	p	ț	i	l	true
i	p	ț	i	o	true
i	p	ț	o	r	false
i	p	ț	o	r	true
i	r	a	-	-	false
i	r	a	b	i	false
i	r	a	c	-	false
i	r	a	c	e	false
i	r	a	c	h	false
i	r	a	c	i	false
i	r	a	c	o	false
i	r	a	c	u	false
i	r	a	d	a	false
i	r	a	d	e	false
i	r	a	d	i	false
i	r	a	d	o	false
i	r	a	d	ă	false
i	r	a	f	a	false
i	r	a	f	e	false
i	r	a	f	i	false
i	r	a	f	ă	false
i	r	a	g	-	false
i	r	a	g	i	false
i	r	a	g	o	false
i	r	a	g	u	false
i	r	a	h	i	false
i	r	a	i	-	false
i	r	a	i	u	false
i	r	a	j	-	false
i	r	a	j	e	false
i	r	a	j	u	false
i	r	a	k	i	false
i	r	a	l	-	false
i	r	a	l	a	false
i	r	a	l	e	false
i	r	a	l	i	false
i	r	a	l	o	false
i	r	a	l	u	false
i	r	a	l	â	false
i	r	a	l	ă	false
i	r	a	m	-	false
i	r	a	m	a	false
i	r	a	m	b	false
i	r	a	m	e	false
i	r	a	m	i	false
i	r	a	m	l	false
i	r	a	m	u	false
i	r	a	n	-	false
i	r	a	n	a	false
i	r	a	n	d	false
i	r	a	n	e	false
i	r	a	n	i	false
i	r	a	n	o	false
i	r	a	n	t	false
i	r	a	n	u	false
i	r	a	n	ă	false
i	r	a	n	ț	false
i	r	a	p	o	false
i	r	a	r	-	false
i	r	a	r	e	false
i	r	a	r	g	false
i	r	a	r	i	false
i	r	a	r	u	false
i	r	a	r	ă	false
i	r	a	s	a	false
i	r	a	s	c	false
i	r	a	s	e	false
i	r	a	s	i	false
i	r	a	s	o	false
i	r	a	s	p	false
i	r	a	s	â	false
i	r	a	s	ă	false
i	r	a	t	-	false
i	r	a	t	a	false
i	r	a	t	e	false
i	r	a	t	i	false
i	r	a	t	o	false
i	r	a	t	r	false
i	r	a	t	u	false
i	r	a	t	ă	false
i	r	a	u	-	false
i	r	a	v	-	false
i	r	a	v	e	false
i	r	a	v	i	false
i	r	a	v	i	true
i	r	a	v	ă	false
i	r	a	x	-	false
i	r	a	x	u	false
i	r	a	z	-	false
i	r	a	z	u	false
i	r	a	ș	-	false
i	r	a	ș	e	false
i	r	a	ș	i	false
i	r	a	ș	u	false
i	r	a	ț	i	false
i	r	b	-	-	false
i	r	b	a	b	true
i	r	b	e	-	true
i	r	b	e	a	true
i	r	b	e	n	true
i	r	b	e	s	true
i	r	b	e	ș	true
i	r	b	i	-	false
i	r	b	i	-	true
i	r	b	i	i	true
i	r	b	i	m	true
i	r	b	i	n	true
i	r	b	i	r	true
i	r	b	i	s	true
i	r	b	i	t	true
i	r	b	i	ș	true
i	r	b	i	ț	true
i	r	b	u	ș	true
i	r	b	ă	-	true
i	r	c	-	-	false
i	r	c	a	-	true
i	r	c	a	d	true
i	r	c	a	r	true
i	r	c	e	-	true
i	r	c	e	a	true
i	r	c	e	i	true
i	r	c	e	s	true
i	r	c	e	ș	true
i	r	c	i	-	false
i	r	c	i	-	true
i	r	c	i	i	true
i	r	c	i	l	true
i	r	c	i	m	true
i	r	c	i	n	true
i	r	c	i	r	true
i	r	c	i	s	true
i	r	c	i	t	true
i	r	c	i	ș	true
i	r	c	i	ț	true
i	r	c	o	n	false
i	r	c	o	n	true
i	r	c	o	r	true
i	r	c	u	i	true
i	r	c	u	l	true
i	r	c	u	m	true
i	r	c	u	r	true
i	r	c	ă	-	true
i	r	d	a	r	true
i	r	d	e	m	true
i	r	d	i	c	true
i	r	d	ă	r	true
i	r	e	-	-	false
i	r	e	a	-	false
i	r	e	a	c	false
i	r	e	a	d	false
i	r	e	a	i	false
i	r	e	a	l	false
i	r	e	a	m	false
i	r	e	a	n	false
i	r	e	a	p	false
i	r	e	a	s	false
i	r	e	a	t	false
i	r	e	a	u	false
i	r	e	a	z	false
i	r	e	a	ș	false
i	r	e	a	ț	false
i	r	e	b	i	false
i	r	e	c	-	false
i	r	e	c	i	false
i	r	e	c	l	false
i	r	e	c	o	false
i	r	e	c	t	false
i	r	e	c	u	false
i	r	e	c	ț	false
i	r	e	d	e	false
i	r	e	d	u	false
i	r	e	e	-	false
i	r	e	e	i	false
i	r	e	e	l	false
i	r	e	f	o	false
i	r	e	f	r	false
i	r	e	f	u	false
i	r	e	g	a	false
i	r	e	g	i	false
i	r	e	g	l	false
i	r	e	g	u	false
i	r	e	i	-	false
i	r	e	i	i	false
i	r	e	i	l	false
i	r	e	l	-	false
i	r	e	l	e	false
i	r	e	l	i	false
i	r	e	l	o	false
i	r	e	l	u	false
i	r	e	m	a	false
i	r	e	m	e	false
i	r	e	m	i	false
i	r	e	m	i	true
i	r	e	m	o	false
i	r	e	m	u	false
i	r	e	m	ă	false
i	r	e	m	ț	false
i	r	e	n	-	false
i	r	e	n	a	false
i	r	e	n	c	false
i	r	e	n	e	false
i	r	e	n	i	false
i	r	e	n	o	false
i	r	e	n	u	false
i	r	e	n	ă	false
i	r	e	o	g	false
i	r	e	o	l	false
i	r	e	o	m	false
i	r	e	o	t	false
i	r	e	p	a	false
i	r	e	p	e	false
i	r	e	p	i	false
i	r	e	p	r	false
i	r	e	p	u	false
i	r	e	s	c	false
i	r	e	s	e	false
i	r	e	s	m	false
i	r	e	s	p	false
i	r	e	s	t	false
i	r	e	t	-	false
i	r	e	t	e	false
i	r	e	t	i	false
i	r	e	t	l	false
i	r	e	t	o	false
i	r	e	t	r	false
i	r	e	t	u	false
i	r	e	u	-	false
i	r	e	u	a	false
i	r	e	u	l	false
i	r	e	u	m	false
i	r	e	v	a	false
i	r	e	v	e	false
i	r	e	v	i	false
i	r	e	v	o	false
i	r	e	x	-	false
i	r	e	x	i	false
i	r	e	x	u	false
i	r	e	z	-	false
i	r	e	z	a	false
i	r	e	z	e	false
i	r	e	z	i	false
i	r	e	z	o	false
i	r	e	z	u	false
i	r	e	z	ă	false
i	r	e	ș	-	false
i	r	e	ș	a	false
i	r	e	ș	e	false
i	r	e	ș	i	false
i	r	e	ș	t	false
i	r	e	ș	u	false
i	r	e	ț	e	false
i	r	e	ț	i	false
i	r	f	i	d	true
i	r	f	i	r	true
i	r	f	o	a	true
i	r	f	o	n	true
i	r	f	o	s	true
i	r	f	u	r	true
i	r	g	a	-	true
i	r	g	a	t	true
i	r	g	a	u	true
i	r	g	a	ț	true
i	r	g	e	o	true
i	r	g	h	e	true
i	r	g	h	i	true
i	r	g	i	i	true
i	r	g	i	n	true
i	r	g	i	o	true
i	r	g	i	u	true
i	r	g	l	o	true
i	r	g	u	l	true
i	r	h	a	m	true
i	r	h	e	l	true
i	r	i	-	-	false
i	r	i	a	-	false
i	r	i	a	c	false
i	r	i	a	d	false
i	r	i	a	g	false
i	r	i	a	i	false
i	r	i	a	l	false
i	r	i	a	m	false
i	r	i	a	n	false
i	r	i	a	p	false
i	r	i	a	r	false
i	r	i	a	s	false
i	r	i	a	t	false
i	r	i	a	u	false
i	r	i	a	z	false
i	r	i	a	ș	false
i	r	i	a	ț	false
i	r	i	b	o	false
i	r	i	c	-	false
i	r	i	c	a	false
i	r	i	c	e	false
i	r	i	c	i	false
i	r	i	c	u	false
i	r	i	c	ă	false
i	r	i	d	-	false
i	r	i	d	a	false
i	r	i	d	e	false
i	r	i	d	i	false
i	r	i	d	o	false
i	r	i	d	u	false
i	r	i	d	ă	false
i	r	i	e	-	false
i	r	i	e	i	false
i	r	i	e	m	false
i	r	i	e	n	false
i	r	i	e	r	false
i	r	i	e	z	false
i	r	i	f	e	false
i	r	i	f	i	false
i	r	i	f	o	false
i	r	i	g	-	false
i	r	i	g	a	false
i	r	i	g	e	false
i	r	i	g	h	false
i	r	i	g	i	false
i	r	i	g	o	false
i	r	i	g	u	false
i	r	i	g	â	false
i	r	i	g	ă	false
i	r	i	i	-	false
i	r	i	i	d	false
i	r	i	i	i	false
i	r	i	i	l	false
i	r	i	i	n	false
i	r	i	j	a	false
i	r	i	j	e	false
