b32	b21	b10	a01	syl
l	b	u	r	false
l	b	u	r	true
l	b	u	s	true
l	b	u	t	false
l	b	u	t	true
l	b	u	ș	false
l	b	u	ș	true
l	b	u	ț	false
l	b	u	ț	true
l	b	â	i	false
l	b	â	i	true
l	b	â	n	false
l	b	ă	i	true
l	b	ă	l	false
l	b	ă	m	false
l	b	ă	m	true
l	b	ă	r	false
l	b	ă	r	true
l	b	ă	s	false
l	b	ă	t	true
l	b	ă	ț	true
l	c	a	d	true
l	c	a	i	false
l	c	a	i	true
l	c	a	l	true
l	c	a	m	false
l	c	a	n	false
l	c	a	n	true
l	c	a	p	true
l	c	a	r	false
l	c	a	r	true
l	c	a	s	true
l	c	a	t	false
l	c	a	t	true
l	c	a	u	false
l	c	a	u	true
l	c	a	v	true
l	c	a	z	false
l	c	a	z	true
l	c	a	ș	false
l	c	a	ț	false
l	c	e	a	false
l	c	e	d	false
l	c	e	d	true
l	c	e	g	false
l	c	e	g	true
l	c	e	i	false
l	c	e	i	true
l	c	e	l	false
l	c	e	l	true
l	c	e	m	true
l	c	e	n	false
l	c	e	n	true
l	c	e	r	false
l	c	e	r	true
l	c	e	s	false
l	c	e	t	true
l	c	e	v	false
l	c	e	v	true
l	c	e	z	false
l	c	e	z	true
l	c	e	ș	false
l	c	e	ț	false
l	c	e	ț	true
l	c	h	e	false
l	c	h	i	false
l	c	i	a	false
l	c	i	a	true
l	c	i	c	false
l	c	i	c	true
l	c	i	d	false
l	c	i	d	true
l	c	i	e	true
l	c	i	f	true
l	c	i	i	false
l	c	i	i	true
l	c	i	l	true
l	c	i	m	false
l	c	i	m	true
l	c	i	n	false
l	c	i	n	true
l	c	i	o	false
l	c	i	o	true
l	c	i	p	true
l	c	i	r	false
l	c	i	r	true
l	c	i	s	false
l	c	i	s	true
l	c	i	t	false
l	c	i	t	true
l	c	i	u	false
l	c	i	u	true
l	c	i	v	true
l	c	i	z	true
l	c	i	ș	false
l	c	i	ș	true
l	c	i	ț	false
l	c	l	o	false
l	c	o	a	false
l	c	o	c	true
l	c	o	g	true
l	c	o	l	true
l	c	o	m	false
l	c	o	m	true
l	c	o	n	false
l	c	o	n	true
l	c	o	o	true
l	c	o	p	true
l	c	o	r	false
l	c	o	r	true
l	c	o	s	false
l	c	o	t	true
l	c	o	u	true
l	c	o	v	false
l	c	o	v	true
l	c	o	x	true
l	c	o	z	true
l	c	o	ș	false
l	c	r	a	false
l	c	r	e	false
l	c	r	u	false
l	c	t	r	false
l	c	u	c	true
l	c	u	i	true
l	c	u	l	false
l	c	u	l	true
l	c	u	r	false
l	c	u	r	true
l	c	u	s	false
l	c	u	s	true
l	c	u	ș	false
l	c	u	ș	true
l	c	u	ț	false
l	c	u	ț	true
l	c	â	i	false
l	c	â	i	true
l	c	â	m	false
l	c	â	m	true
l	c	â	n	false
l	c	â	z	false
l	c	â	z	true
l	c	ă	i	false
l	c	ă	i	true
l	c	ă	m	false
l	c	ă	n	true
l	c	ă	r	false
l	c	ă	r	true
l	c	ă	t	true
l	c	ă	u	true
l	c	ș	i	false
l	c	ș	o	false
l	d	a	c	true
l	d	a	i	false
l	d	a	m	false
l	d	a	n	false
l	d	a	n	true
l	d	a	r	false
l	d	a	r	true
l	d	a	s	true
l	d	a	t	false
l	d	a	t	true
l	d	a	u	false
l	d	a	v	false
l	d	a	v	true
l	d	a	ș	false
l	d	a	ț	false
l	d	a	ț	true
l	d	e	a	false
l	d	e	a	true
l	d	e	b	true
l	d	e	c	true
l	d	e	f	true
l	d	e	h	true
l	d	e	i	false
l	d	e	i	true
l	d	e	l	false
l	d	e	l	true
l	d	e	m	true
l	d	e	n	false
l	d	e	n	true
l	d	e	r	false
l	d	e	r	true
l	d	e	s	false
l	d	e	s	true
l	d	e	t	true
l	d	e	u	false
l	d	e	u	true
l	d	e	z	false
l	d	e	z	true
l	d	e	ș	false
l	d	e	ș	true
l	d	e	ț	true
l	d	i	a	true
l	d	i	c	false
l	d	i	c	true
l	d	i	e	true
l	d	i	i	false
l	d	i	i	true
l	d	i	m	false
l	d	i	n	false
l	d	i	n	true
l	d	i	o	true
l	d	i	r	false
l	d	i	r	true
l	d	i	s	false
l	d	i	s	true
l	d	i	t	false
l	d	i	t	true
l	d	i	u	false
l	d	i	u	true
l	d	i	ș	false
l	d	i	ș	true
l	d	i	ț	false
l	d	i	ț	true
l	d	m	a	false
l	d	o	a	false
l	d	o	g	false
l	d	o	g	true
l	d	o	l	false
l	d	o	l	true
l	d	o	m	false
l	d	o	r	true
l	d	o	s	false
l	d	o	s	true
l	d	o	u	true
l	d	o	v	true
l	d	o	z	true
l	d	r	a	false
l	d	s	p	false
l	d	u	i	true
l	d	u	l	false
l	d	u	l	true
l	d	u	n	false
l	d	u	r	false
l	d	u	r	true
l	d	u	ț	false
l	d	u	ț	true
l	d	v	e	false
l	d	â	b	true
l	d	â	n	false
l	d	ă	m	false
l	d	ă	m	true
l	d	ă	n	true
l	d	ă	r	false
l	d	ă	r	true
l	d	ă	t	true
l	d	ă	ț	true
l	e	a	b	false
l	e	a	b	true
l	e	a	c	false
l	e	a	c	true
l	e	a	f	false
l	e	a	f	true
l	e	a	g	false
l	e	a	g	true
l	e	a	h	false
l	e	a	h	true
l	e	a	i	false
l	e	a	j	true
l	e	a	l	false
l	e	a	l	true
l	e	a	m	false
l	e	a	m	true
l	e	a	n	false
l	e	a	n	true
l	e	a	p	false
l	e	a	p	true
l	e	a	r	false
l	e	a	r	true
l	e	a	s	false
l	e	a	s	true
l	e	a	t	false
l	e	a	t	true
l	e	a	u	false
l	e	a	u	true
l	e	a	v	true
l	e	a	z	false
l	e	a	z	true
l	e	a	ș	false
l	e	a	ș	true
l	e	a	ț	false
l	e	a	ț	true
l	e	b	a	false
l	e	b	e	false
l	e	b	i	false
l	e	b	l	false
l	e	b	o	false
l	e	b	r	false
l	e	b	u	false
l	e	b	ă	false
l	e	c	a	false
l	e	c	e	false
l	e	c	h	false
l	e	c	i	false
l	e	c	l	true
l	e	c	o	false
l	e	c	r	false
l	e	c	t	false
l	e	c	t	true
l	e	c	u	false
l	e	c	â	false
l	e	c	ă	false
l	e	c	ș	false
l	e	c	ț	false
l	e	c	ț	true
l	e	d	a	false
l	e	d	e	false
l	e	d	i	false
l	e	d	o	false
l	e	d	r	false
l	e	d	u	false
l	e	d	â	false
l	e	d	ă	false
l	e	e	a	false
l	e	e	c	true
l	e	e	d	true
l	e	e	i	false
l	e	e	l	true
l	e	e	m	true
l	e	e	n	false
l	e	e	n	true
l	e	e	v	true
l	e	e	z	false
l	e	e	z	true
l	e	f	a	false
l	e	f	e	false
l	e	f	i	false
l	e	f	o	false
l	e	f	t	false
l	e	f	t	true
l	e	f	u	false
l	e	f	ă	false
l	e	f	ș	true
l	e	f	ț	false
l	e	f	ț	true
l	e	g	a	false
l	e	g	e	false
l	e	g	h	false
l	e	g	i	false
l	e	g	m	true
l	e	g	n	true
l	e	g	o	false
l	e	g	r	false
l	e	g	u	false
l	e	g	â	false
l	e	g	ă	false
l	e	h	a	false
l	e	h	e	false
l	e	h	i	false
l	e	h	m	false
l	e	h	m	true
l	e	h	t	true
l	e	h	u	false
l	e	h	ă	false
l	e	i	a	false
l	e	i	a	true
l	e	i	b	true
l	e	i	c	false
l	e	i	c	true
l	e	i	d	false
l	e	i	d	true
l	e	i	e	false
l	e	i	e	true
l	e	i	f	true
l	e	i	g	true
l	e	i	i	false
l	e	i	i	true
l	e	i	l	true
l	e	i	m	false
l	e	i	m	true
l	e	i	n	false
l	e	i	n	true
l	e	i	o	false
l	e	i	o	true
l	e	i	p	true
l	e	i	r	false
l	e	i	r	true
l	e	i	s	false
l	e	i	s	true
l	e	i	t	false
l	e	i	t	true
l	e	i	u	false
l	e	i	u	true
l	e	i	v	true
l	e	i	z	true
l	e	i	ș	false
l	e	i	ș	true
l	e	i	ț	false
l	e	i	ț	true
l	e	j	a	false
l	e	j	e	false
l	e	j	i	false
l	e	j	u	false
l	e	k	i	false
l	e	k	y	true
l	e	l	a	false
l	e	l	e	false
l	e	l	i	false
l	e	l	o	false
l	e	l	u	false
l	e	l	ă	false
l	e	m	a	false
l	e	m	a	true
l	e	m	b	true
l	e	m	c	true
l	e	m	e	false
l	e	m	g	true
l	e	m	i	false
l	e	m	n	false
l	e	m	n	true
l	e	m	o	false
l	e	m	p	true
l	e	m	u	false
l	e	m	â	false
l	e	m	ă	false
l	e	n	a	false
l	e	n	b	true
l	e	n	c	false
l	e	n	c	true
l	e	n	d	true
l	e	n	e	false
l	e	n	e	true
l	e	n	g	true
l	e	n	i	false
l	e	n	j	true
l	e	n	o	false
l	e	n	o	true
l	e	n	t	false
l	e	n	t	true
l	e	n	u	false
l	e	n	z	true
l	e	n	ă	false
l	e	n	ț	false
l	e	n	ț	true
l	e	o	a	false
l	e	o	a	true
l	e	o	b	false
l	e	o	b	true
l	e	o	c	true
l	e	o	d	true
l	e	o	e	true
l	e	o	f	true
l	e	o	g	true
l	e	o	h	true
l	e	o	j	false
l	e	o	l	false
l	e	o	l	true
l	e	o	m	true
l	e	o	n	false
l	e	o	n	true
l	e	o	p	false
l	e	o	p	true
l	e	o	r	false
l	e	o	r	true
l	e	o	s	false
l	e	o	s	true
l	e	o	t	false
l	e	o	t	true
l	e	o	v	true
l	e	o	z	true
l	e	o	ș	false
l	e	o	ț	false
l	e	p	a	false
l	e	p	c	false
l	e	p	c	true
l	e	p	e	false
l	e	p	g	true
l	e	p	i	false
l	e	p	o	false
l	e	p	r	false
l	e	p	s	true
l	e	p	t	false
l	e	p	t	true
l	e	p	u	false
l	e	p	ă	false
l	e	p	ș	true
l	e	p	ț	false
l	e	p	ț	true
l	e	r	a	false
l	e	r	b	true
l	e	r	c	false
l	e	r	c	true
l	e	r	e	false
l	e	r	g	false
l	e	r	g	true
l	e	r	i	false
l	e	r	n	false
l	e	r	n	true
l	e	r	o	false
l	e	r	o	true
l	e	r	p	true
l	e	r	s	true
l	e	r	t	false
l	e	r	t	true
l	e	r	u	false
l	e	r	â	false
l	e	r	ă	false
l	e	r	ț	false
l	e	s	a	false
l	e	s	b	true
l	e	s	c	false
l	e	s	c	true
l	e	s	e	false
l	e	s	i	false
l	e	s	n	true
l	e	s	o	false
l	e	s	p	false
l	e	s	p	true
l	e	s	t	false
l	e	s	t	true
l	e	s	u	false
l	e	s	ă	false
l	e	t	a	false
l	e	t	c	false
l	e	t	c	true
l	e	t	e	false
l	e	t	i	false
l	e	t	n	true
l	e	t	o	false
l	e	t	r	false
l	e	t	u	false
l	e	t	â	false
l	e	t	ă	false
l	e	u	a	false
l	e	u	c	false
l	e	u	c	true
l	e	u	d	true
l	e	u	l	false
l	e	u	l	true
l	e	u	m	false
l	e	u	m	true
l	e	u	n	true
l	e	u	p	true
l	e	u	r	false
l	e	u	r	true
l	e	u	s	false
l	e	u	s	true
l	e	u	t	true
l	e	u	ș	false
l	e	u	ș	true
l	e	u	ț	false
l	e	u	ț	true
l	e	v	a	false
l	e	v	e	false
l	e	v	i	false
l	e	v	m	true
l	e	v	o	false
l	e	v	r	false
l	e	v	u	false
l	e	v	â	false
l	e	v	ă	false
l	e	x	a	false
l	e	x	e	false
l	e	x	i	false
l	e	x	o	false
l	e	x	u	false
l	e	x	â	false
l	e	x	ă	false
l	e	z	a	false
l	e	z	e	false
l	e	z	i	false
l	e	z	m	true
l	e	z	n	true
l	e	z	o	false
l	e	z	u	false
l	e	z	â	false
l	e	z	ă	false
l	e	â	n	false
l	e	î	n	false
l	e	ă	m	false
l	e	ă	r	false
l	e	ă	r	true
l	e	ș	a	false
l	e	ș	c	true
l	e	ș	e	false
l	e	ș	i	false
l	e	ș	n	true
l	e	ș	t	false
l	e	ș	t	true
l	e	ș	u	false
l	e	ș	ă	false
l	e	ț	c	true
l	e	ț	e	false
l	e	ț	i	false
l	e	ț	u	false
l	f	a	b	true
l	f	a	c	false
l	f	a	m	true
l	f	a	n	true
l	f	a	t	false
l	f	a	t	true
l	f	a	ț	false
l	f	a	ț	true
l	f	c	o	false
l	f	e	d	true
l	f	e	e	true
l	f	e	g	true
l	f	e	i	false
l	f	e	l	true
l	f	e	n	true
l	f	e	r	false
l	f	e	r	true
l	f	e	u	false
l	f	e	u	true
l	f	e	z	false
l	f	h	i	false
l	f	i	c	false
l	f	i	c	true
l	f	i	d	false
l	f	i	d	true
l	f	i	e	true
l	f	i	i	false
l	f	i	l	false
l	f	i	l	true
l	f	i	n	false
l	f	i	n	true
l	f	i	t	false
l	f	i	t	true
l	f	i	z	true
l	f	i	ț	false
l	f	i	ț	true
l	f	o	a	false
l	f	o	b	true
l	f	o	c	true
l	f	o	n	false
l	f	o	n	true
l	f	o	r	false
l	f	o	v	true
l	f	r	a	false
l	f	r	o	false
l	f	t	a	false
l	f	u	l	false
l	f	u	l	true
l	f	u	r	false
l	f	u	r	true
l	f	â	i	false
l	f	â	i	true
l	f	â	l	false
l	f	ă	d	false
l	f	ă	d	true
l	f	ă	i	false
l	f	ă	i	true
l	f	ă	n	true
l	g	a	i	false
l	g	a	l	false
l	g	a	m	false
l	g	a	m	true
l	g	a	n	false
l	g	a	r	false
l	g	a	r	true
l	g	a	s	true
l	g	a	t	false
l	g	a	t	true
l	g	a	u	false
l	g	a	u	true
l	g	a	ș	false
l	g	a	ș	true
l	g	a	ț	false
l	g	a	ț	true
l	g	d	a	false
l	g	e	a	false
l	g	e	b	true
l	g	e	c	true
l	g	e	i	false
l	g	e	l	true
l	g	e	m	false
l	g	e	n	false
l	g	e	r	false
l	g	e	r	true
l	g	e	s	false
l	g	e	z	true
l	g	e	ș	false
l	g	e	ț	false
l	g	h	e	false
l	g	i	a	true
l	g	i	c	false
l	g	i	c	true
l	g	i	d	false
l	g	i	d	true
l	g	i	e	true
l	g	i	i	false
l	g	i	i	true
l	g	i	l	true
l	g	i	m	false
l	g	i	n	false
l	g	i	n	true
l	g	i	o	true
l	g	i	r	true
l	g	i	s	true
l	g	i	t	false
l	g	i	t	true
l	g	i	u	false
l	g	i	u	true
l	g	i	z	false
l	g	i	z	true
l	g	i	ș	false
l	g	i	ț	false
l	g	o	c	true
l	g	o	f	true
l	g	o	g	true
l	g	o	l	false
l	g	o	l	true
l	g	o	m	true
l	g	o	n	false
l	g	o	r	true
l	g	o	u	true
l	g	r	a	false
l	g	r	ă	false
l	g	u	a	false
l	g	u	i	true
l	g	u	l	false
l	g	u	l	true
l	g	u	r	false
l	g	u	r	true
l	g	u	s	false
l	g	u	s	true
l	g	u	t	true
l	g	â	i	false
l	g	â	i	true
l	g	â	l	false
l	g	â	n	false
l	g	ă	i	false
l	g	ă	i	true
l	g	ă	m	false
l	g	ă	r	false
l	g	ă	r	true
l	g	ă	t	true
l	g	ă	u	false
l	g	ă	u	true
l	h	a	c	false
l	h	a	c	true
l	h	a	n	false
l	h	a	n	true
l	h	a	r	false
l	h	a	r	true
l	h	i	d	true
l	h	i	n	true
l	h	i	ț	true
l	h	o	z	false
l	h	o	z	true
l	h	u	i	false
l	h	u	i	true
l	h	â	ș	false
l	h	â	ș	true
l	h	ă	n	true
l	h	ă	r	true
l	i	a	a	true
l	i	a	b	true
l	i	a	c	false
l	i	a	c	true
l	i	a	d	true
l	i	a	g	false
l	i	a	g	true
l	i	a	i	false
l	i	a	j	false
l	i	a	j	true
l	i	a	l	false
l	i	a	l	true
l	i	a	m	false
l	i	a	m	true
l	i	a	n	false
l	i	a	n	true
l	i	a	p	true
l	i	a	r	false
l	i	a	r	true
l	i	a	s	false
l	i	a	s	true
l	i	a	t	false
l	i	a	t	true
l	i	a	u	false
l	i	a	z	true
l	i	a	ș	false
l	i	a	ș	true
l	i	a	ț	false
l	i	a	ț	true
l	i	b	a	false
l	i	b	d	true
l	i	b	e	false
l	i	b	i	false
l	i	b	o	false
l	i	b	r	false
l	i	b	u	false
l	i	b	ă	false
l	i	c	a	false
l	i	c	e	false
l	i	c	h	false
l	i	c	i	false
l	i	c	l	false
l	i	c	o	false
l	i	c	t	false
l	i	c	t	true
l	i	c	u	false
l	i	c	v	false
l	i	c	v	true
l	i	c	â	false
l	i	c	ă	false
l	i	c	ș	false
l	i	c	ț	true
l	i	d	a	false
l	i	d	e	false
l	i	d	i	false
l	i	d	o	false
l	i	d	u	false
l	i	d	â	false
l	i	d	ă	false
l	i	e	a	false
l	i	e	c	false
l	i	e	c	true
l	i	e	d	false
l	i	e	d	true
l	i	e	f	false
l	i	e	f	true
l	i	e	i	false
l	i	e	m	false
l	i	e	m	true
l	i	e	n	false
l	i	e	n	true
l	i	e	p	true
l	i	e	r	false
l	i	e	r	true
l	i	e	u	false
l	i	e	u	true
l	i	e	z	false
l	i	e	z	true
l	i	f	a	false
l	i	f	e	false
l	i	f	i	false
l	i	f	l	false
l	i	f	o	false
l	i	f	r	false
l	i	f	t	false
l	i	f	t	true
l	i	f	u	false
l	i	f	ă	false
l	i	g	a	false
l	i	g	a	true
l	i	g	e	false
l	i	g	h	false
l	i	g	i	false
l	i	g	l	false
l	i	g	m	true
l	i	g	n	false
l	i	g	n	true
l	i	g	o	false
l	i	g	r	false
l	i	g	u	false
l	i	g	u	true
l	i	g	â	false
l	i	g	ă	false
l	i	h	a	false
l	i	h	e	false
l	i	h	i	false
l	i	h	n	true
l	i	h	o	false
l	i	h	t	false
l	i	h	t	true
l	i	i	d	true
l	i	i	i	false
l	i	i	i	true
l	i	i	l	true
l	i	i	n	false
l	i	i	p	true
l	i	i	z	true
l	i	j	a	false
l	i	j	e	false
l	i	j	â	false
l	i	j	ă	false
l	i	l	a	false
l	i	l	e	false
l	i	l	i	false
l	i	l	o	false
l	i	l	ă	false
l	i	m	a	false
l	i	m	b	false
l	i	m	b	true
l	i	m	e	false
l	i	m	f	false
l	i	m	f	true
l	i	m	i	false
l	i	m	n	true
l	i	m	o	false
l	i	m	p	false
l	i	m	p	true
l	i	m	u	false
l	i	m	â	false
l	i	m	ă	false
l	i	n	a	false
l	i	n	b	true
l	i	n	c	false
l	i	n	c	true
l	i	n	d	false
l	i	n	d	true
l	i	n	e	false
l	i	n	e	true
l	i	n	g	false
l	i	n	g	true
l	i	n	i	false
l	i	n	j	true
l	i	n	k	false
l	i	n	k	true
l	i	n	o	false
l	i	n	s	false
l	i	n	s	true
l	i	n	t	false
l	i	n	t	true
l	i	n	u	false
l	i	n	v	true
l	i	n	x	false
l	i	n	x	true
l	i	n	z	false
l	i	n	z	true
l	i	n	â	false
l	i	n	ă	false
l	i	n	ș	false
l	i	n	ș	true
l	i	n	ț	false
l	i	n	ț	true
l	i	o	a	false
l	i	o	b	true
l	i	o	c	true
l	i	o	d	true
l	i	o	e	true
l	i	o	f	true
l	i	o	g	true
l	i	o	l	true
l	i	o	m	false
l	i	o	m	true
l	i	o	n	false
l	i	o	n	true
l	i	o	p	false
l	i	o	p	true
l	i	o	q	true
l	i	o	r	false
l	i	o	r	true
l	i	o	s	false
l	i	o	s	true
l	i	o	t	false
l	i	o	t	true
l	i	o	u	true
l	i	o	x	true
l	i	o	z	true
l	i	o	ș	false
l	i	o	ț	false
l	i	p	a	false
l	i	p	c	true
l	i	p	e	false
l	i	p	e	true
l	i	p	i	false
l	i	p	i	true
l	i	p	l	false
l	i	p	m	true
l	i	p	n	true
l	i	p	o	false
l	i	p	p	true
l	i	p	r	false
l	i	p	s	false
l	i	p	s	true
l	i	p	t	false
l	i	p	t	true
l	i	p	u	false
l	i	p	ă	false
l	i	p	ț	false
l	i	p	ț	true
l	i	r	a	false
l	i	r	e	false
l	i	r	i	false
l	i	r	o	false
l	i	r	t	false
l	i	r	t	true
l	i	r	u	false
l	i	r	â	false
l	i	r	ă	false
l	i	s	a	false
l	i	s	c	false
l	i	s	c	true
l	i	s	e	false
l	i	s	i	false
l	i	s	m	false
l	i	s	m	true
l	i	s	o	false
l	i	s	p	false
l	i	s	p	true
l	i	s	s	true
l	i	s	t	false
l	i	s	t	true
l	i	s	u	false
l	i	s	â	false
l	i	s	ă	false
l	i	t	a	false
l	i	t	a	true
l	i	t	e	false
l	i	t	i	false
l	i	t	l	false
l	i	t	o	false
l	i	t	r	false
l	i	t	u	false
l	i	t	v	true
l	i	t	â	false
l	i	t	ă	false
l	i	u	c	false
l	i	u	d	true
l	i	u	i	true
l	i	u	l	false
l	i	u	l	true
l	i	u	m	false
l	i	u	m	true
l	i	u	n	false
l	i	u	n	true
l	i	u	p	true
l	i	u	r	false
l	i	u	r	true
l	i	u	s	false
l	i	u	s	true
l	i	u	z	false
l	i	u	z	true
l	i	u	ț	true
l	i	v	a	false
l	i	v	e	false
l	i	v	i	false
l	i	v	o	false
l	i	v	r	false
l	i	v	u	false
l	i	v	â	false
l	i	v	ă	false
l	i	w	a	false
l	i	x	e	false
l	i	x	i	false
l	i	x	ă	false
l	i	z	a	false
l	i	z	e	false
l	i	z	i	false
l	i	z	o	false
l	i	z	â	false
l	i	z	ă	false
l	i	ș	a	false
l	i	ș	c	true
l	i	ș	e	false
l	i	ș	i	false
l	i	ș	o	false
l	i	ș	t	false
l	i	ș	t	true
l	i	ș	u	false
l	i	ș	v	true
l	i	ș	â	false
l	i	ș	ă	false
l	i	ț	a	false
l	i	ț	e	false
l	i	ț	i	false
l	i	ț	m	true
l	i	ț	o	false
l	i	ț	u	false
l	i	ț	â	false
l	i	ț	ă	false
l	j	e	a	false
l	j	e	i	false
l	j	e	l	true
l	j	e	n	false
l	j	e	n	true
l	k	i	r	true
l	k	i	s	false
l	k	i	ș	false
l	k	u	l	false
l	k	u	l	true
l	l	a	f	true
l	l	a	n	false
l	l	a	n	true
l	l	a	r	true
l	l	a	t	true
l	l	b	o	false
l	l	e	a	true
l	l	e	g	true
l	l	e	i	false
l	l	e	m	false
l	l	e	m	true
l	l	e	n	false
l	l	e	r	true
l	l	i	g	true
l	l	i	s	false
l	l	i	u	false
l	l	i	u	true
l	l	o	c	true
l	l	o	g	true
l	l	o	n	false
l	l	o	n	true
l	l	o	u	true
l	l	u	i	false
l	l	u	l	false
l	l	u	l	true
l	l	u	m	true
l	l	u	n	false
l	l	u	p	true
l	l	u	s	false
l	l	u	s	true
l	l	y	u	true
l	m	a	c	false
l	m	a	c	true
l	m	a	e	true
l	m	a	g	true
l	m	a	i	false
l	m	a	i	true
l	m	a	j	false
l	m	a	j	true
l	m	a	l	true
l	m	a	m	false
l	m	a	m	true
l	m	a	n	false
l	m	a	n	true
l	m	a	p	true
l	m	a	r	false
l	m	a	r	true
l	m	a	s	false
l	m	a	s	true
l	m	a	t	false
l	m	a	t	true
l	m	a	u	false
l	m	a	u	true
l	m	a	z	false
l	m	a	z	true
l	m	a	ș	false
l	m	a	ș	true
l	m	a	ț	false
l	m	a	ț	true
l	m	e	a	false
l	m	e	c	false
l	m	e	c	true
l	m	e	e	true
l	m	e	i	false
l	m	e	l	true
l	m	e	n	false
l	m	e	n	true
l	m	e	r	false
l	m	e	r	true
l	m	e	t	true
l	m	e	z	false
l	m	e	z	true
l	m	e	ș	false
l	m	e	ș	true
l	m	f	o	false
l	m	i	a	true
l	m	i	c	false
l	m	i	c	true
l	m	i	e	true
l	m	i	f	true
l	m	i	i	false
l	m	i	i	true
l	m	i	l	true
l	m	i	n	false
l	m	i	n	true
l	m	i	p	true
l	m	i	r	true
l	m	i	s	false
l	m	i	t	true
l	m	i	u	false
l	m	i	u	true
l	m	i	z	true
l	m	i	ș	false
l	m	i	ș	true
l	m	i	ț	true
l	m	o	a	false
l	m	o	d	true
l	m	o	g	true
l	m	o	l	true
l	m	o	m	true
l	m	o	n	false
l	m	o	n	true
l	m	o	p	true
l	m	o	r	false
l	m	o	r	true
l	m	o	s	false
l	m	o	s	true
l	m	o	t	true
l	m	o	ș	false
l	m	o	ș	true
l	m	p	a	false
l	m	u	c	false
l	m	u	c	true
l	m	u	d	true
l	m	u	i	true
l	m	u	l	false
l	m	u	l	true
l	m	u	r	false
l	m	u	r	true
l	m	u	ț	true
l	m	â	n	false
l	m	ă	c	true
l	m	ă	j	true
l	m	ă	m	false
l	m	ă	r	false
l	m	ă	r	true
l	m	ă	ș	true
l	n	a	v	false
l	n	a	v	true
l	n	e	a	false
l	n	e	a	true
l	n	e	b	true
l	n	e	g	true
l	n	e	i	false
l	n	e	l	true
l	n	e	o	true
l	n	e	r	false
l	n	e	r	true
l	n	e	s	false
l	n	e	ș	false
l	n	i	a	true
l	n	i	c	false
l	n	i	c	true
l	n	i	e	true
l	n	i	i	false
l	n	i	i	true
l	n	i	m	false
l	n	i	n	false
l	n	i	o	true
l	n	i	r	false
l	n	i	r	true
l	n	i	s	true
l	n	i	t	false
l	n	i	t	true
l	n	i	ș	false
l	n	i	ș	true
l	n	i	ț	false
l	n	i	ț	true
l	n	o	g	true
l	n	u	l	false
l	n	u	l	true
l	n	u	t	true
l	n	ă	v	true
l	o	a	b	true
l	o	a	c	true
l	o	a	d	true
l	o	a	g	true
l	o	a	i	false
l	o	a	i	true
l	o	a	l	false
l	o	a	m	false
l	o	a	m	true
l	o	a	n	false
l	o	a	n	true
l	o	a	p	true
l	o	a	r	false
l	o	a	r	true
l	o	a	s	false
l	o	a	s	true
l	o	a	t	true
l	o	a	v	true
l	o	a	z	true
l	o	a	ș	true
l	o	b	a	false
l	o	b	b	true
l	o	b	d	true
l	o	b	e	false
l	o	b	i	false
l	o	b	l	false
l	o	b	o	false
l	o	b	r	false
l	o	b	u	false
l	o	b	y	true
l	o	b	â	false
l	o	b	ă	false
l	o	c	a	false
l	o	c	d	true
l	o	c	e	false
l	o	c	h	false
l	o	c	i	false
l	o	c	k	false
l	o	c	m	true
l	o	c	n	true
l	o	c	o	false
l	o	c	r	false
l	o	c	s	true
l	o	c	t	true
l	o	c	u	false
l	o	c	v	true
l	o	c	â	false
l	o	c	ă	false
l	o	c	ș	true
l	o	c	ț	true
l	o	d	a	false
l	o	d	b	true
l	o	d	e	false
l	o	d	i	false
l	o	d	o	false
l	o	d	r	false
l	o	d	u	false
l	o	d	â	false
l	o	d	ă	false
l	o	e	a	false
l	o	e	d	true
l	o	e	i	false
l	o	e	l	true
l	o	e	n	false
l	o	e	n	true
l	o	e	r	false
l	o	f	a	false
l	o	f	e	false
l	o	f	i	false
l	o	f	o	false
l	o	f	r	false
l	o	f	t	true
l	o	g	a	false
l	o	g	e	false
l	o	g	g	true
l	o	g	h	false
l	o	g	i	false
l	o	g	l	false
l	o	g	o	false
l	o	g	r	false
l	o	g	u	false
l	o	g	â	false
l	o	g	ă	false
l	o	h	e	false
l	o	h	i	false
l	o	h	o	false
l	o	h	t	false
l	o	h	t	true
l	o	h	u	false
l	o	i	a	false
l	o	i	c	true
l	o	i	d	false
l	o	i	d	true
l	o	i	e	false
l	o	i	i	false
l	o	i	l	true
l	o	i	m	false
l	o	i	n	false
l	o	i	n	true
l	o	i	o	false
l	o	i	r	true
l	o	i	s	false
l	o	i	s	true
l	o	i	t	false
l	o	i	t	true
l	o	i	u	false
l	o	i	u	true
l	o	i	z	false
l	o	i	z	true
l	o	i	ș	false
l	o	i	ș	true
l	o	i	ț	false
l	o	i	ț	true
l	o	j	a	false
l	o	j	e	false
l	o	j	i	false
l	o	j	n	true
l	o	j	o	false
l	o	j	ă	false
l	o	l	a	false
l	o	l	i	false
l	o	l	o	false
l	o	l	u	false
l	o	l	â	false
l	o	m	a	false
l	o	m	b	false
l	o	m	b	true
l	o	m	e	false
l	o	m	f	true
l	o	m	i	false
l	o	m	n	true
l	o	m	o	false
l	o	m	u	false
l	o	m	â	false
l	o	m	ă	false
l	o	n	a	false
l	o	n	c	false
l	o	n	c	true
l	o	n	d	false
l	o	n	d	true
l	o	n	e	false
l	o	n	g	false
l	o	n	g	true
l	o	n	i	false
l	o	n	j	false
l	o	n	j	true
l	o	n	l	true
l	o	n	o	false
